OBJECTID_1,AREA,PERIMETER,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,Shape_Leng,cty_name,mnf_code,descriptio,Shape_Length,Shape_Area
28341,28163.9419086,1254.81894326,WV602,2.0,CaB,513978,1254.81889816,NRand_Tuck,CaB09,"CALVIN CHANNERY SILT LOAM, 3 TO 8 PERCENT SLOPES",1254.8188981557196,28163.93370844045
28344,24826.1647598,798.02211045,WV602,2.0,DaD,513998,798.022157533,NRand_Tuck,DaD09,"DEKALB CHANNERY LOAM, 15 TO 25 PERCENT SLOPES",798.0221575330952,24826.16156860257
28353,6797.2541139,340.097270328,WV602,2.0,DaC,513997,340.097273325,NRand_Tuck,DaC09,"DEKALB CHANNERY LOAM, 8 TO 15 PERCENT SLOPES",340.0972733245916,6797.25182295243
28372,33703.4353737,956.751806953,WV602,2.0,CaC,513979,956.751885741,NRand_Tuck,CaC09,"CALVIN CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",956.7518857409879,33703.4370318448
28382,50221.0832801,1700.84914695,WV602,2.0,McC,514026,1700.84912817,NRand_Tuck,McC09,"MECKESVILLE SILT LOAM, 8 TO 15 PERCENT SLOPES",1700.849128174858,50221.08186245895
28387,265474.710082,5691.0471788,WV602,2.0,CaF,513985,5691.0472571,NRand_Tuck,CaF09,"CALVIN CHANNERY SILT LOAM, 35 TO 65 PERCENT SLOPES",5691.047257097485,265474.7119496575
28392,14789.6288064,732.169934984,WV602,2.0,CaE,513983,732.170028179,NRand_Tuck,CaE09,"CALVIN CHANNERY SILT LOAM, 25 TO 35 PERCENT SLOPES",732.1700281793444,14789.625723197978
28396,28815.9300559,692.942064126,WV602,2.0,EnD,514008,692.941991096,NRand_Tuck,EnD09,"ERNEST SILT LOAM, 15 TO 25 PERCENT SLOPES",692.9419910960929,28815.929012701028
28397,18964.6367513,741.860024943,WV602,2.0,CaB,513978,741.859849384,NRand_Tuck,CaB09,"CALVIN CHANNERY SILT LOAM, 3 TO 8 PERCENT SLOPES",741.8598493835461,18964.63950033076
28403,12992.2437726,654.996992669,WV602,2.0,DaB,513996,654.997035223,NRand_Tuck,DaB09,"DEKALB CHANNERY LOAM, 3 TO 8 PERCENT SLOPES",654.997035223065,12992.24544303724
28405,1196040.31969,21081.7101538,WV602,2.0,BnF,513971,21081.7097214,NRand_Tuck,BnF09,"BELMONT CHANNERY SILT LOAM, 35 TO 70 PERCENT SLOPES, VERY STONY",2454.20586483902,96509.26265286878
28416,5762.54978129,338.79461953,WV602,2.0,CaC,513979,338.794643832,NRand_Tuck,CaC09,"CALVIN CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",338.79464383203754,5762.551541263456
28426,34507.7395191,968.326758001,WV602,2.0,BnF,513971,968.326766065,NRand_Tuck,BnF09,"BELMONT CHANNERY SILT LOAM, 35 TO 70 PERCENT SLOPES, VERY STONY",968.3267660652714,34507.74065975141
28432,5640.97850931,303.276410371,WV602,2.0,CaD,513981,303.276520198,NRand_Tuck,CaD09,"CALVIN CHANNERY SILT LOAM, 15 TO 25 PERCENT SLOPES",303.2765201978864,5640.977763973412
28438,34151.2169778,994.647271283,WV602,2.0,CaB,513978,994.64729997,NRand_Tuck,CaB09,"CALVIN CHANNERY SILT LOAM, 3 TO 8 PERCENT SLOPES",994.64729996967,34151.22084233138
28440,14403.1978694,660.540832274,WV602,2.0,GcF,514018,660.540854033,NRand_Tuck,GcF09,"GILPIN CHANNERY SILT LOAM, 35 TO 70 PERCENT SLOPES",8.66629178626896,2.785767489954874
28450,33769.3555208,935.933677169,WV602,2.0,DaF,514000,935.933626496,NRand_Tuck,DaF09,"DEKALB CHANNERY LOAM, 35 TO 65 PERCENT SLOPES",935.9336264960732,33769.349621028865
28455,19805.1392587,697.592649661,WV602,2.0,DmE,514004,697.592702735,NRand_Tuck,DmE09,"DEKALB VERY COBBLY LOAM, 15 TO 35 PERCENT SLOPES, RUBBLY",697.5927027354777,19805.136968351784
28456,37400.2313887,1370.37319346,WV602,2.0,DmF,514005,1370.37310742,NRand_Tuck,DmF09,"DEKALB VERY COBBLY LOAM, 35 TO 70 PERCENT SLOPES, RUBBLY",1370.3731074228244,37400.2332713238
28477,134432.212029,2895.61839323,WV602,2.0,CaE,513983,2895.6183926,NRand_Tuck,CaE09,"CALVIN CHANNERY SILT LOAM, 25 TO 35 PERCENT SLOPES",2895.618392599819,134432.23492915384
28478,10974.2395933,611.792052649,WV602,2.0,DaC,513997,611.791964372,NRand_Tuck,DaC09,"DEKALB CHANNERY LOAM, 8 TO 15 PERCENT SLOPES",611.7919643721481,10974.237432550737
28481,6122.39859274,404.994127742,WV602,2.0,DaC,513997,404.994105885,NRand_Tuck,DaC09,"DEKALB CHANNERY LOAM, 8 TO 15 PERCENT SLOPES",404.994105884507,6122.399706574033
28482,9775.27353707,418.835549215,WV602,2.0,DmC,514003,418.835550267,NRand_Tuck,DmC09,"DEKALB VERY COBBLY LOAM, 3 TO 15 PERCENT SLOPES, RUBBLY",418.8355502672231,9775.27408306925
28493,9839.65228796,672.771652317,WV602,2.0,DaC,513997,672.77163575,NRand_Tuck,DaC09,"DEKALB CHANNERY LOAM, 8 TO 15 PERCENT SLOPES",672.771635749713,9839.648534503209
28494,11274.1395719,596.459296344,WV602,2.0,CaD,513981,596.459289793,NRand_Tuck,CaD09,"CALVIN CHANNERY SILT LOAM, 15 TO 25 PERCENT SLOPES",596.459289792987,11274.137669269232
28498,19463.7972922,718.701059252,WV602,2.0,McC,514026,718.701037003,NRand_Tuck,McC09,"MECKESVILLE SILT LOAM, 8 TO 15 PERCENT SLOPES",718.7010370027542,19463.79923193621
28499,10315.1169223,533.313089059,WV602,2.0,DmC,514003,533.313105315,NRand_Tuck,DmC09,"DEKALB VERY COBBLY LOAM, 3 TO 15 PERCENT SLOPES, RUBBLY",533.3131053154032,10315.116203073983
28504,42795.188874,1062.88727893,WV602,2.0,DmF,514005,1062.88728244,NRand_Tuck,DmF09,"DEKALB VERY COBBLY LOAM, 35 TO 70 PERCENT SLOPES, RUBBLY",1062.887282441364,42795.1868080677
28513,56281.8174049,1803.47716459,WV602,2.0,CaC,513979,1803.47727303,NRand_Tuck,CaC09,"CALVIN CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",1803.4772730309153,56281.823771027
28519,26108.5358893,824.371138496,WV602,2.0,BmE,513967,824.371044578,NRand_Tuck,BmE09,"BELMONT SILT LOAM, 25 TO 35 PERCENT SLOPES",824.3710445780232,26108.535714675792
28525,22989.12547,858.306390501,WV602,2.0,CaB,513978,858.306282596,NRand_Tuck,CaB09,"CALVIN CHANNERY SILT LOAM, 3 TO 8 PERCENT SLOPES",858.3062825955203,22989.114082406133
28526,274864.065383,6906.00879115,WV602,2.0,DaF,514000,6906.00861302,NRand_Tuck,DaF09,"DEKALB CHANNERY LOAM, 35 TO 65 PERCENT SLOPES",6906.00861302277,274864.06486326345
28533,18128.4180989,626.504298459,WV602,2.0,DaB,513996,626.504327216,NRand_Tuck,DaB09,"DEKALB CHANNERY LOAM, 3 TO 8 PERCENT SLOPES",626.5043272162279,18128.41752355062
28534,12725.0305028,477.162584195,WV602,2.0,BmD,513966,477.162632489,NRand_Tuck,BmD09,"BELMONT SILT LOAM, 15 TO 25 PERCENT SLOPES",351.59993077477736,6947.854332603972
28536,14391.2082521,502.005996185,WV602,2.0,BmE,513967,502.005972908,NRand_Tuck,BmE09,"BELMONT SILT LOAM, 25 TO 35 PERCENT SLOPES",502.00597290762016,14391.201397915705
28537,4271.26174337,320.556726482,WV602,2.0,ChD,513988,320.55683,NRand_Tuck,ChD09,"CATEACHE CHANNERY SILT LOAM, 15 TO 25 PERCENT SLOPES",79.33792407066304,309.3259406653212
28539,5668.56573486,313.767564456,WV602,2.0,BmD,513966,313.767556207,NRand_Tuck,BmD09,"BELMONT SILT LOAM, 15 TO 25 PERCENT SLOPES",313.76755620658486,5668.567139900751
28543,59359.9014677,2360.83795306,WV602,2.0,McC,514026,2360.83788657,NRand_Tuck,McC09,"MECKESVILLE SILT LOAM, 8 TO 15 PERCENT SLOPES",2360.837886573434,59359.89286200162
28544,43641.1671603,810.767306477,WV602,2.0,DmE,514004,810.767254969,NRand_Tuck,DmE09,"DEKALB VERY COBBLY LOAM, 15 TO 35 PERCENT SLOPES, RUBBLY",810.7672549688845,43641.16598128762
28547,64216.7164952,1048.4354265,WV602,2.0,BmD,513966,1048.43559428,NRand_Tuck,BmD09,"BELMONT SILT LOAM, 15 TO 25 PERCENT SLOPES",1048.4355942828247,64216.71705010125
28549,9568.93390167,669.849400077,WV602,2.0,CaC,513979,669.84931976,NRand_Tuck,CaC09,"CALVIN CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",669.8493197600015,9568.930969350684
28561,10698.6744948,402.221296255,WV602,2.0,DmC,514003,402.221303751,NRand_Tuck,DmC09,"DEKALB VERY COBBLY LOAM, 3 TO 15 PERCENT SLOPES, RUBBLY",402.22130375087835,10698.676397133358
28566,5260.37838817,306.610315232,WV602,2.0,CnE,513992,306.610340229,NRand_Tuck,CnE09,"CATEACHE CHANNERY SILT LOAM, 15 TO 35 PERCENT SLOPES, RUBBLY",306.6103402285409,5260.372489378145
28574,18883.4229307,1013.11267221,WV602,2.0,CaD,513981,1013.11262514,NRand_Tuck,CaD09,"CALVIN CHANNERY SILT LOAM, 15 TO 25 PERCENT SLOPES",1013.1126251359267,18883.42476103696
28582,5841.71956819,312.409578491,WV602,2.0,BmD,513966,312.409575111,NRand_Tuck,BmD09,"BELMONT SILT LOAM, 15 TO 25 PERCENT SLOPES",204.3321724109149,2807.968910560907
28583,17863.1031276,599.614046972,WV602,2.0,DkB,514001,599.614072386,NRand_Tuck,DkB09,"DEKALB LOAM, 3 TO 8 PERCENT SLOPES",599.6140723861433,17863.109127932512
28590,384387.041729,7261.91696867,WV602,2.0,ChF,513990,7261.91702459,NRand_Tuck,ChF09,"CATEACHE CHANNERY SILT LOAM, 35 TO 65 PERCENT SLOPES",2903.123597076879,123059.19219177219
28591,33492.833856,1474.14082557,WV602,2.0,DaD,513998,1474.14080951,NRand_Tuck,DaD09,"DEKALB CHANNERY LOAM, 15 TO 25 PERCENT SLOPES",1474.1408095103477,33492.834091524834
28601,71354.603018,1120.53095307,WV602,2.0,BmE,513967,1120.53085426,NRand_Tuck,BmE09,"BELMONT SILT LOAM, 25 TO 35 PERCENT SLOPES",1120.53085426069,71354.6003128598
28607,17147.4455801,606.94768009,WV602,2.0,DmE,514004,606.947678115,NRand_Tuck,DmE09,"DEKALB VERY COBBLY LOAM, 15 TO 35 PERCENT SLOPES, RUBBLY",606.947678114893,17147.445603066924
28611,5031.7647329,323.820106937,WV602,2.0,DaC,513997,323.82010907,NRand_Tuck,DaC09,"DEKALB CHANNERY LOAM, 8 TO 15 PERCENT SLOPES",317.91746214481077,4841.019820779186
28613,8932.61583805,369.080369099,WV602,2.0,CaB,513978,369.080358799,NRand_Tuck,CaB09,"CALVIN CHANNERY SILT LOAM, 3 TO 8 PERCENT SLOPES",369.0803587986134,8932.612339694906
28616,59444.4798489,1842.24688154,WV602,2.0,CaC,513979,1842.24666786,NRand_Tuck,CaC09,"CALVIN CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",1842.2466678564326,59444.4831961357
28618,29402.7137146,934.85689964,WV602,2.0,EnB,514006,934.856870824,NRand_Tuck,EnB09,"ERNEST SILT LOAM, 3 TO 8 PERCENT SLOPES",10.421473962608285,4.359850098432151
28619,13834.6855646,476.033597904,WV602,2.0,CaB,513978,476.033601304,NRand_Tuck,CaB09,"CALVIN CHANNERY SILT LOAM, 3 TO 8 PERCENT SLOPES",476.03360130426324,13834.689287043315
28625,8003.40887597,381.839209106,WV602,2.0,ChC,513987,381.839277267,NRand_Tuck,ChC09,"CATEACHE CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",360.89747282178587,6086.876444421129
28638,16419.1390644,539.236483255,WV602,2.0,ChC,513987,539.236417884,NRand_Tuck,ChC09,"CATEACHE CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",526.5237911104184,16182.284825703167
28641,6155.86187942,343.39614222,WV602,2.0,CaC,513979,343.396140144,NRand_Tuck,CaC09,"CALVIN CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",343.39614014421846,6155.8621585684905
28644,3983.33029127,257.213237595,WV602,2.0,ChD,513988,257.213346518,NRand_Tuck,ChD09,"CATEACHE CHANNERY SILT LOAM, 15 TO 25 PERCENT SLOPES",227.20654651803898,3032.934739272569
28661,614836.082758,6972.0414261,WV602,2.0,CnE,513992,6972.04129601,NRand_Tuck,CnE09,"CATEACHE CHANNERY SILT LOAM, 15 TO 35 PERCENT SLOPES, RUBBLY",3722.771153609069,368963.09287245467
28675,16063.9112303,657.048835607,WV602,2.0,DmC,514003,657.048873762,NRand_Tuck,DmC09,"DEKALB VERY COBBLY LOAM, 3 TO 15 PERCENT SLOPES, RUBBLY",657.0488737622605,16063.911222365
28678,140355.471967,4026.92370475,WV602,2.0,CaD,513981,4026.92387187,NRand_Tuck,CaD09,"CALVIN CHANNERY SILT LOAM, 15 TO 25 PERCENT SLOPES",4026.923871867294,140355.47522571145
28684,111878.585677,1837.53996934,WV602,2.0,BnE,513970,1837.54010016,NRand_Tuck,BnE09,"BELMONT CHANNERY SILT LOAM, 25 TO 35 PERCENT SLOPES, VERY STONY",1837.540100160554,111878.59861084571
28687,151192.296101,2532.45981322,WV602,2.0,MkD,514028,2532.45981801,NRand_Tuck,MkD09,"MECKESVILLE SILT LOAM, 15 TO 25 PERCENT SLOPES, VERY STONY",2532.4598180135954,151192.29403991112
28703,14183.5931278,440.422606782,WV602,2.0,ChC,513987,440.42263154,NRand_Tuck,ChC09,"CATEACHE CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",440.4226315396909,14183.594853242312
28711,192140.227064,3980.19186169,WV602,2.0,CaC,513979,3980.19171266,NRand_Tuck,CaC09,"CALVIN CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",3980.1917126565913,192140.22337683302
28716,11257.6159373,529.298922606,WV602,2.0,McC,514026,529.29890955,NRand_Tuck,McC09,"MECKESVILLE SILT LOAM, 8 TO 15 PERCENT SLOPES",529.2989095500482,11257.616022113165
28729,64794.2006898,1234.21074811,WV602,2.0,CaD,513981,1234.21090605,NRand_Tuck,CaD09,"CALVIN CHANNERY SILT LOAM, 15 TO 25 PERCENT SLOPES",1234.2109060483172,64794.203807622114
28730,25537.3863405,720.993596162,WV602,2.0,MkC,514027,720.993453949,NRand_Tuck,MkC09,"MECKESVILLE SILT LOAM, 3 TO 15 PERCENT SLOPES, VERY STONY",720.9934539490869,25537.385100812306
28738,23341.3806305,796.724229117,WV602,2.0,DaC,513997,796.724286549,NRand_Tuck,DaC09,"DEKALB CHANNERY LOAM, 8 TO 15 PERCENT SLOPES",796.7242865490116,23341.37497417119
28741,5545.93759011,321.6776353,WV602,2.0,CaC,513979,321.677691252,NRand_Tuck,CaC09,"CALVIN CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",321.67769125213414,5545.9406493047245
28777,20360.048663,780.660568628,WV602,2.0,DmC,514003,780.660487905,NRand_Tuck,DmC09,"DEKALB VERY COBBLY LOAM, 3 TO 15 PERCENT SLOPES, RUBBLY",780.660487905496,20360.057300552635
28787,80293.5514858,1623.72680883,WV602,2.0,McC,514026,1623.7267838,NRand_Tuck,McC09,"MECKESVILLE SILT LOAM, 8 TO 15 PERCENT SLOPES",1623.7267837952581,80293.54717471724
28797,5605.55770493,304.399996904,WV602,2.0,CaD,513981,304.399955155,NRand_Tuck,CaD09,"CALVIN CHANNERY SILT LOAM, 15 TO 25 PERCENT SLOPES",304.39995515508093,5605.556329967661
28801,316960.448214,3584.17104091,WV602,2.0,DrE,514047,3584.1709612,NRand_Tuck,DrE09,"DEKALB VERY COBBLY LOAM, 15 TO 35 PERCENT SLOPES, VERY RUBBLY",2452.2103113037056,175793.12473906623
28812,46134.8546536,1191.91690745,WV602,2.0,CaE,513983,1191.91698702,NRand_Tuck,CaE09,"CALVIN CHANNERY SILT LOAM, 25 TO 35 PERCENT SLOPES",1191.9169870196324,46134.8585813836
28817,364819.110492,5403.81369323,WV602,2.0,CnF,513993,5403.81347852,NRand_Tuck,CnF09,"CATEACHE CHANNERY SILT LOAM, 35 TO 65 PERCENT SLOPES, RUBBLY",2687.1707020451804,117729.41457221475
28833,13600.7313931,874.282587327,WV602,2.0,CaE,513983,874.282615412,NRand_Tuck,CaE09,"CALVIN CHANNERY SILT LOAM, 25 TO 35 PERCENT SLOPES",874.2826154124052,13600.73024364468
28861,17921.4608344,680.338495425,WV602,2.0,EnC,514007,680.338579577,NRand_Tuck,EnC09,"ERNEST SILT LOAM, 8 TO 15 PERCENT SLOPES",680.3385795774311,17921.45822922235
28865,12286.9375311,511.991972812,WV602,2.0,DmC,514003,511.991868974,NRand_Tuck,DmC09,"DEKALB VERY COBBLY LOAM, 3 TO 15 PERCENT SLOPES, RUBBLY",511.9918689741564,12286.93440104851
28894,5956.48994224,361.205747259,WV602,2.0,DaD,513998,361.205745669,NRand_Tuck,DaD09,"DEKALB CHANNERY LOAM, 15 TO 25 PERCENT SLOPES",361.20574566941235,5956.488515575135
28899,57654.796303,1326.19878082,WV602,2.0,BmE,513967,1326.1988041,NRand_Tuck,BmE09,"BELMONT SILT LOAM, 25 TO 35 PERCENT SLOPES",1326.1988041002191,57654.794525950696
28904,47181.6622972,1558.95959573,WV602,2.0,DaC,513997,1558.95953897,NRand_Tuck,DaC09,"DEKALB CHANNERY LOAM, 8 TO 15 PERCENT SLOPES",1558.9595389726405,47181.668637428156
28926,77859.466736,1816.65324869,WV602,2.0,BmD,513966,1816.65315821,NRand_Tuck,BmD09,"BELMONT SILT LOAM, 15 TO 25 PERCENT SLOPES",1955.2537155175064,71909.21337120331
28941,77264.0140705,1748.01598403,WV602,2.0,DaB,513996,1748.01588286,NRand_Tuck,DaB09,"DEKALB CHANNERY LOAM, 3 TO 8 PERCENT SLOPES",374.4368309149262,3547.2011743150997
28949,80371.4244075,1990.91024065,WV602,2.0,ErE,514010,1990.91022445,NRand_Tuck,ErE09,"ERNEST COBBLY SILT LOAM, 15 TO 35 PERCENT SLOPES, RUBBLY",700.0698385376434,12348.46696951749
28951,13118.971417,467.524351294,WV602,2.0,DmC,514003,467.524397032,NRand_Tuck,DmC09,"DEKALB VERY COBBLY LOAM, 3 TO 15 PERCENT SLOPES, RUBBLY",467.5243970317912,13118.971167784988
28952,16694.0629176,555.92307196,WV602,2.0,CaD,513981,555.923162426,NRand_Tuck,CaD09,"CALVIN CHANNERY SILT LOAM, 15 TO 25 PERCENT SLOPES",555.9231624258663,16694.058226043304
28997,23190.0305781,751.751547865,WV602,2.0,MkC,514027,751.751543852,NRand_Tuck,MkC09,"MECKESVILLE SILT LOAM, 3 TO 15 PERCENT SLOPES, VERY STONY",751.7515438524898,23190.03034560448
29025,23139.9825539,1023.87006675,WV602,2.0,DaD,513998,1023.87008777,NRand_Tuck,DaD09,"DEKALB CHANNERY LOAM, 15 TO 25 PERCENT SLOPES",367.4654796294302,5609.640729845793
29030,11137.191678,439.567535624,WV602,2.0,DaB,513996,439.56746887,NRand_Tuck,DaB09,"DEKALB CHANNERY LOAM, 3 TO 8 PERCENT SLOPES",439.56746886969734,11137.188236478907
29046,45736.1095412,1342.39145718,WV602,2.0,CaE,513983,1342.39136233,NRand_Tuck,CaE09,"CALVIN CHANNERY SILT LOAM, 25 TO 35 PERCENT SLOPES",1342.3913623295655,45736.10132384817
29050,21563.0205593,1291.74632882,WV602,2.0,DaF,514000,1291.74618709,NRand_Tuck,DaF09,"DEKALB CHANNERY LOAM, 35 TO 65 PERCENT SLOPES",1275.9021368569597,21324.211647062613
29051,42715.513264,968.202687117,WV602,2.0,DmC,514003,968.202829563,NRand_Tuck,DmC09,"DEKALB VERY COBBLY LOAM, 3 TO 15 PERCENT SLOPES, RUBBLY",586.3568456608936,7505.879649212681
29057,140630.779993,1924.14072249,WV602,2.0,BnF,513971,1924.14063946,NRand_Tuck,BnF09,"BELMONT CHANNERY SILT LOAM, 35 TO 70 PERCENT SLOPES, VERY STONY",1160.9858998251252,51632.88460145135
29082,6041.34718204,332.80020822,WV602,2.0,CaC,513979,332.800232835,NRand_Tuck,CaC09,"CALVIN CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",332.8002328350369,6041.344502447447
29087,6895.26368141,391.386864631,WV602,2.0,DmC,514003,391.386888264,NRand_Tuck,DmC09,"DEKALB VERY COBBLY LOAM, 3 TO 15 PERCENT SLOPES, RUBBLY",391.3868882642865,6895.265264954937
29090,9153.54923069,370.052088902,WV602,2.0,CaB,513978,370.052071381,NRand_Tuck,CaB09,"CALVIN CHANNERY SILT LOAM, 3 TO 8 PERCENT SLOPES",370.05207138120534,9153.544950910578
29101,43317.1305381,1352.25846732,WV602,2.0,CaC,513979,1352.25850115,NRand_Tuck,CaC09,"CALVIN CHANNERY SILT LOAM, 8 TO 15 PERCENT SLOPES",1352.2585011490498,43317.14211015758
