sample_id,watershed,soil_subcomp,soil_plot,subplot_letter,subplot,depth_code,depth_top_cm,depth_bottom_cm,depth,horizon,soil_dw_g,BD_gcm3,core_vol_cm3,core_area_m2,volsoil_area_cm3m2,wtsoil_area_gm2,fine_root_g,fine_root_gm2,soil_C_perc,soil_C_gm2,soil_N_perc,soil_N_gm2,soil_CN,treatment,bd_note
125,WS5,WS5b,21,C,21C,0-20,0.0,20.0,0 to 20,Mineral,347.93,0.93354134,392.69908169872417,0.001963495408493621,200000.0,186708.268,0.4261,228.65631878481304,1.98,3696.8237064,0.16,298.7332288,12.375,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
126,WS5,WS5b,21,C,21C,20-40,20.0,40.0,20 to 40,Mineral,347.83,1.077877254,392.69908169872417,0.001963495408493621,200000.0,215575.4508,0.1392,86.27232484650547,1.07,2306.6573235600003,0.1,215.5754508,10.7,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
127,WS5,WS5b,22,A,22A,0-20,0.0,20.0,0 to 20,Mineral,269.01,0.762718175,392.69908169872417,0.001963495408493621,200000.0,152543.635,1.1501,652.1706799505595,3.6,5491.570860000001,0.21,320.3416335,17.142857142857142,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
128,WS5,WS5b,22,A,22A,20-40,20.0,40.0,20 to 40,Mineral,305.25,0.890723134,392.69908169872417,0.001963495408493621,200000.0,178144.6268,0.934,545.084623853235,1.67,2975.0152675599998,0.1,178.1446268,16.7,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
129,WS5,WS5b,22,B,22B,0-20,0.0,20.0,0 to 20,Mineral,269.01,0.762718175,392.69908169872417,0.001963495408493621,200000.0,152543.635,,,2.64,4027.151964,0.14,213.56108900000004,18.857142857142858,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
130,WS5,WS5b,22,B,22B,20-40,20.0,40.0,20 to 40,Mineral,305.25,0.890723134,392.69908169872417,0.001963495408493621,200000.0,178144.6268,0.2346,136.91311858240786,1.12,1995.2198201600004,0.08,142.51570144000002,14.000000000000002,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
131,WS5,WS5b,22,C,22C,0-20,0.0,20.0,0 to 20,Mineral,269.01,0.762718175,392.69908169872417,0.001963495408493621,200000.0,152543.635,0.3973,225.29120176015763,4.03,6147.5084905,0.19,289.83290650000004,21.210526315789476,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
132,WS5,WS5b,22,C,22C,20-40,20.0,40.0,20 to 40,Mineral,305.25,0.890723134,392.69908169872417,0.001963495408493621,200000.0,178144.6268,0.18,105.04842857985257,1.17,2084.29213356,0.08,142.51570144000002,14.624999999999998,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
133,WS5,WS5b,23,A,23A,0-20,0.0,20.0,0 to 20,Mineral,359.06,0.976505022,392.69908169872417,0.001963495408493621,200000.0,195301.0044,0.5064,275.4426241523979,1.5,2929.515066,0.12,234.36120527999998,12.5,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
134,WS5,WS5b,23,A,23A,20-40,20.0,40.0,20 to 40,Mineral,395.68,1.15459895,392.69908169872417,0.001963495408493621,200000.0,230919.79,0.1663,97.05307591235342,0.68,1570.2545720000003,0.08,184.73583200000002,8.5,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
135,WS5,WS5b,23,B,23B,0-20,0.0,20.0,0 to 20,Mineral,359.06,0.976505022,392.69908169872417,0.001963495408493621,200000.0,195301.0044,0.9207,500.78993692162874,2.93,5722.319428920001,0.2,390.6020088,14.65,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
136,WS5,WS5b,23,B,23B,20-40,20.0,40.0,20 to 40,Mineral,395.68,1.15459895,392.69908169872417,0.001963495408493621,200000.0,230919.79,0.2031,118.52964352254348,1.52,3509.9808080000003,0.12,277.103748,12.666666666666668,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
137,WS5,WS5b,23,C,23C,0-20,0.0,20.0,0 to 20,Mineral,359.06,0.976505022,392.69908169872417,0.001963495408493621,200000.0,195301.0044,0.8209,446.506418180694,2.36,4609.10370384,0.16,312.48160704000003,14.749999999999998,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
138,WS5,WS5b,23,C,23C,20-40,20.0,40.0,20 to 40,Mineral,395.68,1.15459895,392.69908169872417,0.001963495408493621,200000.0,230919.79,0.1654,96.52783376971288,0.74,1708.806446,0.08,184.73583200000002,9.25,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
139,WS5,WS5a,24,A,24A,0-20,0.0,20.0,0 to 20,Mineral,202.93,0.559499625,392.69908169872417,0.001963495408493621,200000.0,111899.92499999999,0.9271,511.22268993002507,4.82,5393.576384999999,0.19,212.60985749999998,25.36842105263158,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
140,WS5,WS5a,24,A,24A,20-40,20.0,40.0,20 to 40,Mineral,384.72,1.09078821,392.69908169872417,0.001963495408493621,200000.0,218157.642,1.0159,576.0718145867123,1.31,2857.8651102,0.08,174.5261136,16.375,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
141,WS5,WS5a,24,B,24B,0-20,0.0,20.0,0 to 20,Mineral,202.93,0.559499625,392.69908169872417,0.001963495408493621,200000.0,111899.92499999999,0.7765,428.1786417114275,3.33,3726.2675025,0.16,179.03987999999998,20.8125,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
142,WS5,WS5a,24,B,24B,20-40,20.0,40.0,20 to 40,Mineral,384.72,1.09078821,392.69908169872417,0.001963495408493621,200000.0,218157.642,0.0905,51.318534521210225,0.68,1483.4719656,0.07,152.7103494,9.714285714285714,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
143,WS5,WS5a,24,C,24C,0-20,0.0,20.0,0 to 20,Mineral,202.93,0.559499625,392.69908169872417,0.001963495408493621,200000.0,111899.92499999999,1.3901,766.5307531784357,3.9,4364.097075,0.2,223.79985,19.5,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
144,WS5,WS5a,24,C,24C,20-40,20.0,40.0,20 to 40,Mineral,384.72,1.09078821,392.69908169872417,0.001963495408493621,200000.0,218157.642,0.8966,508.42207791952575,0.99,2159.7606557999998,0.08,174.5261136,12.375,Single-tree selection,"BD from one core per plot x depth, applied to all subplots"
199,WS2,WS2a,7,A,7A,OH,,,OH,Organic,4.45,,,0.04000000000000001,,111.25,1.1547,28.867499999999996,42.82,47.63725,1.43,1.590875,29.944055944055947,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
200,WS2,WS2a,7,B,7B,OH,,,OH,Organic,2.24,,,0.04000000000000001,,56.00000000000001,0.006,0.14999999999999997,29.24,16.3744,0.98,0.5488000000000001,29.83673469387755,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
201,WS2,WS2a,7,C,7C,OH,,,OH,Organic,2.46,,,0.04000000000000001,,61.5,0.2367,5.917499999999999,35.37,21.752549999999996,1.33,0.8179500000000001,26.59398496240601,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
202,WS2,WS2a,8,A,8A,OH,,,OH,Organic,8.58,,,0.04000000000000001,,214.5,0.4213,10.532499999999999,31.03,66.55935000000001,1.15,2.4667499999999998,26.98260869565218,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
203,WS2,WS2a,8,B,8B,OH,,,OH,Organic,3.76,,,0.04000000000000001,,93.99999999999999,0.4389,10.972499999999998,34.04,31.997599999999995,1.35,1.269,25.21481481481481,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
204,WS2,WS2a,8,C,8C,OH,,,OH,Organic,3.46,,,0.04000000000000001,,86.5,0.8539,21.347499999999997,30.62,26.486300000000004,1.18,1.0207,25.949152542372882,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
205,WS2,WS2b,9,A,9A,OH,,,OH,Organic,5.66,,,0.04000000000000001,,141.5,0.6476,16.189999999999994,34.54,48.8741,1.27,1.79705,27.196850393700785,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
206,WS2,WS2b,9,B,9B,OH,,,OH,Organic,5.27,,,0.04000000000000001,,131.75,0.0112,0.2799999999999999,43.26,56.99505,1.22,1.6073499999999998,35.459016393442624,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
207,WS2,WS2b,9,C,9C,OH,,,OH,Organic,2.47,,,0.04000000000000001,,61.75000000000001,0.2015,5.0375,42.54,26.26845,1.37,0.8459750000000001,31.051094890510946,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
208,WS2,WS2a,10,A,10A,OH,,,OH,Organic,4.89,,,0.04000000000000001,,122.24999999999999,0.1901,4.752499999999999,17.95,21.943874999999995,0.82,1.0024499999999998,21.890243902439025,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
209,WS2,WS2a,10,B,10B,OH,,,OH,Organic,8.43,,,0.04000000000000001,,210.75,0.2329,5.822499999999999,20.17,42.508275000000005,0.82,1.7281499999999999,24.59756097560976,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
210,WS2,WS2a,10,C,10C,OH,,,OH,Organic,2.9,,,0.04000000000000001,,72.5,0.6092,15.229999999999997,18.33,13.28925,0.85,0.6162500000000001,21.56470588235294,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
211,WS2,WS2a,11,A,11A,OH,,,OH,Organic,1.58,,,0.04000000000000001,,39.5,0.0403,1.0074999999999998,14.21,5.6129500000000005,0.67,0.26465,21.208955223880597,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
212,WS2,WS2a,11,B,11B,OH,,,OH,Organic,4.62,,,0.04000000000000001,,115.5,0.487,12.174999999999997,33.56,38.7618,1.34,1.5477,25.044776119402986,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
213,WS2,WS2a,11,C,11C,OH,,,OH,Organic,7.56,,,0.04000000000000001,,189.0,0.1401,3.5024999999999995,25.36,47.9304,1.14,2.1546,22.24561403508772,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
214,WS2,WS2a,12,A,12A,OH,,,OH,Organic,6.55,,,0.04000000000000001,,163.75,0.1706,4.264999999999999,3.64,5.960500000000001,0.26,0.42574999999999996,14.0,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
215,WS2,WS2a,12,B,12B,OH,,,OH,Organic,7.12,,,0.04000000000000001,,178.0,,,24.21,43.0938,0.99,1.7621999999999998,24.454545454545457,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
216,WS2,WS2a,12,C,12C,OH,,,OH,Organic,4.55,,,0.04000000000000001,,113.75,0.3564,8.909999999999998,23.1,26.27625,0.91,1.035125,25.384615384615387,Diameter-limit,"organic horizon, 20x20 cm frame; no BD"
217,WS4,WS4a,13,A,13A,OH,,,OH,Organic,6.84,,,0.04000000000000001,,171.0,0.0117,0.2924999999999999,38.18,65.28779999999999,1.56,2.6676,24.474358974358974,Reference,"organic horizon, 20x20 cm frame; no BD"
218,WS4,WS4a,13,B,13B,OH,,,OH,Organic,8.41,,,0.04000000000000001,,210.25,0.0113,0.2824999999999999,42.74,89.86085,1.64,3.4480999999999997,26.0609756097561,Reference,"organic horizon, 20x20 cm frame; no BD"
219,WS4,WS4a,13,C,13C,OH,,,OH,Organic,7.25,,,0.04000000000000001,,181.25,0.1292,3.2299999999999995,43.8,79.38749999999999,1.41,2.555625,31.06382978723404,Reference,"organic horizon, 20x20 cm frame; no BD"
220,WS4,WS4a,14,A,14A,OH,,,OH,Organic,5.77,,,0.04000000000000001,,144.25,0.1719,4.297499999999999,44.02,63.498850000000004,1.25,1.803125,35.216,Reference,"organic horizon, 20x20 cm frame; no BD"
221,WS4,WS4a,14,B,14B,OH,,,OH,Organic,4.72,,,0.04000000000000001,,117.99999999999999,0.1423,3.5574999999999997,32.85,38.763,0.95,1.1209999999999998,34.578947368421055,Reference,"organic horizon, 20x20 cm frame; no BD"
222,WS4,WS4a,14,C,14C,OH,,,OH,Organic,3.59,,,0.04000000000000001,,89.75,0.0069,0.17249999999999996,47.73,42.837675,1.24,1.1129,38.49193548387097,Reference,"organic horizon, 20x20 cm frame; no BD"
223,WS4,WS4a,15,A,15A,OH,,,OH,Organic,4.19,,,0.04000000000000001,,104.75000000000001,0.0009,0.022499999999999996,24.43,25.590425000000003,0.94,0.98465,25.98936170212766,Reference,"organic horizon, 20x20 cm frame; no BD"
224,WS4,WS4a,15,B,15B,OH,,,OH,Organic,24.45,,,0.04000000000000001,,611.25,0.0343,0.8574999999999997,20.0,122.25,0.9,5.501250000000001,22.22222222222222,Reference,"organic horizon, 20x20 cm frame; no BD"
225,WS4,WS4a,15,C,15C,OH,,,OH,Organic,6.32,,,0.04000000000000001,,158.0,0.023,0.5749999999999998,14.33,22.6414,0.59,0.9322,24.28813559322034,Reference,"organic horizon, 20x20 cm frame; no BD"
226,WS4,WS4a,16,A,16A,OH,,,OH,Organic,14.04,,,0.04000000000000001,,350.99999999999994,0.6577,16.442499999999995,47.71,167.4621,1.27,4.457699999999999,37.56692913385827,Reference,"organic horizon, 20x20 cm frame; no BD"
227,WS4,WS4a,16,B,16B,OH,,,OH,Organic,12.74,,,0.04000000000000001,,318.5,0.0882,2.2049999999999996,9.61,30.607849999999996,0.29,0.92365,33.13793103448276,Reference,"organic horizon, 20x20 cm frame; no BD"
228,WS4,WS4a,16,C,16C,OH,,,OH,Organic,27.48,,,0.04000000000000001,,687.0,1.224,30.599999999999994,47.19,324.1953,1.34,9.2058,35.21641791044776,Reference,"organic horizon, 20x20 cm frame; no BD"
229,WS4,WS4a,17,A,17A,OH,,,OH,Organic,6.17,,,0.04000000000000001,,154.25,0.0313,0.7824999999999999,27.31,42.125675,1.15,1.7738749999999999,23.747826086956522,Reference,"organic horizon, 20x20 cm frame; no BD"
230,WS4,WS4a,17,B,17B,OH,,,OH,Organic,15.75,,,0.04000000000000001,,393.75,0.6783,16.957499999999996,14.39,56.660625,0.79,3.110625,18.21518987341772,Reference,"organic horizon, 20x20 cm frame; no BD"
231,WS4,WS4a,17,C,17C,OH,,,OH,Organic,10.75,,,0.04000000000000001,,268.75,0.0162,0.4049999999999999,16.49,44.316874999999996,0.83,2.230625,19.867469879518072,Reference,"organic horizon, 20x20 cm frame; no BD"
232,WS4,WS4a,18,A,18A,OH,,,OH,Organic,9.52,,,0.04000000000000001,,237.99999999999997,0.0314,0.7849999999999998,35.33,84.08539999999999,1.26,2.9987999999999997,28.039682539682538,Reference,"organic horizon, 20x20 cm frame; no BD"
233,WS4,WS4a,18,B,18B,OH,,,OH,Organic,13.14,,,0.04000000000000001,,328.5,0.0868,2.1699999999999995,33.09,108.70065000000001,1.14,3.7448999999999995,29.02631578947369,Reference,"organic horizon, 20x20 cm frame; no BD"
234,WS4,WS4a,18,C,18C,OH,,,OH,Organic,5.05,,,0.04000000000000001,,126.25,0.0063,0.15749999999999997,47.43,59.880375,1.37,1.729625,34.62043795620438,Reference,"organic horizon, 20x20 cm frame; no BD"
235,WS5,WS5b,19,A,19A,OH,,,OH,Organic,4.6,,,0.04000000000000001,,114.99999999999999,0.0973,2.4324999999999997,10.67,12.270499999999998,0.36,0.4139999999999999,29.63888888888889,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
236,WS5,WS5b,19,B,19B,OH,,,OH,Organic,0.39,,,0.04000000000000001,,9.75,0.2182,5.454999999999999,13.04,1.2713999999999999,0.56,0.05460000000000001,23.28571428571428,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
237,WS5,WS5b,19,C,19C,OH,,,OH,Organic,0.52,,,0.04000000000000001,,13.0,0.0065,0.16249999999999995,36.41,4.7333,0.83,0.1079,43.86746987951807,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
238,WS5,WS5b,20,A,20A,OH,,,OH,Organic,15.39,,,0.04000000000000001,,384.75,0.0972,2.4299999999999993,18.97,72.98707499999999,0.88,3.3858,21.55681818181818,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
239,WS5,WS5b,20,B,20B,OH,,,OH,Organic,4.79,,,0.04000000000000001,,119.75,0.0324,0.8099999999999998,8.93,10.693674999999999,0.54,0.6466500000000001,16.537037037037035,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
240,WS5,WS5b,20,C,20C,OH,,,OH,Organic,6.41,,,0.04000000000000001,,160.25,0.0362,0.9049999999999999,19.78,31.69745,0.84,1.3460999999999999,23.54761904761905,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
241,WS5,WS5b,21,A,21A,OH,,,OH,Organic,11.52,,,0.04000000000000001,,288.0,0.4402,11.004999999999997,24.04,69.2352,0.98,2.8224,24.53061224489796,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
242,WS5,WS5b,21,B,21B,OH,,,OH,Organic,18.2,,,0.04000000000000001,,455.0,0.4845,12.112499999999997,37.14,168.987,1.24,5.6419999999999995,29.951612903225808,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
243,WS5,WS5b,21,C,21C,OH,,,OH,Organic,12.01,,,0.04000000000000001,,300.25,0.0918,2.295,43.0,129.1075,1.32,3.9633,32.57575757575757,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
244,WS5,WS5b,22,A,22A,OH,,,OH,Organic,7.29,,,0.04000000000000001,,182.25,0.256,6.399999999999999,39.36,71.7336,1.37,2.496825,28.729927007299267,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
245,WS5,WS5b,22,B,22B,OH,,,OH,Organic,6.29,,,0.04000000000000001,,157.25,0.0096,0.23999999999999994,26.53,41.718425,0.83,1.305175,31.96385542168675,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
246,WS5,WS5b,22,C,22C,OH,,,OH,Organic,3.36,,,0.04000000000000001,,84.0,0.0085,0.21249999999999997,40.86,34.3224,1.26,1.0584,32.42857142857143,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
247,WS5,WS5b,23,A,23A,OH,,,OH,Organic,4.31,,,0.04000000000000001,,107.74999999999999,0.5475,13.687499999999996,17.11,18.436024999999997,0.72,0.7757999999999998,23.76388888888889,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
248,WS5,WS5b,23,B,23B,OH,,,OH,Organic,18.59,,,0.04000000000000001,,464.75,,,11.72,54.468700000000005,0.61,2.8349749999999996,19.213114754098363,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
249,WS5,WS5b,23,C,23C,OH,,,OH,Organic,1.16,,,0.04000000000000001,,28.999999999999996,0.0007,0.017499999999999995,40.95,11.875499999999999,1.27,0.36829999999999996,32.24409448818898,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
250,WS5,WS5a,24,A,24A,OH,,,OH,Organic,6.48,,,0.04000000000000001,,162.0,0.3139,7.847499999999998,48.45,78.489,1.4,2.268,34.60714285714286,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
251,WS5,WS5a,24,B,24B,OH,,,OH,Organic,4.6,,,0.04000000000000001,,114.99999999999999,0.0652,1.6299999999999994,47.25,54.33749999999999,1.33,1.5294999999999999,35.526315789473685,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
252,WS5,WS5a,24,C,24C,OH,,,OH,Organic,1.98,,,0.04000000000000001,,49.5,0.0467,1.1674999999999998,43.78,21.671100000000003,1.44,0.7128,30.40277777777778,Single-tree selection,"organic horizon, 20x20 cm frame; no BD"
