CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,TRANSECT,SUBP,SMPLOCCD,MEASYEAR,CONDID,DUFFDEP,LITTDEP,FUELDEP,CREATED_DATE,MODIFIED_DATE,DLF_SAMPLE_METHOD,DUFF_METHOD,DUFF_NONSAMPLE_REASN_CD,LITTER_METHOD,LITTER_NONSAMPLE_REASN_CD,FUELBED_METHOD,FUELBED_NONSAMPLE_REASN_CD,DL_STATUS_CD
216497164010661,171000585010661,2008,54,107,934,150,4,2,2008,2,1.0,3.0,0.3,2009-10-06 13:34:46,2014-05-14 15:56:47,2,1,,1,,1,,
216497156010661,171000585010661,2008,54,107,934,270,1,2,2008,1,0.6,2.0,0.7,2009-10-06 13:34:46,2014-05-14 15:56:47,2,1,,1,,1,,
216497159010661,171000585010661,2008,54,107,934,270,2,2,2008,1,0.1,2.0,0.8,2009-10-06 13:34:46,2014-05-14 15:56:47,2,1,,1,,1,,
216497162010661,171000585010661,2008,54,107,934,270,3,2,2008,1,0.5,10.0,1.1,2009-10-06 13:34:46,2014-05-14 15:56:47,2,1,,1,,1,,
216497165010661,171000585010661,2008,54,107,934,270,4,2,2008,2,1.5,3.0,0.3,2009-10-06 13:34:46,2014-05-14 15:56:46,2,1,,1,,1,,
216517462010661,171000596010661,2008,54,109,1029,30,1,2,2008,1,,,,2009-10-07 07:40:14,2014-05-14 15:56:46,2,0,,0,,0,,
216517465010661,171000596010661,2008,54,109,1029,30,2,2,2008,2,0.1,1.2,0.1,2009-10-07 07:40:14,2014-05-14 15:56:46,2,1,,1,,1,,
216517468010661,171000596010661,2008,54,109,1029,30,3,2,2008,1,,,,2009-10-07 07:40:14,2014-05-14 15:56:46,2,0,,0,,0,,
216517471010661,171000596010661,2008,54,109,1029,30,4,2,2008,1,,,,2009-10-07 07:40:14,2014-05-14 15:56:46,2,0,,0,,0,,
216517463010661,171000596010661,2008,54,109,1029,150,1,2,2008,1,,,,2009-10-07 07:40:14,2014-05-14 15:56:46,2,0,,0,,0,,
216517466010661,171000596010661,2008,54,109,1029,150,2,2,2008,1,,,,2009-10-07 07:40:14,2014-05-14 15:56:46,2,0,,0,,0,,
216517469010661,171000596010661,2008,54,109,1029,150,3,2,2008,1,,,,2009-10-07 07:40:14,2014-05-14 15:56:46,2,0,,0,,0,,
216517472010661,171000596010661,2008,54,109,1029,150,4,2,2008,1,,,,2009-10-07 07:40:14,2014-05-14 15:56:46,2,0,,0,,0,,
216517464010661,171000596010661,2008,54,109,1029,270,1,2,2008,1,,,,2009-10-07 07:40:14,2014-05-14 15:56:46,2,0,,0,,0,,
216517467010661,171000596010661,2008,54,109,1029,270,2,2,2008,2,0.1,2.4,0.3,2009-10-07 07:40:14,2014-05-14 15:56:46,2,1,,1,,1,,
216517470010661,171000596010661,2008,54,109,1029,270,3,2,2008,1,,,,2009-10-07 07:40:14,2014-05-14 15:56:46,2,0,,0,,0,,
216517473010661,171000596010661,2008,54,109,1029,270,4,2,2008,1,,,,2009-10-07 07:40:14,2014-05-14 15:56:46,2,0,,0,,0,,
225051196010661,145007461010661,2009,54,1,1932,30,1,2,2009,1,0.1,0.7,0.2,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225051199010661,145007461010661,2009,54,1,1932,30,2,2,2009,1,0.0,0.6,0.3,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225051202010661,145007461010661,2009,54,1,1932,30,3,2,2009,1,0.1,0.4,4.1,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225051205010661,145007461010661,2009,54,1,1932,30,4,2,2009,1,0.1,1.2,0.4,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225051197010661,145007461010661,2009,54,1,1932,150,1,2,2009,1,0.0,0.4,0.1,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225051200010661,145007461010661,2009,54,1,1932,150,2,2,2009,1,0.0,0.4,3.1,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225051203010661,145007461010661,2009,54,1,1932,150,3,2,2009,1,0.0,0.2,0.1,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225051206010661,145007461010661,2009,54,1,1932,150,4,2,2009,1,,,,2010-08-17 07:49:40,2014-05-14 15:56:50,2,0,,0,,0,,
225051198010661,145007461010661,2009,54,1,1932,270,1,2,2009,1,0.9,0.1,0.1,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225051201010661,145007461010661,2009,54,1,1932,270,2,2,2009,1,0.1,0.3,0.1,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225051204010661,145007461010661,2009,54,1,1932,270,3,2,2009,1,0.1,0.4,1.9,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225051207010661,145007461010661,2009,54,1,1932,270,4,2,2009,1,0.1,0.9,2.3,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
42802304020004,145007169010661,2009,54,3,610,30,1,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802296020004,145007169010661,2009,54,3,610,30,2,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802297020004,145007169010661,2009,54,3,610,30,3,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802306020004,145007169010661,2009,54,3,610,30,4,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802302020004,145007169010661,2009,54,3,610,150,1,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802299020004,145007169010661,2009,54,3,610,150,2,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802298020004,145007169010661,2009,54,3,610,150,3,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802305020004,145007169010661,2009,54,3,610,150,4,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802307020004,145007169010661,2009,54,3,610,270,1,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802300020004,145007169010661,2009,54,3,610,270,2,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802303020004,145007169010661,2009,54,3,610,270,3,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802301020004,145007169010661,2009,54,3,610,270,4,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
225069143010661,145008085010661,2009,54,5,1861,30,1,2,2009,1,0.0,0.6,0.1,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225069146010661,145008085010661,2009,54,5,1861,30,2,2,2009,1,0.2,2.6,0.5,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
42802655020004,145008085010661,2009,54,5,1861,30,3,2,2009,2,,,,2012-06-06 07:13:28,2014-05-14 15:57:41,2,0,,0,,0,,
225069149010661,145008085010661,2009,54,5,1861,30,4,2,2009,1,0.0,0.5,0.2,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225069144010661,145008085010661,2009,54,5,1861,150,1,2,2009,1,0.1,0.2,0.1,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225069147010661,145008085010661,2009,54,5,1861,150,2,2,2009,1,0.1,0.1,0.2,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
42802654020004,145008085010661,2009,54,5,1861,150,3,2,2009,2,,,,2012-06-06 07:13:28,2014-05-14 15:57:41,2,0,,0,,0,,
225069150010661,145008085010661,2009,54,5,1861,150,4,2,2009,1,0.1,2.3,0.3,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225069145010661,145008085010661,2009,54,5,1861,270,1,2,2009,1,0.6,5.1,0.6,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
225069148010661,145008085010661,2009,54,5,1861,270,2,2,2009,1,0.1,0.4,0.2,2010-08-17 07:49:40,2014-05-14 15:56:50,2,1,,1,,1,,
42802656020004,145008085010661,2009,54,5,1861,270,3,2,2009,2,,,,2012-06-06 07:13:28,2014-05-14 15:57:41,2,0,,0,,0,,
225069151010661,145008085010661,2009,54,5,1861,270,4,2,2009,1,,,0.4,2010-08-17 07:49:40,2014-05-14 15:56:50,2,0,,0,,1,,
225052586010661,145007681010661,2009,54,7,1499,30,1,2,2009,1,0.0,0.1,4.9,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052589010661,145007681010661,2009,54,7,1499,30,2,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052592010661,145007681010661,2009,54,7,1499,30,3,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052595010661,145007681010661,2009,54,7,1499,30,4,2,2009,1,0.0,0.3,0.2,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052587010661,145007681010661,2009,54,7,1499,150,1,2,2009,1,0.0,0.1,4.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052590010661,145007681010661,2009,54,7,1499,150,2,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052593010661,145007681010661,2009,54,7,1499,150,3,2,2009,1,0.0,0.2,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052596010661,145007681010661,2009,54,7,1499,150,4,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052588010661,145007681010661,2009,54,7,1499,270,1,2,2009,1,0.0,0.1,2.7,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052591010661,145007681010661,2009,54,7,1499,270,2,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052594010661,145007681010661,2009,54,7,1499,270,3,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052597010661,145007681010661,2009,54,7,1499,270,4,2,2009,1,0.0,0.1,0.3,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052400010661,145007553010661,2009,54,7,1744,30,1,2,2009,1,0.1,1.6,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052403010661,145007553010661,2009,54,7,1744,30,2,2,2009,1,0.1,0.6,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052406010661,145007553010661,2009,54,7,1744,30,3,2,2009,1,0.7,1.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052409010661,145007553010661,2009,54,7,1744,30,4,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052401010661,145007553010661,2009,54,7,1744,150,1,2,2009,1,0.0,0.4,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052404010661,145007553010661,2009,54,7,1744,150,2,2,2009,1,0.1,0.3,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052407010661,145007553010661,2009,54,7,1744,150,3,2,2009,1,0.1,0.9,0.2,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052410010661,145007553010661,2009,54,7,1744,150,4,2,2009,1,0.0,0.2,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052402010661,145007553010661,2009,54,7,1744,270,1,2,2009,1,,,1.3,2010-08-17 07:49:41,2014-05-14 15:56:50,2,0,,0,,1,,
225052405010661,145007553010661,2009,54,7,1744,270,2,2,2009,1,0.0,0.0,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052408010661,145007553010661,2009,54,7,1744,270,3,2,2009,1,0.0,2.1,0.3,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225052411010661,145007553010661,2009,54,7,1744,270,4,2,2009,1,0.1,0.7,0.8,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225082824010661,145007991010661,2009,54,11,797,30,1,2,2009,1,0.1,0.5,11.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225082827010661,145007991010661,2009,54,11,797,30,2,2,2009,1,0.2,0.3,0.1,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225082830010661,145007991010661,2009,54,11,797,30,3,2,2009,1,0.0,0.2,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
42802537020004,145007991010661,2009,54,11,797,30,4,2,2009,2,,,,2012-06-06 07:13:27,2014-05-14 15:57:41,2,0,,0,,0,,
225082825010661,145007991010661,2009,54,11,797,150,1,2,2009,1,0.2,0.3,1.2,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225082828010661,145007991010661,2009,54,11,797,150,2,2,2009,1,0.3,0.7,0.4,2010-08-17 07:49:41,2014-05-14 15:56:50,2,1,,1,,1,,
225082831010661,145007991010661,2009,54,11,797,150,3,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
42802536020004,145007991010661,2009,54,11,797,150,4,2,2009,2,,,,2012-06-06 07:13:27,2014-05-14 15:57:41,2,0,,0,,0,,
225082826010661,145007991010661,2009,54,11,797,270,1,2,2009,1,,,,2010-08-17 07:49:41,2014-05-14 15:56:50,2,0,,0,,0,,
225082829010661,145007991010661,2009,54,11,797,270,2,2,2009,1,0.1,0.3,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225082832010661,145007991010661,2009,54,11,797,270,3,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
42802535020004,145007991010661,2009,54,11,797,270,4,2,2009,2,,,,2012-06-06 07:13:27,2014-05-14 15:57:41,2,0,,0,,0,,
225083703010661,145007655010661,2009,54,17,1054,30,1,2,2009,1,0.0,0.2,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225083706010661,145007655010661,2009,54,17,1054,30,2,2,2009,1,,,,2010-08-17 07:49:41,2014-05-14 15:56:51,2,0,,0,,0,,
225083709010661,145007655010661,2009,54,17,1054,30,3,2,2009,1,0.1,0.5,0.6,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225083712010661,145007655010661,2009,54,17,1054,30,4,2,2009,1,0.2,0.4,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225083704010661,145007655010661,2009,54,17,1054,150,1,2,2009,1,0.1,0.6,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225083707010661,145007655010661,2009,54,17,1054,150,2,2,2009,1,0.0,0.7,0.6,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225083710010661,145007655010661,2009,54,17,1054,150,3,2,2009,1,0.3,0.7,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225083713010661,145007655010661,2009,54,17,1054,150,4,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225083705010661,145007655010661,2009,54,17,1054,270,1,2,2009,1,0.1,1.2,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225083708010661,145007655010661,2009,54,17,1054,270,2,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225083711010661,145007655010661,2009,54,17,1054,270,3,2,2009,1,0.2,0.5,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225083714010661,145007655010661,2009,54,17,1054,270,4,2,2009,1,0.0,0.1,0.3,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225072731010661,145007489010661,2009,54,25,2197,30,1,2,2009,1,0.3,0.5,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225072734010661,145007489010661,2009,54,25,2197,30,2,2,2009,1,0.1,0.8,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225072737010661,145007489010661,2009,54,25,2197,30,3,2,2009,1,0.0,0.1,7.9,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225072740010661,145007489010661,2009,54,25,2197,30,4,2,2009,1,0.0,0.1,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225072732010661,145007489010661,2009,54,25,2197,150,1,2,2009,1,0.6,0.3,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225072735010661,145007489010661,2009,54,25,2197,150,2,2,2009,1,,,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,0,,0,,1,,
225072738010661,145007489010661,2009,54,25,2197,150,3,2,2009,1,0.1,1.1,0.5,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225072741010661,145007489010661,2009,54,25,2197,150,4,2,2009,1,0.2,0.3,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225072733010661,145007489010661,2009,54,25,2197,270,1,2,2009,1,0.6,0.7,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225072736010661,145007489010661,2009,54,25,2197,270,2,2,2009,1,0.1,0.4,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225072739010661,145007489010661,2009,54,25,2197,270,3,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225072742010661,145007489010661,2009,54,25,2197,270,4,2,2009,1,,,,2010-08-17 07:49:41,2014-05-14 15:56:51,2,0,,0,,0,,
225071873010661,145008167010661,2009,54,25,2331,30,1,2,2009,1,0.0,0.1,1.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
42802464020004,145008167010661,2009,54,25,2331,30,2,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:41,2,0,,0,,0,,
225071878010661,145008167010661,2009,54,25,2331,30,3,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225071881010661,145008167010661,2009,54,25,2331,30,4,2,2009,1,0.3,1.4,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225071874010661,145008167010661,2009,54,25,2331,150,1,2,2009,1,0.0,0.0,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225071876010661,145008167010661,2009,54,25,2331,150,2,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225071879010661,145008167010661,2009,54,25,2331,150,3,2,2009,1,0.0,0.1,2.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225071882010661,145008167010661,2009,54,25,2331,150,4,2,2009,1,,,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,0,,0,,1,,
225071875010661,145008167010661,2009,54,25,2331,270,1,2,2009,1,0.1,0.5,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225071877010661,145008167010661,2009,54,25,2331,270,2,2,2009,1,0.1,0.1,1.9,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225071880010661,145008167010661,2009,54,25,2331,270,3,2,2009,1,0.1,0.5,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225071883010661,145008167010661,2009,54,25,2331,270,4,2,2009,1,0.0,0.1,0.7,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
42802316020004,145007203010661,2009,54,27,1214,30,1,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802310020004,145007203010661,2009,54,27,1214,30,2,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802309020004,145007203010661,2009,54,27,1214,30,3,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802317020004,145007203010661,2009,54,27,1214,30,4,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802314020004,145007203010661,2009,54,27,1214,150,1,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802311020004,145007203010661,2009,54,27,1214,150,2,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802308020004,145007203010661,2009,54,27,1214,150,3,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802319020004,145007203010661,2009,54,27,1214,150,4,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802318020004,145007203010661,2009,54,27,1214,270,1,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802312020004,145007203010661,2009,54,27,1214,270,2,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802315020004,145007203010661,2009,54,27,1214,270,3,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
42802313020004,145007203010661,2009,54,27,1214,270,4,2,2009,1,,,,2012-06-06 07:13:27,2014-05-14 15:57:43,2,0,,0,,0,,
225055268010661,145007189010661,2009,54,31,598,30,1,2,2009,1,0.3,1.8,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225055271010661,145007189010661,2009,54,31,598,30,2,2,2009,1,0.2,0.4,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225055274010661,145007189010661,2009,54,31,598,30,3,2,2009,1,,,,2010-08-17 07:49:41,2014-05-14 15:56:51,2,0,,0,,0,,
225055277010661,145007189010661,2009,54,31,598,30,4,2,2009,1,0.1,0.4,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225055269010661,145007189010661,2009,54,31,598,150,1,2,2009,1,0.2,3.0,0.4,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225055272010661,145007189010661,2009,54,31,598,150,2,2,2009,1,3.3,1.8,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225055275010661,145007189010661,2009,54,31,598,150,3,2,2009,1,0.7,0.8,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225055278010661,145007189010661,2009,54,31,598,150,4,2,2009,1,0.3,0.2,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225055270010661,145007189010661,2009,54,31,598,270,1,2,2009,1,,,17.7,2010-08-17 07:49:41,2014-05-14 15:56:51,2,0,,0,,1,,
225055273010661,145007189010661,2009,54,31,598,270,2,2,2009,1,0.4,5.5,5.5,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225055276010661,145007189010661,2009,54,31,598,270,3,2,2009,1,0.2,0.5,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225055279010661,145007189010661,2009,54,31,598,270,4,2,2009,1,0.2,1.3,0.3,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225054671010661,145007229010661,2009,54,31,2183,30,1,2,2009,1,0.1,0.7,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225054674010661,145007229010661,2009,54,31,2183,30,2,2,2009,2,2.1,0.9,0.8,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225054677010661,145007229010661,2009,54,31,2183,30,3,2,2009,1,0.9,1.1,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225054680010661,145007229010661,2009,54,31,2183,30,4,2,2009,1,,,0.5,2010-08-17 07:49:41,2014-05-14 15:56:51,2,0,,0,,1,,
225054672010661,145007229010661,2009,54,31,2183,150,1,2,2009,1,0.1,1.3,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225054675010661,145007229010661,2009,54,31,2183,150,2,2,2009,2,,,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,0,,0,,1,,
225054678010661,145007229010661,2009,54,31,2183,150,3,2,2009,1,0.3,2.9,0.6,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225054681010661,145007229010661,2009,54,31,2183,150,4,2,2009,1,0.1,1.1,0.5,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225054673010661,145007229010661,2009,54,31,2183,270,1,2,2009,1,0.3,0.8,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225054676010661,145007229010661,2009,54,31,2183,270,2,2,2009,2,,,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,0,,0,,1,,
225054679010661,145007229010661,2009,54,31,2183,270,3,2,2009,1,0.1,0.9,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
225054682010661,145007229010661,2009,54,31,2183,270,4,2,2009,1,0.2,2.7,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
226241640010661,145007883010661,2009,54,39,649,30,1,2,2009,1,0.1,0.5,0.3,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
226241643010661,145007883010661,2009,54,39,649,30,2,2,2009,2,,,0.3,2010-08-17 07:49:41,2014-05-14 15:56:51,2,0,,0,,1,,
226241646010661,145007883010661,2009,54,39,649,30,3,2,2009,1,0.7,1.2,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
226241649010661,145007883010661,2009,54,39,649,30,4,2,2009,1,0.0,0.8,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
226241641010661,145007883010661,2009,54,39,649,150,1,2,2009,1,0.0,0.5,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
226241644010661,145007883010661,2009,54,39,649,150,2,2,2009,2,0.1,1.9,0.3,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
226241647010661,145007883010661,2009,54,39,649,150,3,2,2009,1,,,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,0,,0,,1,,
226241650010661,145007883010661,2009,54,39,649,150,4,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
226241642010661,145007883010661,2009,54,39,649,270,1,2,2009,1,0.0,0.1,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
226241645010661,145007883010661,2009,54,39,649,270,2,2,2009,2,0.0,0.8,0.2,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
226241648010661,145007883010661,2009,54,39,649,270,3,2,2009,1,0.1,0.8,0.1,2010-08-17 07:49:41,2014-05-14 15:56:51,2,1,,1,,1,,
