CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,TRANSECT,SUBP,SMPLOCCD,MEASYEAR,CONDID,DUFFDEP,LITTDEP,FUELDEP,CREATED_DATE,MODIFIED_DATE,DLF_SAMPLE_METHOD,DUFF_METHOD,DUFF_NONSAMPLE_REASN_CD,LITTER_METHOD,LITTER_NONSAMPLE_REASN_CD,FUELBED_METHOD,FUELBED_NONSAMPLE_REASN_CD,DL_STATUS_CD
384458938489998,249981898489998,2015,54,35,949,90,1,2,,1,0.6,0.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458942489998,249981898489998,2015,54,35,949,135,3,2,,2,,,,2016-04-11 09:35:20,,3,,,,,,,1
384458940489998,249981898489998,2015,54,35,949,180,2,2,,2,,,,2016-04-11 09:35:20,,3,,,,,,,1
384458945489998,249981898489998,2015,54,35,949,225,4,2,,1,0.0,0.3,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458939489998,249981898489998,2015,54,35,949,270,1,2,,1,0.0,4.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458943489998,249981898489998,2015,54,35,949,315,3,2,,2,,,,2016-04-11 09:35:20,,3,,,,,,,1
384458941489998,249981898489998,2015,54,35,949,360,2,2,,1,0.2,0.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458878489998,249981897489998,2015,54,35,1145,45,4,2,,3,,,,2016-04-11 09:35:20,,3,,,,,,,1
384458872489998,249981897489998,2015,54,35,1145,90,1,2,,1,0.7,4.1,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458876489998,249981897489998,2015,54,35,1145,135,3,2,,1,0.4,2.8,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458874489998,249981897489998,2015,54,35,1145,180,2,2,,1,0.6,1.7,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458879489998,249981897489998,2015,54,35,1145,225,4,2,,3,,,,2016-04-11 09:35:20,,3,,,,,,,1
384458873489998,249981897489998,2015,54,35,1145,270,1,2,,2,,,,2016-04-11 09:35:20,,3,,,,,,,1
384458877489998,249981897489998,2015,54,35,1145,315,3,2,,2,,,,2016-04-11 09:35:20,,3,,,,,,,1
384458875489998,249981897489998,2015,54,35,1145,360,2,2,,1,1.4,0.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458691489998,249982049489998,2015,54,37,544,45,4,2,2015,1,0.0,0.0,,2016-04-11 09:35:20,,3,2,,2,,,,1
384458685489998,249982049489998,2015,54,37,544,90,1,2,2015,1,0.0,0.0,,2016-04-11 09:35:20,,3,2,,2,,,,1
384458689489998,249982049489998,2015,54,37,544,135,3,2,2015,1,0.0,0.0,,2016-04-11 09:35:20,,3,2,,2,,,,1
384458688489998,249982049489998,2015,54,37,544,180,2,2,2015,1,0.0,0.0,,2016-04-11 09:35:20,,3,2,,2,,,,1
384458692489998,249982049489998,2015,54,37,544,225,4,2,2015,1,0.0,0.0,,2016-04-11 09:35:20,,3,2,,2,,,,1
384458686489998,249982049489998,2015,54,37,544,270,1,2,2015,1,0.0,0.0,,2016-04-11 09:35:20,,3,2,,2,,,,1
384458690489998,249982049489998,2015,54,37,544,315,3,2,2015,1,0.0,0.0,,2016-04-11 09:35:20,,3,2,,2,,,,1
384458687489998,249982049489998,2015,54,37,544,360,2,2,2015,1,0.0,0.0,,2016-04-11 09:35:20,,3,2,,2,,,,1
384459540489998,249981909489998,2015,54,39,210,45,4,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459534489998,249981909489998,2015,54,39,210,90,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459538489998,249981909489998,2015,54,39,210,135,3,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459536489998,249981909489998,2015,54,39,210,180,2,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459541489998,249981909489998,2015,54,39,210,225,4,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459535489998,249981909489998,2015,54,39,210,270,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459539489998,249981909489998,2015,54,39,210,315,3,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459537489998,249981909489998,2015,54,39,210,360,2,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384451362489998,171920387020004,2015,54,39,791,45,4,2,,1,0.1,0.7,,2016-04-11 09:35:19,,3,1,,1,,,,1
384451356489998,171920387020004,2015,54,39,791,90,1,2,,1,0.3,0.3,,2016-04-11 09:35:19,,3,1,,1,,,,1
384451360489998,171920387020004,2015,54,39,791,135,3,2,,1,0.1,0.6,,2016-04-11 09:35:19,,3,1,,1,,,,1
384451358489998,171920387020004,2015,54,39,791,180,2,2,,1,0.1,0.6,,2016-04-11 09:35:19,,3,1,,1,,,,1
384451363489998,171920387020004,2015,54,39,791,225,4,2,,1,0.1,0.7,,2016-04-11 09:35:19,,3,1,,1,,,,1
384451357489998,171920387020004,2015,54,39,791,270,1,2,,1,0.1,0.3,,2016-04-11 09:35:19,,3,1,,1,,,,1
384451361489998,171920387020004,2015,54,39,791,315,3,2,,1,0.1,3.3,,2016-04-11 09:35:19,,3,1,,1,,,,1
384451359489998,171920387020004,2015,54,39,791,360,2,2,,1,0.1,3.2,,2016-04-11 09:35:19,,3,1,,1,,,,1
384464175489998,249982019489998,2015,54,41,2378,45,4,2,,1,1.5,1.6,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464169489998,249982019489998,2015,54,41,2378,90,1,2,,1,0.6,0.9,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464173489998,249982019489998,2015,54,41,2378,135,3,2,,1,0.1,0.3,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464171489998,249982019489998,2015,54,41,2378,180,2,2,,1,0.9,1.1,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464176489998,249982019489998,2015,54,41,2378,225,4,2,,1,1.4,1.2,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464170489998,249982019489998,2015,54,41,2378,270,1,2,,1,0.4,0.6,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464174489998,249982019489998,2015,54,41,2378,315,3,2,,1,0.2,1.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464172489998,249982019489998,2015,54,41,2378,360,2,2,,1,0.7,1.0,,2016-04-11 09:35:20,,3,1,,1,,,,1
384456898489998,249981846489998,2015,54,43,235,45,4,2,,1,0.5,0.7,,2016-04-11 09:35:20,,3,1,,1,,,,1
384456892489998,249981846489998,2015,54,43,235,90,1,2,,1,0.3,0.7,,2016-04-11 09:35:20,,3,1,,1,,,,1
384456896489998,249981846489998,2015,54,43,235,135,3,2,,1,0.3,1.2,,2016-04-11 09:35:20,,3,1,,1,,,,1
384456894489998,249981846489998,2015,54,43,235,180,2,2,,1,0.4,0.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384456899489998,249981846489998,2015,54,43,235,225,4,2,,1,0.3,0.3,,2016-04-11 09:35:20,,3,1,,1,,,,1
384456893489998,249981846489998,2015,54,43,235,270,1,2,,1,0.2,0.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384456897489998,249981846489998,2015,54,43,235,315,3,2,,1,0.3,0.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384456895489998,249981846489998,2015,54,43,235,360,2,2,,1,0.4,0.9,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461198489998,249981948489998,2015,54,47,2474,45,4,2,,1,0.7,1.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461192489998,249981948489998,2015,54,47,2474,90,1,2,,1,0.7,2.1,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461196489998,249981948489998,2015,54,47,2474,135,3,2,,1,1.0,0.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461194489998,249981948489998,2015,54,47,2474,180,2,2,,1,1.0,1.6,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461199489998,249981948489998,2015,54,47,2474,225,4,2,,1,0.3,0.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461193489998,249981948489998,2015,54,47,2474,270,1,2,,1,1.7,2.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461197489998,249981948489998,2015,54,47,2474,315,3,2,,1,0.4,0.6,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461195489998,249981948489998,2015,54,47,2474,360,2,2,,1,0.6,1.6,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461940489998,249981972489998,2015,54,53,532,45,4,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461934489998,249981972489998,2015,54,53,532,90,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461938489998,249981972489998,2015,54,53,532,135,3,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461936489998,249981972489998,2015,54,53,532,180,2,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461941489998,249981972489998,2015,54,53,532,225,4,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461935489998,249981972489998,2015,54,53,532,270,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461939489998,249981972489998,2015,54,53,532,315,3,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461937489998,249981972489998,2015,54,53,532,360,2,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384463779489998,249982012489998,2015,54,55,737,45,4,2,,2,0.0,0.0,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463773489998,249982012489998,2015,54,55,737,90,1,2,,1,0.0,0.6,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463777489998,249982012489998,2015,54,55,737,135,3,2,,1,0.9,1.2,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463775489998,249982012489998,2015,54,55,737,180,2,2,,1,0.1,2.0,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463780489998,249982012489998,2015,54,55,737,225,4,2,,2,0.1,0.8,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463774489998,249982012489998,2015,54,55,737,270,1,2,,1,0.0,0.3,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463778489998,249982012489998,2015,54,55,737,315,3,2,,1,0.1,1.2,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463776489998,249982012489998,2015,54,55,737,360,2,2,,1,0.1,1.9,,2016-04-11 09:35:20,,3,1,,1,,,,1
384460204489998,249981924489998,2015,54,59,1096,45,4,2,,2,0.1,0.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384460198489998,249981924489998,2015,54,59,1096,90,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384460202489998,249981924489998,2015,54,59,1096,135,3,2,,2,0.8,1.3,,2016-04-11 09:35:20,,3,1,,1,,,,1
384460200489998,249981924489998,2015,54,59,1096,180,2,2,,2,0.9,2.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384460205489998,249981924489998,2015,54,59,1096,225,4,2,,2,0.6,1.1,,2016-04-11 09:35:20,,3,1,,1,,,,1
384460199489998,249981924489998,2015,54,59,1096,270,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384460203489998,249981924489998,2015,54,59,1096,315,3,2,,2,1.1,2.0,,2016-04-11 09:35:20,,3,1,,1,,,,1
384460201489998,249981924489998,2015,54,59,1096,360,2,2,,2,1.3,1.1,,2016-04-11 09:35:20,,3,1,,1,,,,1
384459426489998,249981906489998,2015,54,59,1186,45,4,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459420489998,249981906489998,2015,54,59,1186,90,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459424489998,249981906489998,2015,54,59,1186,135,3,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459422489998,249981906489998,2015,54,59,1186,180,2,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459427489998,249981906489998,2015,54,59,1186,225,4,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459421489998,249981906489998,2015,54,59,1186,270,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459425489998,249981906489998,2015,54,59,1186,315,3,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384459423489998,249981906489998,2015,54,59,1186,360,2,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384464658489998,249982029489998,2015,54,67,862,45,4,2,,1,0.3,4.2,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464652489998,249982029489998,2015,54,67,862,90,1,2,,1,0.1,2.8,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464656489998,249982029489998,2015,54,67,862,135,3,2,,1,0.1,3.2,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464654489998,249982029489998,2015,54,67,862,180,2,2,,1,0.1,3.1,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464659489998,249982029489998,2015,54,67,862,225,4,2,,1,0.3,1.7,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464653489998,249982029489998,2015,54,67,862,270,1,2,,1,1.1,2.3,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464657489998,249982029489998,2015,54,67,862,315,3,2,,1,0.8,3.7,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464655489998,249982029489998,2015,54,67,862,360,2,2,,1,0.1,2.6,,2016-04-11 09:35:20,,3,1,,1,,,,1
384449537489998,171920237020004,2015,54,67,2152,45,4,2,,1,0.1,3.2,,2016-04-11 09:35:19,,3,1,,1,,,,1
384449531489998,171920237020004,2015,54,67,2152,90,1,2,,1,0.1,3.0,,2016-04-11 09:35:19,,3,1,,1,,,,1
384449535489998,171920237020004,2015,54,67,2152,135,3,2,,2,0.0,0.1,,2016-04-11 09:35:19,,3,1,,1,,,,1
384449533489998,171920237020004,2015,54,67,2152,180,2,2,,1,0.1,2.3,,2016-04-11 09:35:19,,3,1,,1,,,,1
384449538489998,171920237020004,2015,54,67,2152,225,4,2,,1,0.1,2.6,,2016-04-11 09:35:19,,3,1,,1,,,,1
384449532489998,171920237020004,2015,54,67,2152,270,1,2,,1,0.3,0.7,,2016-04-11 09:35:19,,3,1,,1,,,,1
384449536489998,171920237020004,2015,54,67,2152,315,3,2,,2,0.2,1.9,,2016-04-11 09:35:19,,3,1,,1,,,,1
384449534489998,171920237020004,2015,54,67,2152,360,2,2,,1,,,,2016-04-11 09:35:19,,3,,10,,10,,,0
384458392489998,249981884489998,2015,54,71,1818,45,4,2,,1,1.7,0.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458386489998,249981884489998,2015,54,71,1818,90,1,2,,1,2.5,2.1,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458390489998,249981884489998,2015,54,71,1818,135,3,2,,1,2.4,1.7,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458388489998,249981884489998,2015,54,71,1818,180,2,2,,1,2.4,1.2,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458393489998,249981884489998,2015,54,71,1818,225,4,2,,1,1.7,0.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458387489998,249981884489998,2015,54,71,1818,270,1,2,,1,2.5,1.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458391489998,249981884489998,2015,54,71,1818,315,3,2,,1,4.2,1.8,,2016-04-11 09:35:20,,3,1,,1,,,,1
384458389489998,249981884489998,2015,54,71,1818,360,2,2,,1,1.7,2.2,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464803489998,249982031489998,2015,54,71,2100,45,4,2,,1,0.9,3.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464797489998,249982031489998,2015,54,71,2100,90,1,2,,1,0.5,0.7,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464801489998,249982031489998,2015,54,71,2100,135,3,2,,1,0.1,0.2,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464799489998,249982031489998,2015,54,71,2100,180,2,2,,1,1.7,0.7,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464804489998,249982031489998,2015,54,71,2100,225,4,2,,1,1.5,0.2,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464798489998,249982031489998,2015,54,71,2100,270,1,2,,1,0.4,1.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464802489998,249982031489998,2015,54,71,2100,315,3,2,,1,1.3,1.8,,2016-04-11 09:35:20,,3,1,,1,,,,1
384464800489998,249982031489998,2015,54,71,2100,360,2,2,,1,1.9,0.8,,2016-04-11 09:35:20,,3,1,,1,,,,1
384451897489998,171920441020004,2015,54,73,1164,45,4,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384451891489998,171920441020004,2015,54,73,1164,90,1,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384451895489998,171920441020004,2015,54,73,1164,135,3,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384451893489998,171920441020004,2015,54,73,1164,180,2,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384451898489998,171920441020004,2015,54,73,1164,225,4,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384451892489998,171920441020004,2015,54,73,1164,270,1,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384451896489998,171920441020004,2015,54,73,1164,315,3,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384451894489998,171920441020004,2015,54,73,1164,360,2,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384454127489998,171920614020004,2015,54,75,2059,45,4,2,,1,0.7,2.1,,2016-04-11 09:35:19,,3,1,,1,,,,1
384454121489998,171920614020004,2015,54,75,2059,90,1,2,,1,1.0,1.7,,2016-04-11 09:35:19,,3,1,,1,,,,1
384454125489998,171920614020004,2015,54,75,2059,135,3,2,,1,2.7,3.7,,2016-04-11 09:35:19,,3,1,,1,,,,1
384454123489998,171920614020004,2015,54,75,2059,180,2,2,,1,1.0,2.7,,2016-04-11 09:35:19,,3,1,,1,,,,1
384454128489998,171920614020004,2015,54,75,2059,225,4,2,,1,0.7,1.5,,2016-04-11 09:35:19,,3,1,,1,,,,1
384454122489998,171920614020004,2015,54,75,2059,270,1,2,,1,1.7,2.5,,2016-04-11 09:35:19,,3,1,,1,,,,1
384454126489998,171920614020004,2015,54,75,2059,315,3,2,,1,2.8,1.2,,2016-04-11 09:35:19,,3,1,,1,,,,1
384454124489998,171920614020004,2015,54,75,2059,360,2,2,,1,1.7,1.8,,2016-04-11 09:35:19,,3,1,,1,,,,1
384457585489998,249981865489998,2015,54,75,2161,45,4,2,,1,1.7,1.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384457579489998,249981865489998,2015,54,75,2161,90,1,2,,1,0.6,0.6,,2016-04-11 09:35:20,,3,1,,1,,,,1
384457583489998,249981865489998,2015,54,75,2161,135,3,2,,1,1.7,1.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384457581489998,249981865489998,2015,54,75,2161,180,2,2,,1,1.9,1.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384457586489998,249981865489998,2015,54,75,2161,225,4,2,,1,2.6,2.1,,2016-04-11 09:35:20,,3,1,,1,,,,1
384457580489998,249981865489998,2015,54,75,2161,270,1,2,,1,3.8,2.6,,2016-04-11 09:35:20,,3,1,,1,,,,1
384457584489998,249981865489998,2015,54,75,2161,315,3,2,,2,,,,2016-04-11 09:35:20,,3,,,,,,,1
384457582489998,249981865489998,2015,54,75,2161,360,2,2,,1,0.2,1.0,,2016-04-11 09:35:20,,3,1,,1,,,,1
384455922489998,249981828489998,2015,54,77,1886,45,4,2,,1,3.5,1.0,,2016-04-11 09:35:19,,3,1,,1,,,,1
384455916489998,249981828489998,2015,54,77,1886,90,1,2,,1,0.5,1.2,,2016-04-11 09:35:19,,3,1,,1,,,,1
384455920489998,249981828489998,2015,54,77,1886,135,3,2,,1,5.0,0.8,,2016-04-11 09:35:19,,3,1,,1,,,,1
384455918489998,249981828489998,2015,54,77,1886,180,2,2,,1,3.0,1.5,,2016-04-11 09:35:19,,3,1,,1,,,,1
384455923489998,249981828489998,2015,54,77,1886,225,4,2,,1,8.5,2.7,,2016-04-11 09:35:19,,3,1,,1,,,,1
384455917489998,249981828489998,2015,54,77,1886,270,1,2,,1,2.5,0.8,,2016-04-11 09:35:19,,3,1,,1,,,,1
384455921489998,249981828489998,2015,54,77,1886,315,3,2,,1,4.8,1.5,,2016-04-11 09:35:19,,3,1,,1,,,,1
384455919489998,249981828489998,2015,54,77,1886,360,2,2,,1,3.0,1.5,,2016-04-11 09:35:19,,3,1,,1,,,,1
384465510489998,249982051489998,2015,54,79,1640,45,4,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384465504489998,249982051489998,2015,54,79,1640,90,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384465508489998,249982051489998,2015,54,79,1640,135,3,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384465506489998,249982051489998,2015,54,79,1640,180,2,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384465511489998,249982051489998,2015,54,79,1640,225,4,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384465505489998,249982051489998,2015,54,79,1640,270,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384465509489998,249982051489998,2015,54,79,1640,315,3,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384465507489998,249982051489998,2015,54,79,1640,360,2,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384449736489998,171920255020004,2015,54,81,1027,45,4,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384449730489998,171920255020004,2015,54,81,1027,90,1,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384449734489998,171920255020004,2015,54,81,1027,135,3,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384449732489998,171920255020004,2015,54,81,1027,180,2,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384449737489998,171920255020004,2015,54,81,1027,225,4,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384449731489998,171920255020004,2015,54,81,1027,270,1,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384449735489998,171920255020004,2015,54,81,1027,315,3,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384449733489998,171920255020004,2015,54,81,1027,360,2,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384450814489998,171920346020004,2015,54,83,1714,45,4,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384450808489998,171920346020004,2015,54,83,1714,90,1,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384450812489998,171920346020004,2015,54,83,1714,135,3,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384450810489998,171920346020004,2015,54,83,1714,180,2,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384450815489998,171920346020004,2015,54,83,1714,225,4,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384450809489998,171920346020004,2015,54,83,1714,270,1,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384450813489998,171920346020004,2015,54,83,1714,315,3,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384450811489998,171920346020004,2015,54,83,1714,360,2,2,,1,,,,2016-04-11 09:35:19,,3,,,,,,,1
384461506489998,249981963489998,2015,54,89,2113,45,4,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461500489998,249981963489998,2015,54,89,2113,90,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461504489998,249981963489998,2015,54,89,2113,135,3,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461502489998,249981963489998,2015,54,89,2113,180,2,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461507489998,249981963489998,2015,54,89,2113,225,4,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461501489998,249981963489998,2015,54,89,2113,270,1,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461505489998,249981963489998,2015,54,89,2113,315,3,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461503489998,249981963489998,2015,54,89,2113,360,2,2,,1,,,,2016-04-11 09:35:20,,3,,,,,,,1
384461665489998,249981965489998,2015,54,89,2394,45,4,2,,1,0.3,0.8,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461659489998,249981965489998,2015,54,89,2394,90,1,2,,1,0.1,2.7,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461663489998,249981965489998,2015,54,89,2394,135,3,2,,1,0.1,1.7,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461661489998,249981965489998,2015,54,89,2394,180,2,2,,1,0.4,1.2,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461666489998,249981965489998,2015,54,89,2394,225,4,2,,1,0.2,0.6,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461660489998,249981965489998,2015,54,89,2394,270,1,2,,1,0.1,1.6,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461664489998,249981965489998,2015,54,89,2394,315,3,2,,1,0.1,1.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384461662489998,249981965489998,2015,54,89,2394,360,2,2,,1,0.6,1.8,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463520489998,249982007489998,2015,54,91,1873,45,4,2,,1,0.0,1.1,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463514489998,249982007489998,2015,54,91,1873,90,1,2,,1,2.1,1.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463518489998,249982007489998,2015,54,91,1873,135,3,2,,1,0.0,1.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463516489998,249982007489998,2015,54,91,1873,180,2,2,,1,0.0,0.4,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463521489998,249982007489998,2015,54,91,1873,225,4,2,,1,0.1,1.0,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463515489998,249982007489998,2015,54,91,1873,270,1,2,,1,0.5,0.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463519489998,249982007489998,2015,54,91,1873,315,3,2,,1,0.1,0.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384463517489998,249982007489998,2015,54,91,1873,360,2,2,,1,0.1,0.5,,2016-04-11 09:35:20,,3,1,,1,,,,1
384450441489998,171920312020004,2015,54,93,668,45,4,2,,1,0.9,1.1,,2016-04-11 09:35:19,,3,1,,1,,,,1
384450435489998,171920312020004,2015,54,93,668,90,1,2,,1,0.1,1.1,,2016-04-11 09:35:19,,3,1,,1,,,,1
384450439489998,171920312020004,2015,54,93,668,135,3,2,,1,0.0,0.0,,2016-04-11 09:35:19,,3,1,,1,,,,1
384450437489998,171920312020004,2015,54,93,668,180,2,2,,1,0.2,0.7,,2016-04-11 09:35:19,,3,1,,1,,,,1
384450442489998,171920312020004,2015,54,93,668,225,4,2,,1,1.2,1.3,,2016-04-11 09:35:19,,3,1,,1,,,,1
384450436489998,171920312020004,2015,54,93,668,270,1,2,,1,0.7,0.7,,2016-04-11 09:35:19,,3,1,,1,,,,1
384450440489998,171920312020004,2015,54,93,668,315,3,2,,1,0.2,0.6,,2016-04-11 09:35:19,,3,1,,1,,,,1
384450438489998,171920312020004,2015,54,93,668,360,2,2,,1,0.5,0.7,,2016-04-11 09:35:19,,3,1,,1,,,,1
384451613489998,171920411020004,2015,54,99,1933,45,4,2,,1,0.4,0.9,,2016-04-11 09:35:19,,3,1,,1,,,,1
384451607489998,171920411020004,2015,54,99,1933,90,1,2,,1,0.6,2.8,,2016-04-11 09:35:19,,3,1,,1,,,,1
384451611489998,171920411020004,2015,54,99,1933,135,3,2,,2,,,,2016-04-11 09:35:19,,3,,,,,,,1
