CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,TRANSECT,SUBP,CONDID,MEASYEAR,SMALLCT,MEDIUMCT,LARGECT,RSNCTCD,PILESCD,SMALL_TL_COND,SMALL_TL_PLOT,SMALL_TL_UNADJ,MEDIUM_TL_COND,MEDIUM_TL_PLOT,MEDIUM_TL_UNADJ,LARGE_TL_COND,LARGE_TL_PLOT,LARGE_TL_UNADJ,CREATED_DATE,MODIFIED_DATE,FWD_STATUS_CD,FWD_NONSAMPLE_REASN_CD,FWD_SAMPLE_METHOD,SLOPE
62035192010538,66737921010538,2005,54,47,2474,150,2,1,2005,9,1,2,0,0,23.201301910783986,23.201301910783986,23.201301910783986,23.201301910783986,23.201301910783986,23.201301910783986,38.66883651797331,38.66883651797331,38.66883651797331,2006-05-03 10:42:50,2026-06-25 13:31:38,,,2,
62035200010538,66737921010538,2005,54,47,2474,150,3,1,2005,3,0,0,0,0,23.201301910783986,23.201301910783986,23.201301910783986,23.201301910783986,23.201301910783986,23.201301910783986,38.66883651797331,38.66883651797331,38.66883651797331,2006-05-03 10:42:50,2026-06-25 13:31:38,,,2,
62035208010538,66737921010538,2005,54,47,2474,150,4,1,2005,8,3,2,0,0,23.201301910783986,23.201301910783986,23.201301910783986,23.201301910783986,23.201301910783986,23.201301910783986,38.66883651797331,38.66883651797331,38.66883651797331,2006-05-03 10:42:50,2026-06-25 13:31:38,,,2,
62036667010538,66738888010538,2005,54,51,1731,150,4,2,2005,7,3,0,0,0,6.0,24.0,24.0,6.0,24.0,24.0,10.0,40.0,40.0,2006-05-03 10:42:51,2026-06-25 13:31:37,,,2,
62035273010538,66740054010538,2005,54,55,737,150,4,2,2005,9,1,1,0,0,5.570860145311556,23.570860145311556,23.570860145311556,5.570860145311556,23.570860145311556,23.570860145311556,9.284766908852593,39.284766908852596,39.284766908852596,2006-05-03 10:42:51,2026-06-25 13:31:37,,,2,
62035311010538,66741059010538,2005,54,59,1096,150,1,1,2005,5,2,1,0,0,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,34.58517881343302,34.58517881343302,34.58517881343302,2006-05-03 10:42:51,2026-06-25 13:31:38,,,2,
62035322010538,66741059010538,2005,54,59,1096,150,2,1,2005,7,3,0,0,0,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,34.58517881343302,34.58517881343302,34.58517881343302,2006-05-03 10:42:51,2026-06-25 13:31:38,,,2,
62035332010538,66741059010538,2005,54,59,1096,150,3,1,2005,5,2,1,0,0,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,34.58517881343302,34.58517881343302,34.58517881343302,2006-05-03 10:42:51,2026-06-25 13:31:38,,,2,
62035341010538,66741059010538,2005,54,59,1096,150,4,1,2005,10,2,2,0,0,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,20.75110728805981,34.58517881343302,34.58517881343302,34.58517881343302,2006-05-03 10:42:51,2026-06-25 13:31:38,,,2,
62036367010538,66742166010538,2005,54,65,1431,150,1,1,2005,7,2,1,0,0,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,38.37377260058487,38.37377260058487,38.37377260058487,2006-05-03 10:42:51,2026-06-25 13:31:37,,,2,
62036376010538,66742166010538,2005,54,65,1431,150,2,1,2005,9,1,1,0,0,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,38.37377260058487,38.37377260058487,38.37377260058487,2006-05-03 10:42:51,2026-06-25 13:31:37,,,2,
62036386010538,66742166010538,2005,54,65,1431,150,3,1,2005,8,0,1,0,0,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,38.37377260058487,38.37377260058487,38.37377260058487,2006-05-03 10:42:51,2026-06-25 13:31:37,,,2,
62036398010538,66742166010538,2005,54,65,1431,150,4,1,2005,11,4,4,0,0,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,23.024263560350924,38.37377260058487,38.37377260058487,38.37377260058487,2006-05-03 10:42:51,2026-06-25 13:31:37,,,2,
62035506010538,66742943010538,2005,54,67,862,150,1,1,2005,6,5,3,0,0,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,38.68761691175923,38.68761691175923,38.68761691175923,2006-05-03 10:42:51,2026-06-25 13:31:38,,,2,
62035517010538,66742943010538,2005,54,67,862,150,2,1,2005,5,3,0,0,0,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,38.68761691175923,38.68761691175923,38.68761691175923,2006-05-03 10:42:51,2026-06-25 13:31:38,,,2,
62035530010538,66742943010538,2005,54,67,862,150,3,1,2005,3,4,0,0,0,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,38.68761691175923,38.68761691175923,38.68761691175923,2006-05-03 10:42:51,2026-06-25 13:31:38,,,2,
62035538010538,66742943010538,2005,54,67,862,150,4,1,2005,12,10,2,0,0,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,23.212570147055537,38.68761691175923,38.68761691175923,38.68761691175923,2006-05-03 10:42:51,2026-06-25 13:31:38,,,2,
62035428010538,66743702010538,2005,54,71,1818,150,1,1,2005,13,2,2,0,0,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,39.81478220833976,39.81478220833976,39.81478220833976,2006-05-03 10:42:51,2026-06-25 13:31:37,,,2,
62035436010538,66743702010538,2005,54,71,1818,150,2,1,2005,12,5,2,0,0,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,39.81478220833976,39.81478220833976,39.81478220833976,2006-05-03 10:42:51,2026-06-25 13:31:37,,,2,
62035444010538,66743702010538,2005,54,71,1818,150,3,1,2005,8,3,1,0,0,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,39.81478220833976,39.81478220833976,39.81478220833976,2006-05-03 10:42:51,2026-06-25 13:31:37,,,2,
62035453010538,66743702010538,2005,54,71,1818,150,4,1,2005,10,5,0,0,0,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,23.888869325003856,39.81478220833976,39.81478220833976,39.81478220833976,2006-05-03 10:42:51,2026-06-25 13:31:37,,,2,
62035389010538,66744079010538,2005,54,71,2100,150,1,1,2005,9,2,5,0,0,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,39.618462488148815,39.618462488148815,39.618462488148815,2006-05-03 10:42:57,2026-06-25 13:31:37,,,2,
62035397010538,66744079010538,2005,54,71,2100,150,2,1,2005,4,5,4,0,0,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,39.618462488148815,39.618462488148815,39.618462488148815,2006-05-03 10:42:57,2026-06-25 13:31:37,,,2,
62035410010538,66744079010538,2005,54,71,2100,150,3,1,2005,5,7,5,0,0,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,39.618462488148815,39.618462488148815,39.618462488148815,2006-05-03 10:42:57,2026-06-25 13:31:37,,,2,
62035418010538,66744079010538,2005,54,71,2100,150,4,1,2005,7,2,1,0,0,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,39.618462488148815,39.618462488148815,39.618462488148815,2006-05-03 10:42:57,2026-06-25 13:31:37,,,2,
62036494010538,66746381010538,2005,54,77,1835,150,1,1,2005,3,2,1,0,0,17.75072028856509,23.57157528943708,23.57157528943708,17.75072028856509,23.57157528943708,23.57157528943708,29.58453381427515,39.28595881572847,39.28595881572847,2006-05-03 10:42:58,2026-06-25 13:31:37,,,2,
62036502010538,66746381010538,2005,54,77,1835,150,2,1,2005,29,10,3,0,0,17.75072028856509,23.57157528943708,23.57157528943708,17.75072028856509,23.57157528943708,23.57157528943708,29.58453381427515,39.28595881572847,39.28595881572847,2006-05-03 10:42:58,2026-06-25 13:31:37,,,2,
62036510010538,66746381010538,2005,54,77,1835,150,3,1,2005,2,3,5,0,0,17.75072028856509,23.57157528943708,23.57157528943708,17.75072028856509,23.57157528943708,23.57157528943708,29.58453381427515,39.28595881572847,39.28595881572847,2006-05-03 10:42:58,2026-06-25 13:31:37,,,2,
62036521010538,66746381010538,2005,54,77,1835,150,4,2,2005,10,3,1,0,0,5.820855000871991,23.57157528943708,23.57157528943708,5.820855000871991,23.57157528943708,23.57157528943708,9.70142500145332,39.28595881572847,39.28595881572847,2006-05-03 10:42:58,2026-06-25 13:31:37,,,2,
62035684010538,66746758010538,2005,54,79,1640,150,1,1,2005,3,0,1,0,0,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,38.68253785657147,38.68253785657147,38.68253785657147,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62035692010538,66746758010538,2005,54,79,1640,150,2,1,2005,6,0,0,0,0,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,38.68253785657147,38.68253785657147,38.68253785657147,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62035700010538,66746758010538,2005,54,79,1640,150,3,1,2005,8,2,0,0,0,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,38.68253785657147,38.68253785657147,38.68253785657147,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62035708010538,66746758010538,2005,54,79,1640,150,4,1,2005,1,0,1,0,0,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,23.20952271394288,38.68253785657147,38.68253785657147,38.68253785657147,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62035292010538,66748168010538,2005,54,81,1604,150,4,4,2005,12,4,1,0,0,5.746957711326909,23.746957711326907,23.746957711326907,5.746957711326909,23.746957711326907,23.746957711326907,9.578262852211514,39.578262852211516,39.578262852211516,2006-05-03 10:42:58,2026-06-25 13:31:37,,,2,
62035548010538,66749280010538,2005,54,83,1282,150,1,1,2005,15,3,4,0,0,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,38.40580188163175,38.40580188163175,38.40580188163175,2006-05-03 10:42:58,2026-06-25 13:31:37,,,2,
62035561010538,66749280010538,2005,54,83,1282,150,2,1,2005,36,15,9,0,0,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,38.40580188163175,38.40580188163175,38.40580188163175,2006-05-03 10:42:58,2026-06-25 13:31:37,,,2,
62035573010538,66749280010538,2005,54,83,1282,150,3,1,2005,11,2,0,0,0,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,38.40580188163175,38.40580188163175,38.40580188163175,2006-05-03 10:42:58,2026-06-25 13:31:37,,,2,
62035592010538,66749280010538,2005,54,83,1282,150,4,1,2005,100,34,12,3,0,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,23.043481128979053,38.40580188163175,38.40580188163175,38.40580188163175,2006-05-03 10:42:58,2026-06-25 13:31:37,,,2,
62035137010538,66761066010538,2005,54,89,2113,150,1,1,2005,14,4,1,0,0,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,39.21758314454317,39.21758314454317,39.21758314454317,2006-05-03 11:27:32,2026-06-25 13:31:37,,,2,
62035146010538,66761066010538,2005,54,89,2113,150,2,1,2005,5,1,4,0,0,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,39.21758314454317,39.21758314454317,39.21758314454317,2006-05-03 11:27:32,2026-06-25 13:31:37,,,2,
62035160010538,66761066010538,2005,54,89,2113,150,3,1,2005,7,4,1,0,0,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,39.21758314454317,39.21758314454317,39.21758314454317,2006-05-03 11:27:32,2026-06-25 13:31:37,,,2,
62035170010538,66761066010538,2005,54,89,2113,150,4,1,2005,6,4,3,0,0,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,23.530549886725904,39.21758314454317,39.21758314454317,39.21758314454317,2006-05-03 11:27:32,2026-06-25 13:31:37,,,2,
62036577010538,66762239010538,2005,54,95,1258,150,1,1,2005,10,6,1,0,0,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,38.97993719444477,38.97993719444477,38.97993719444477,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62036586010538,66762239010538,2005,54,95,1258,150,2,1,2005,6,5,3,0,0,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,38.97993719444477,38.97993719444477,38.97993719444477,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62036599010538,66762239010538,2005,54,95,1258,150,3,1,2005,15,4,3,0,0,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,38.97993719444477,38.97993719444477,38.97993719444477,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62036610010538,66762239010538,2005,54,95,1258,150,4,1,2005,5,2,1,0,0,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,23.38796231666686,38.97993719444477,38.97993719444477,38.97993719444477,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62035913010538,66763398010538,2005,54,99,1003,150,1,1,2005,6,1,1,0,0,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,38.43621355808786,38.43621355808786,38.43621355808786,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62035921010538,66763398010538,2005,54,99,1003,150,2,1,2005,7,1,0,0,0,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,38.43621355808786,38.43621355808786,38.43621355808786,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62035930010538,66763398010538,2005,54,99,1003,150,3,1,2005,8,2,1,0,0,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,38.43621355808786,38.43621355808786,38.43621355808786,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62035938010538,66763398010538,2005,54,99,1003,150,4,1,2005,3,1,2,0,0,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,23.061728134852718,38.43621355808786,38.43621355808786,38.43621355808786,2006-05-03 10:42:58,2026-06-25 13:31:38,,,2,
62036682010538,66764829010538,2005,54,107,762,150,2,2,2005,90,6,8,0,0,6.0,24.0,24.0,6.0,24.0,24.0,10.0,40.0,40.0,2006-05-03 10:42:58,2026-06-25 13:31:37,,,2,
71354061010538,75121668010538,2006,54,7,1364,150,1,1,2006,4,0,2,0,0,17.284898065189697,22.948048203385802,22.948048203385802,17.284898065189697,22.948048203385802,22.948048203385802,28.80816344198283,38.246747005643,38.246747005643,2007-10-02 09:58:11,2026-06-25 13:31:38,,,2,
71354070010538,75121668010538,2006,54,7,1364,150,2,1,2006,6,1,1,0,0,17.284898065189697,22.948048203385802,22.948048203385802,17.284898065189697,22.948048203385802,22.948048203385802,28.80816344198283,38.246747005643,38.246747005643,2007-10-02 09:58:11,2026-06-25 13:31:38,,,2,
71354078010538,75121668010538,2006,54,7,1364,150,3,1,2006,1,2,5,0,0,17.284898065189697,22.948048203385802,22.948048203385802,17.284898065189697,22.948048203385802,22.948048203385802,28.80816344198283,38.246747005643,38.246747005643,2007-10-02 09:58:11,2026-06-25 13:31:38,,,2,
71354086010538,75121668010538,2006,54,7,1364,150,4,2,2006,8,1,0,0,0,5.663150138196104,22.948048203385802,22.948048203385802,5.663150138196104,22.948048203385802,22.948048203385802,9.438583563660174,38.246747005643,38.246747005643,2007-10-02 09:58:11,2026-06-25 13:31:38,,,2,
71354910010538,75124707010538,2006,54,17,2157,150,1,1,2006,10,8,2,0,0,16.68438100263796,22.68438100263796,22.68438100263796,16.68438100263796,22.68438100263796,22.68438100263796,27.807301671063264,37.807301671063264,37.807301671063264,2007-10-02 09:58:11,2026-06-25 13:31:38,,,2,
71354921010538,75124707010538,2006,54,17,2157,150,3,1,2006,11,6,1,0,0,16.68438100263796,22.68438100263796,22.68438100263796,16.68438100263796,22.68438100263796,22.68438100263796,27.807301671063264,37.807301671063264,37.807301671063264,2007-10-02 09:58:11,2026-06-25 13:31:38,,,2,
71354933010538,75124707010538,2006,54,17,2157,150,4,1,2006,7,3,4,0,0,16.68438100263796,22.68438100263796,22.68438100263796,16.68438100263796,22.68438100263796,22.68438100263796,27.807301671063264,37.807301671063264,37.807301671063264,2007-10-02 09:58:11,2026-06-25 13:31:38,,,2,
71354540010538,75131953010538,2006,54,27,48,150,1,1,2006,1,1,1,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354550010538,75131953010538,2006,54,27,48,150,2,1,2006,7,0,0,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354558010538,75131953010538,2006,54,27,48,150,3,1,2006,6,1,0,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354566010538,75131953010538,2006,54,27,48,150,4,1,2006,10,0,0,0,0,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,23.933618117209786,39.88936352868298,39.88936352868298,39.88936352868298,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71353810010538,75132886010538,2006,54,31,2446,150,1,1,2006,30,5,3,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71353820010538,75132886010538,2006,54,31,2446,150,2,1,2006,0,0,0,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71353828010538,75132886010538,2006,54,31,2446,150,3,1,2006,6,2,2,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71353837010538,75132886010538,2006,54,31,2446,150,4,1,2006,6,0,1,0,0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354864010538,75134104010538,2006,54,33,3590,150,1,1,2006,9,5,6,0,0,22.738488546029,22.738488546029,22.738488546029,22.738488546029,22.738488546029,22.738488546029,37.89748091004834,37.89748091004834,37.89748091004834,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354873010538,75134104010538,2006,54,33,3590,150,2,1,2006,3,3,1,0,0,22.738488546029,22.738488546029,22.738488546029,22.738488546029,22.738488546029,22.738488546029,37.89748091004834,37.89748091004834,37.89748091004834,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354884010538,75134104010538,2006,54,33,3590,150,3,1,2006,10,4,4,0,0,22.738488546029,22.738488546029,22.738488546029,22.738488546029,22.738488546029,22.738488546029,37.89748091004834,37.89748091004834,37.89748091004834,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354899010538,75134104010538,2006,54,33,3590,150,4,1,2006,,,,,1,22.738488546029,22.738488546029,22.738488546029,22.738488546029,22.738488546029,22.738488546029,37.89748091004834,37.89748091004834,37.89748091004834,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71355012010538,75135141010538,2006,54,35,759,150,1,1,2006,28,15,13,0,0,23.63044176547243,23.63044176547243,23.63044176547243,23.63044176547243,23.63044176547243,23.63044176547243,39.384069609120715,39.384069609120715,39.384069609120715,2007-10-02 09:58:12,2026-06-25 13:31:39,,,2,
71355031010538,75135141010538,2006,54,35,759,150,3,1,2006,7,3,1,0,0,23.63044176547243,23.63044176547243,23.63044176547243,23.63044176547243,23.63044176547243,23.63044176547243,39.384069609120715,39.384069609120715,39.384069609120715,2007-10-02 09:58:12,2026-06-25 13:31:39,,,2,
71355046010538,75135141010538,2006,54,35,759,150,4,1,2006,12,7,1,0,0,23.63044176547243,23.63044176547243,23.63044176547243,23.63044176547243,23.63044176547243,23.63044176547243,39.384069609120715,39.384069609120715,39.384069609120715,2007-10-02 09:58:12,2026-06-25 13:31:39,,,2,
71354207010538,75134754010538,2006,54,35,1488,150,4,2,2006,10,2,0,0,0,5.970223141259935,23.970223141259936,23.970223141259936,5.970223141259935,23.970223141259936,23.970223141259936,9.950371902099892,39.95037190209989,39.95037190209989,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354097010538,75136732010538,2006,54,39,1127,150,1,1,2006,11,2,1,0,0,16.91319733834112,22.91319733834112,22.91319733834112,16.91319733834112,22.91319733834112,22.91319733834112,28.188662230568536,38.18866223056853,38.18866223056853,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354109010538,75136732010538,2006,54,39,1127,150,2,1,2006,3,2,1,0,0,16.91319733834112,22.91319733834112,22.91319733834112,16.91319733834112,22.91319733834112,22.91319733834112,28.188662230568536,38.18866223056853,38.18866223056853,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354123010538,75136732010538,2006,54,39,1127,150,4,1,2006,3,3,1,0,0,16.91319733834112,22.91319733834112,22.91319733834112,16.91319733834112,22.91319733834112,22.91319733834112,28.188662230568536,38.18866223056853,38.18866223056853,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354217010538,75137924010538,2006,54,43,2281,150,1,1,2006,12,4,0,0,0,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,37.86335903762626,37.86335903762626,37.86335903762626,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354226010538,75137924010538,2006,54,43,2281,150,2,1,2006,8,4,0,0,0,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,37.86335903762626,37.86335903762626,37.86335903762626,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354238010538,75137924010538,2006,54,43,2281,150,3,1,2006,12,4,0,0,0,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,37.86335903762626,37.86335903762626,37.86335903762626,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71354246010538,75137924010538,2006,54,43,2281,150,4,1,2006,9,2,0,0,0,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,22.718015422575757,37.86335903762626,37.86335903762626,37.86335903762626,2007-10-02 09:58:12,2026-06-25 13:31:38,,,2,
71355831010538,75140955010538,2006,54,51,944,150,1,1,2006,22,7,1,0,0,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,39.44512704924086,39.44512704924086,39.44512704924086,2007-10-02 09:58:13,2026-06-25 13:31:38,,,2,
71355842010538,75140955010538,2006,54,51,944,150,2,1,2006,23,17,6,0,0,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,39.44512704924086,39.44512704924086,39.44512704924086,2007-10-02 09:58:13,2026-06-25 13:31:38,,,2,
71355856010538,75140955010538,2006,54,51,944,150,3,1,2006,10,4,2,0,0,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,39.44512704924086,39.44512704924086,39.44512704924086,2007-10-02 09:58:13,2026-06-25 13:31:38,,,2,
71355867010538,75140955010538,2006,54,51,944,150,4,1,2006,12,1,0,0,0,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,23.667076229544517,39.44512704924086,39.44512704924086,39.44512704924086,2007-10-02 09:58:13,2026-06-25 13:31:38,,,2,
71353461010538,75142567010538,2006,54,55,2287,150,1,1,2006,12,3,0,0,0,17.560326745465968,23.560326745465968,23.560326745465968,17.560326745465968,23.560326745465968,23.560326745465968,29.26721124244328,39.26721124244328,39.26721124244328,2007-10-02 09:58:13,2026-06-25 13:31:39,,,2,
71353469010538,75142567010538,2006,54,55,2287,150,2,1,2006,2,0,0,0,0,17.560326745465968,23.560326745465968,23.560326745465968,17.560326745465968,23.560326745465968,23.560326745465968,29.26721124244328,39.26721124244328,39.26721124244328,2007-10-02 09:58:13,2026-06-25 13:31:39,,,2,
71353479010538,75142567010538,2006,54,55,2287,150,3,2,2006,4,1,1,0,0,6.0,23.560326745465968,23.560326745465968,6.0,23.560326745465968,23.560326745465968,10.0,39.26721124244328,39.26721124244328,2007-10-02 09:58:13,2026-06-25 13:31:39,,,2,
71353488010538,75142567010538,2006,54,55,2287,150,4,1,2006,18,5,1,0,0,17.560326745465968,23.560326745465968,23.560326745465968,17.560326745465968,23.560326745465968,23.560326745465968,29.26721124244328,39.26721124244328,39.26721124244328,2007-10-02 09:58:13,2026-06-25 13:31:39,,,2,
71354641010538,75143129010538,2006,54,57,102,150,1,1,2006,23,0,0,0,0,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,38.0030383261776,38.0030383261776,38.0030383261776,2007-10-02 09:58:13,2026-06-25 13:31:38,,,2,
71354651010538,75143129010538,2006,54,57,102,150,2,1,2006,8,1,1,0,0,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,38.0030383261776,38.0030383261776,38.0030383261776,2007-10-02 09:58:13,2026-06-25 13:31:38,,,2,
71354660010538,75143129010538,2006,54,57,102,150,3,1,2006,14,1,3,0,0,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,38.0030383261776,38.0030383261776,38.0030383261776,2007-10-02 09:58:13,2026-06-25 13:31:38,,,2,
71354672010538,75143129010538,2006,54,57,102,150,4,1,2006,15,1,1,0,0,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,22.80182299570656,38.0030383261776,38.0030383261776,38.0030383261776,2007-10-02 09:58:13,2026-06-25 13:31:38,,,2,
71353847010538,75098222010538,2006,54,71,822,150,1,1,2006,6,2,2,0,0,16.980967994834568,22.23826344689445,22.23826344689445,16.980967994834568,22.23826344689445,22.23826344689445,28.301613324724283,37.06377241149075,37.06377241149075,2007-10-02 09:58:13,2026-06-25 13:31:37,,,2,
71353855010538,75098222010538,2006,54,71,822,150,2,1,2006,5,0,1,0,0,16.980967994834568,22.23826344689445,22.23826344689445,16.980967994834568,22.23826344689445,22.23826344689445,28.301613324724283,37.06377241149075,37.06377241149075,2007-10-02 09:58:13,2026-06-25 13:31:37,,,2,
71353863010538,75098222010538,2006,54,71,822,150,3,2,2006,3,1,1,0,0,5.257295452059882,22.23826344689445,22.23826344689445,5.257295452059882,22.23826344689445,22.23826344689445,8.76215908676647,37.06377241149075,37.06377241149075,2007-10-02 09:58:13,2026-06-25 13:31:37,,,2,
71353872010538,75098222010538,2006,54,71,822,150,4,1,2006,7,1,0,0,0,16.980967994834568,22.23826344689445,22.23826344689445,16.980967994834568,22.23826344689445,22.23826344689445,28.301613324724283,37.06377241149075,37.06377241149075,2007-10-02 09:58:13,2026-06-25 13:31:37,,,2,
