CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,TRANSECT,SUBP,CONDID,MEASYEAR,SMALLCT,MEDIUMCT,LARGECT,RSNCTCD,PILESCD,SMALL_TL_COND,SMALL_TL_PLOT,SMALL_TL_UNADJ,MEDIUM_TL_COND,MEDIUM_TL_PLOT,MEDIUM_TL_UNADJ,LARGE_TL_COND,LARGE_TL_PLOT,LARGE_TL_UNADJ,CREATED_DATE,MODIFIED_DATE,FWD_STATUS_CD,FWD_NONSAMPLE_REASN_CD,FWD_SAMPLE_METHOD,SLOPE
56706216010538,60271004010538,2004,54,25,2197,150,2,1,2004,5,2,0,0,0,23.746987151348844,23.746987151348844,23.746987151348844,23.746987151348844,23.746987151348844,23.746987151348844,39.57831191891474,39.57831191891474,39.57831191891474,2005-10-31 11:59:19,2026-06-25 13:31:38,,,2,
56706224010538,60271004010538,2004,54,25,2197,150,3,1,2004,9,1,0,0,0,23.746987151348844,23.746987151348844,23.746987151348844,23.746987151348844,23.746987151348844,23.746987151348844,39.57831191891474,39.57831191891474,39.57831191891474,2005-10-31 11:59:19,2026-06-25 13:31:38,,,2,
56706232010538,60271004010538,2004,54,25,2197,150,4,1,2004,7,2,0,0,0,23.746987151348844,23.746987151348844,23.746987151348844,23.746987151348844,23.746987151348844,23.746987151348844,39.57831191891474,39.57831191891474,39.57831191891474,2005-10-31 11:59:19,2026-06-25 13:31:38,,,2,
56706764010538,60270544010538,2004,54,25,2331,150,1,1,2004,26,6,0,0,0,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,38.158754373811966,38.158754373811966,38.158754373811966,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56706777010538,60270544010538,2004,54,25,2331,150,2,1,2004,3,0,0,0,0,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,38.158754373811966,38.158754373811966,38.158754373811966,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56706786010538,60270544010538,2004,54,25,2331,150,3,1,2004,1,1,0,0,0,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,38.158754373811966,38.158754373811966,38.158754373811966,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56706796010538,60270544010538,2004,54,25,2331,150,4,1,2004,16,5,1,0,0,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,22.89525262428718,38.158754373811966,38.158754373811966,38.158754373811966,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56707604010538,60272420010538,2004,54,31,598,150,1,1,2004,16,1,0,0,0,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,39.39034057118435,39.39034057118435,39.39034057118435,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56707612010538,60272420010538,2004,54,31,598,150,2,1,2004,23,4,0,0,0,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,39.39034057118435,39.39034057118435,39.39034057118435,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56707620010538,60272420010538,2004,54,31,598,150,3,1,2004,14,2,2,0,0,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,39.39034057118435,39.39034057118435,39.39034057118435,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56707629010538,60272420010538,2004,54,31,598,150,4,1,2004,7,3,4,0,0,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,23.63420434271061,39.39034057118435,39.39034057118435,39.39034057118435,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56706713010538,60271920010538,2004,54,31,2183,150,1,1,2004,11,3,1,0,0,17.501430829408683,22.972959860459323,22.972959860459323,17.501430829408683,22.972959860459323,22.972959860459323,29.169051382347806,38.28826643409887,38.28826643409887,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56706722010538,60271920010538,2004,54,31,2183,150,2,2,2004,3,2,0,0,0,5.471529031050639,22.972959860459323,22.972959860459323,5.471529031050639,22.972959860459323,22.972959860459323,9.119215051751064,38.28826643409887,38.28826643409887,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56706734010538,60271920010538,2004,54,31,2183,150,3,1,2004,10,2,3,0,0,17.501430829408683,22.972959860459323,22.972959860459323,17.501430829408683,22.972959860459323,22.972959860459323,29.169051382347806,38.28826643409887,38.28826643409887,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56706744010538,60271920010538,2004,54,31,2183,150,4,1,2004,8,6,2,0,0,17.501430829408683,22.972959860459323,22.972959860459323,17.501430829408683,22.972959860459323,22.972959860459323,29.169051382347806,38.28826643409887,38.28826643409887,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56707159010538,60274986010538,2004,54,39,649,150,1,1,2004,11,6,0,0,0,17.111002647465337,22.774152785661443,22.774152785661443,17.111002647465337,22.774152785661443,22.774152785661443,28.518337745775565,37.956921309435735,37.956921309435735,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56707173010538,60274986010538,2004,54,39,649,150,2,2,2004,11,2,3,0,0,5.663150138196104,22.774152785661443,22.774152785661443,5.663150138196104,22.774152785661443,22.774152785661443,9.438583563660174,37.956921309435735,37.956921309435735,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56707185010538,60274986010538,2004,54,39,649,150,3,1,2004,12,4,0,0,0,17.111002647465337,22.774152785661443,22.774152785661443,17.111002647465337,22.774152785661443,22.774152785661443,28.518337745775565,37.956921309435735,37.956921309435735,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56707199010538,60274986010538,2004,54,39,649,150,4,1,2004,15,2,1,0,0,17.111002647465337,22.774152785661443,22.774152785661443,17.111002647465337,22.774152785661443,22.774152785661443,28.518337745775565,37.956921309435735,37.956921309435735,2005-10-31 11:59:19,2026-06-25 13:31:37,,,2,
56707112010538,60274807010538,2004,54,39,1369,150,1,1,2004,8,2,1,0,0,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,35.05307841499968,35.05307841499968,35.05307841499968,2005-10-31 11:59:19,2026-06-25 13:31:38,,,2,
56707122010538,60274807010538,2004,54,39,1369,150,2,1,2004,10,3,0,0,0,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,35.05307841499968,35.05307841499968,35.05307841499968,2005-10-31 11:59:19,2026-06-25 13:31:38,,,2,
56707131010538,60274807010538,2004,54,39,1369,150,3,1,2004,10,2,0,0,0,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,35.05307841499968,35.05307841499968,35.05307841499968,2005-10-31 11:59:19,2026-06-25 13:31:38,,,2,
56707140010538,60274807010538,2004,54,39,1369,150,4,1,2004,7,3,2,0,0,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,21.031847048999808,35.05307841499968,35.05307841499968,35.05307841499968,2005-10-31 11:59:19,2026-06-25 13:31:38,,,2,
56706357010538,60276426010538,2004,54,45,534,150,1,1,2004,5,1,2,0,0,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,35.04351934065754,35.04351934065754,35.04351934065754,2005-10-31 11:59:19,2026-06-25 13:31:38,,,2,
56706365010538,60276426010538,2004,54,45,534,150,2,1,2004,10,1,0,0,0,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,35.04351934065754,35.04351934065754,35.04351934065754,2005-10-31 11:59:19,2026-06-25 13:31:38,,,2,
56706375010538,60276426010538,2004,54,45,534,150,3,1,2004,22,1,0,0,0,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,35.04351934065754,35.04351934065754,35.04351934065754,2005-10-31 11:59:19,2026-06-25 13:31:38,,,2,
56706384010538,60276426010538,2004,54,45,534,150,4,1,2004,9,3,1,0,0,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,21.026111604394526,35.04351934065754,35.04351934065754,35.04351934065754,2005-10-31 11:59:19,2026-06-25 13:31:38,,,2,
56706251010538,60277154010538,2004,54,47,437,150,1,1,2004,23,6,4,0,0,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,39.59913690259685,39.59913690259685,39.59913690259685,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706260010538,60277154010538,2004,54,47,437,150,2,1,2004,10,0,1,0,0,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,39.59913690259685,39.59913690259685,39.59913690259685,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706268010538,60277154010538,2004,54,47,437,150,3,1,2004,9,3,0,0,0,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,39.59913690259685,39.59913690259685,39.59913690259685,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706278010538,60277154010538,2004,54,47,437,150,4,1,2004,12,2,4,0,0,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,23.75948214155811,39.59913690259685,39.59913690259685,39.59913690259685,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56708123010538,60277468010538,2004,54,49,1319,150,1,1,2004,7,4,1,0,0,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,39.565835307693185,39.565835307693185,39.565835307693185,2005-10-31 11:59:20,2026-06-25 13:31:37,,,2,
56708129010538,60277468010538,2004,54,49,1319,150,2,1,2004,8,4,2,0,0,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,39.565835307693185,39.565835307693185,39.565835307693185,2005-10-31 11:59:20,2026-06-25 13:31:37,,,2,
56708137010538,60277468010538,2004,54,49,1319,150,3,1,2004,8,3,0,0,0,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,39.565835307693185,39.565835307693185,39.565835307693185,2005-10-31 11:59:20,2026-06-25 13:31:37,,,2,
56708145010538,60277468010538,2004,54,49,1319,150,4,1,2004,9,3,0,0,0,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,23.739501184615914,39.565835307693185,39.565835307693185,39.565835307693185,2005-10-31 11:59:20,2026-06-25 13:31:37,,,2,
56706298010538,60278287010538,2004,54,55,961,150,1,1,2004,8,4,3,0,0,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,36.11589112455484,36.11589112455484,36.11589112455484,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706313010538,60278287010538,2004,54,55,961,150,2,1,2004,16,2,0,0,0,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,36.11589112455484,36.11589112455484,36.11589112455484,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706328010538,60278287010538,2004,54,55,961,150,3,1,2004,8,2,0,0,0,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,36.11589112455484,36.11589112455484,36.11589112455484,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706338010538,60278287010538,2004,54,55,961,150,4,1,2004,10,3,2,0,0,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,21.669534674732905,36.11589112455484,36.11589112455484,36.11589112455484,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706164010538,60278861010538,2004,54,55,2278,150,1,1,2004,4,6,2,0,0,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,37.80222261587551,37.80222261587551,37.80222261587551,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706175010538,60278861010538,2004,54,55,2278,150,2,1,2004,14,3,2,0,0,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,37.80222261587551,37.80222261587551,37.80222261587551,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706183010538,60278861010538,2004,54,55,2278,150,3,1,2004,8,5,1,0,0,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,37.80222261587551,37.80222261587551,37.80222261587551,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706195010538,60278861010538,2004,54,55,2278,150,4,1,2004,17,2,1,0,0,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,22.681333569525304,37.80222261587551,37.80222261587551,37.80222261587551,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706451010538,60279998010538,2004,54,59,257,150,1,1,2004,8,4,0,0,0,15.542182398078584,20.90874554407808,20.90874554407808,15.542182398078584,20.90874554407808,20.90874554407808,25.903637330130973,34.84790924013013,34.84790924013013,2005-10-31 11:59:20,2026-06-25 13:31:37,,,2,
56706461010538,60279998010538,2004,54,59,257,150,2,1,2004,18,4,0,0,0,15.542182398078584,20.90874554407808,20.90874554407808,15.542182398078584,20.90874554407808,20.90874554407808,25.903637330130973,34.84790924013013,34.84790924013013,2005-10-31 11:59:20,2026-06-25 13:31:37,,,2,
56706470010538,60279998010538,2004,54,59,257,150,3,1,2004,14,5,0,0,0,15.542182398078584,20.90874554407808,20.90874554407808,15.542182398078584,20.90874554407808,20.90874554407808,25.903637330130973,34.84790924013013,34.84790924013013,2005-10-31 11:59:20,2026-06-25 13:31:37,,,2,
56706481010538,60279998010538,2004,54,59,257,150,4,2,2004,9,3,1,0,0,5.366563145999495,20.90874554407808,20.90874554407808,5.366563145999495,20.90874554407808,20.90874554407808,8.94427190999916,34.84790924013013,34.84790924013013,2005-10-31 11:59:20,2026-06-25 13:31:37,,,2,
56707967010538,60280574010538,2004,54,61,2189,150,1,1,2004,18,3,1,0,0,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,39.59591408979196,39.59591408979196,39.59591408979196,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56707979010538,60280574010538,2004,54,61,2189,150,2,1,2004,25,5,1,0,0,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,39.59591408979196,39.59591408979196,39.59591408979196,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56707992010538,60280574010538,2004,54,61,2189,150,3,1,2004,22,0,0,0,0,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,39.59591408979196,39.59591408979196,39.59591408979196,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56708005010538,60280574010538,2004,54,61,2189,150,4,1,2004,34,9,0,0,0,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,23.757548453875177,39.59591408979196,39.59591408979196,39.59591408979196,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56707710010538,60281174010538,2004,54,65,623,150,2,1,2004,13,1,2,0,0,11.992514033267067,23.739471744593978,23.739471744593978,11.992514033267067,23.739471744593978,23.739471744593978,19.987523388778445,39.56578624098996,39.56578624098996,2005-10-31 11:59:20,2026-06-25 13:31:37,,,2,
56707718010538,60281174010538,2004,54,65,623,150,3,3,2004,15,4,1,0,0,6.0,23.739471744593978,23.739471744593978,6.0,23.739471744593978,23.739471744593978,10.0,39.56578624098996,39.56578624098996,2005-10-31 11:59:20,2026-06-25 13:31:37,,,2,
56707727010538,60281174010538,2004,54,65,623,150,4,1,2004,6,2,3,0,0,11.992514033267067,23.739471744593978,23.739471744593978,11.992514033267067,23.739471744593978,23.739471744593978,19.987523388778445,39.56578624098996,39.56578624098996,2005-10-31 11:59:20,2026-06-25 13:31:37,,,2,
56707011010538,60282015010538,2004,54,67,2152,150,1,1,2004,6,1,0,0,0,17.188709883637483,23.009564884509473,23.009564884509473,17.188709883637483,23.009564884509473,23.009564884509473,28.64784980606247,38.34927480751579,38.34927480751579,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56707020010538,60282015010538,2004,54,67,2152,150,2,1,2004,3,1,0,0,0,17.188709883637483,23.009564884509473,23.009564884509473,17.188709883637483,23.009564884509473,23.009564884509473,28.64784980606247,38.34927480751579,38.34927480751579,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56707028010538,60282015010538,2004,54,67,2152,150,3,2,2004,10,3,0,0,0,5.820855000871991,23.009564884509473,23.009564884509473,5.820855000871991,23.009564884509473,23.009564884509473,9.70142500145332,38.34927480751579,38.34927480751579,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56707036010538,60282015010538,2004,54,67,2152,150,4,1,2004,11,2,0,0,0,17.188709883637483,23.009564884509473,23.009564884509473,17.188709883637483,23.009564884509473,23.009564884509473,28.64784980606247,38.34927480751579,38.34927480751579,2005-10-31 11:59:20,2026-06-25 13:31:38,,,2,
56706588010538,60283476010538,2004,54,75,1492,150,1,1,2004,9,4,1,0,0,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,39.91294206843523,39.91294206843523,39.91294206843523,2005-10-31 11:59:21,2026-06-25 13:31:37,,,2,
56706600010538,60283476010538,2004,54,75,1492,150,2,1,2004,6,5,2,0,0,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,39.91294206843523,39.91294206843523,39.91294206843523,2005-10-31 11:59:21,2026-06-25 13:31:37,,,2,
56706611010538,60283476010538,2004,54,75,1492,150,3,1,2004,22,4,3,0,0,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,39.91294206843523,39.91294206843523,39.91294206843523,2005-10-31 11:59:21,2026-06-25 13:31:37,,,2,
56706619010538,60283476010538,2004,54,75,1492,150,4,1,2004,10,3,1,0,0,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,23.947765241061138,39.91294206843523,39.91294206843523,39.91294206843523,2005-10-31 11:59:21,2026-06-25 13:31:37,,,2,
56707859010538,60284566010538,2004,54,77,1290,150,1,1,2004,4,2,1,0,0,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,39.618462488148815,39.618462488148815,39.618462488148815,2005-10-31 11:59:21,2026-06-25 13:31:38,,,2,
56707872010538,60284566010538,2004,54,77,1290,150,2,1,2004,11,4,0,0,0,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,39.618462488148815,39.618462488148815,39.618462488148815,2005-10-31 11:59:21,2026-06-25 13:31:38,,,2,
56707882010538,60284566010538,2004,54,77,1290,150,3,1,2004,11,0,0,0,0,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,39.618462488148815,39.618462488148815,39.618462488148815,2005-10-31 11:59:21,2026-06-25 13:31:38,,,2,
56707893010538,60284566010538,2004,54,77,1290,150,4,1,2004,15,2,0,0,0,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,23.77107749288929,39.618462488148815,39.618462488148815,39.618462488148815,2005-10-31 11:59:21,2026-06-25 13:31:38,,,2,
56706405010538,60286022010538,2004,54,81,1027,150,1,1,2004,17,9,3,0,0,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,39.20483400980457,39.20483400980457,39.20483400980457,2005-10-31 11:59:21,2026-06-25 13:31:38,,,2,
56706413010538,60286022010538,2004,54,81,1027,150,2,1,2004,16,4,1,0,0,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,39.20483400980457,39.20483400980457,39.20483400980457,2005-10-31 11:59:21,2026-06-25 13:31:38,,,2,
56706422010538,60286022010538,2004,54,81,1027,150,3,1,2004,4,0,0,0,0,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,39.20483400980457,39.20483400980457,39.20483400980457,2005-10-31 11:59:21,2026-06-25 13:31:38,,,2,
56706430010538,60286022010538,2004,54,81,1027,150,4,1,2004,13,1,1,0,0,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,23.522900405882744,39.20483400980457,39.20483400980457,39.20483400980457,2005-10-31 11:59:21,2026-06-25 13:31:38,,,2,
56706646010538,60259817010538,2004,54,83,1402,150,1,1,2004,33,8,2,0,0,23.51770808915657,23.51770808915657,23.51770808915657,23.51770808915657,23.51770808915657,23.51770808915657,39.19618014859429,39.19618014859429,39.19618014859429,2005-10-31 11:59:21,2026-06-25 13:31:37,,,2,
