CN,PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,BROWSE_IMPACT,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE
233226808020004,247065501010661,2012,54,2,97,2408,3,2014-01-29 14:48:45,,7,4
233231214020004,247065525010661,2012,54,3,67,3068,,2014-01-29 14:41:21,,7,4
233231811020004,247065670010661,2012,54,2,27,2293,2,2014-01-29 14:41:45,,7,4
233231852020004,247065264010661,2012,54,4,53,1482,3,2014-01-29 14:41:47,,7,4
233231349020004,247065429010661,2012,54,4,17,1592,3,2014-01-29 14:41:27,,7,4
233231832020004,247065463010661,2012,54,4,49,1524,2,2014-01-29 14:41:46,,7,4
233235659020004,247065514010661,2012,54,2,101,696,3,2014-01-29 14:44:07,,7,4
233231219020004,247065608010661,2012,54,2,75,1943,,2014-01-29 14:41:21,,7,4
233231772020004,247065674010661,2012,54,2,31,1511,3,2014-01-29 14:41:43,,7,4
233232055020004,247065232010661,2012,54,4,99,1644,,2014-01-29 14:41:55,,7,4
233231400020004,247065407010661,2012,54,3,19,361,3,2014-01-29 14:41:28,,7,4
233231203020004,247065448010661,2012,54,3,67,2125,,2014-01-29 14:41:20,,7,4
233231224020004,247065490010661,2012,54,3,81,769,,2014-01-29 14:41:22,,7,4
233231386020004,247065624010661,2012,54,2,75,2500,2,2014-01-29 14:41:28,,7,4
233231767020004,247065650010661,2012,54,2,31,1534,,2014-01-29 14:41:43,,7,4
233231757020004,247065664010661,2012,54,2,27,1443,2,2014-01-29 14:41:43,,7,4
233231842020004,247065701010661,2012,54,4,51,785,4,2014-01-29 14:41:46,,7,4
233231728020004,247065218010661,2012,54,3,109,250,2,2014-01-29 14:41:42,,7,4
233231234020004,247065303010661,2012,54,3,39,2504,,2014-01-29 14:41:22,,7,4
233231629020004,247065329010661,2012,54,4,85,240,,2014-01-29 14:41:36,,7,4
233231650020004,247065340010661,2012,54,4,87,275,4,2014-01-29 14:41:37,,7,4
233231419020004,247065404010661,2012,54,3,19,987,,2014-01-29 14:41:29,,7,4
233231913020004,247065423010661,2012,54,4,49,1935,2,2014-01-29 14:41:49,,7,4
233231282020004,247065434010661,2012,54,2,41,2804,,2014-01-29 14:41:24,,7,4
233231987020004,247065634010661,2012,54,2,71,480,3,2014-01-29 14:41:52,,7,4
233226821020004,247065246010661,2012,54,4,11,1711,,2014-01-29 14:48:45,,7,4
233232029020004,247065552010661,2012,54,2,83,112,2,2014-01-29 14:41:54,,7,4
233231639020004,247065275010661,2012,54,4,43,2271,3,2014-01-29 14:41:37,,7,4
233232060020004,247065281010661,2012,54,4,99,673,,2014-01-29 14:41:55,,7,4
233231424020004,247065530010661,2012,54,3,19,1242,3,2014-01-29 14:41:29,,7,4
233227150020004,247065539010661,2012,54,2,91,1952,3,2014-01-29 14:50:42,,7,4
233231534020004,247065385010661,2012,54,3,47,3,3,2014-01-29 14:41:33,,7,4
233231507020004,247065418010661,2012,54,4,61,412,,2014-01-29 14:41:32,,7,4
233231560020004,247065440010661,2012,54,2,7,1681,2,2014-01-29 14:41:34,,7,4
233231583020004,247065526010661,2012,54,3,25,677,3,2014-01-29 14:41:35,,7,4
233231229020004,247065491010661,2012,54,3,89,2204,,2014-01-29 14:41:22,,7,4
233231254020004,247065496010661,2012,54,3,55,657,,2014-01-29 14:41:23,,7,4
233231265020004,247065507010661,2012,54,2,41,3169,2,2014-01-29 14:41:24,,7,4
233231938020004,247065538010661,2012,54,4,49,1263,3,2014-01-29 14:41:50,,7,4
233231512020004,247065698010661,2012,54,3,45,284,3,2014-01-29 14:41:32,,7,4
233231693020004,247065235010661,2012,54,4,99,1250,3,2014-01-29 14:41:40,,7,4
233231603020004,247065268010661,2012,54,4,79,879,3,2014-01-29 14:41:35,,7,4
233226780020004,247065383010661,2012,54,3,109,379,3,2014-01-29 14:48:44,,7,4
233226732020004,247065414010661,2012,54,3,109,1857,2,2014-01-29 14:48:42,,7,4
233231287020004,247065438010661,2012,54,4,21,1777,3,2014-01-29 14:41:24,,7,4
233234685020004,247065513010661,2012,54,2,7,2373,,2014-01-29 14:43:32,2026-03-31 11:10:13,7,4
233232007020004,247065690010661,2012,54,2,71,440,3,2014-01-29 14:41:53,,7,4
233231792020004,247065628010661,2012,54,2,23,2282,3,2014-01-29 14:41:44,,7,4
233231450020004,247065236010661,2012,54,4,53,1601,3,2014-01-29 14:41:30,,7,4
233231208020004,247065400010661,2012,54,3,67,642,3,2014-01-29 14:41:21,,7,4
233231738020004,247065427010661,2012,54,4,17,1836,4,2014-01-29 14:41:42,,7,4
233226826020004,247065357010661,2012,54,4,13,1984,3,2014-01-29 14:48:46,,7,4
233226796020004,247065618010661,2012,54,2,93,857,2,2014-01-29 14:48:44,,7,4
233231997020004,247065657010661,2012,54,2,71,525,3,2014-01-29 14:41:52,,7,4
273354835489998,29637305020004,2013,54,4,21,521,3,2014-08-01 12:20:25,,7,5
273364079489998,29637508020004,2013,54,4,49,1104,3,2014-08-01 12:20:28,,7,5
273364239489998,29637515020004,2013,54,2,33,1497,3,2014-08-01 12:20:29,,7,5
273346097489998,29637098020004,2013,54,4,103,1018,3,2014-08-01 12:21:33,,7,5
273350804489998,29637217020004,2013,54,2,93,218,3,2014-08-01 12:21:34,,7,5
273351105489998,29637227020004,2013,54,4,35,893,,2014-08-01 12:21:35,,7,5
1841448824290487,1287838494290487,2024,54,3,39,1127,2,2025-04-21 10:30:40,,9,4
273367401489998,29637579020004,2013,54,2,31,608,,2014-08-01 12:20:30,,7,5
273367685489998,29637590020004,2013,54,2,71,2190,,2014-08-01 12:20:31,,7,5
273345292489998,29637078020004,2013,54,3,19,442,3,2014-08-01 12:20:33,,7,5
273348165489998,29637149020004,2013,54,3,109,1029,2,2014-08-01 12:20:34,,7,5
273349291489998,29637176020004,2013,54,3,25,286,,2014-08-01 12:20:35,,7,5
273353203489998,29637269020004,2013,54,4,51,1867,,2014-08-01 12:21:36,2026-03-31 11:10:13,7,5
273353520489998,29637278020004,2013,54,3,39,1428,3,2014-08-01 12:21:36,,7,5
273356686489998,29637338020004,2013,54,4,85,1620,4,2014-08-01 12:21:37,,7,5
273358454489998,29637379020004,2013,54,4,11,26,3,2014-08-01 12:21:38,,7,5
273352438489998,29637255020004,2013,54,3,39,1505,3,2014-08-01 12:20:36,,7,5
273355393489998,29637314020004,2013,54,4,87,744,3,2014-08-01 12:20:38,,7,5
273366289489998,29637554020004,2013,54,2,83,265,3,2014-08-01 12:21:41,,7,5
273349122489998,29637171020004,2013,54,2,75,1110,2,2014-08-01 12:20:44,,7,5
273355168489998,29637311020004,2013,54,4,13,17,3,2014-08-01 12:20:46,,7,5
273355806489998,29637322020004,2013,54,4,99,274,4,2014-08-01 12:20:47,,7,5
273356228489998,29637331020004,2013,54,4,95,964,3,2014-08-01 12:20:48,,7,5
273360618489998,29637430020004,2013,54,4,107,934,3,2014-08-01 12:20:49,,7,5
273346616489998,29637112020004,2013,54,2,23,629,,2014-08-01 12:20:52,,7,5
273350395489998,29637208020004,2013,54,2,71,2821,3,2014-08-01 12:20:53,,7,5
273351659489998,29637241020004,2013,54,3,5,2111,3,2014-08-01 12:20:54,,7,5
273351881489998,29637245020004,2013,54,3,109,1679,3,2014-08-01 12:20:55,,7,5
273353108489998,29637265020004,2013,54,4,69,354,4,2014-08-01 12:20:56,,7,5
273362255489998,29637468020004,2013,54,3,15,1484,2,2014-08-01 12:20:58,,7,5
273362941489998,29637479020004,2013,54,3,19,1116,3,2014-08-01 12:20:59,,7,5
273366983489998,29637567020004,2013,54,2,27,188,4,2014-08-01 12:21:01,,7,5
273346275489998,29637103020004,2013,54,4,61,1158,,2014-08-01 12:21:02,,7,5
273346688489998,29637113020004,2013,54,2,23,717,3,2014-08-01 12:21:03,,7,5
273356446489998,29637334020004,2013,54,4,95,808,3,2014-08-01 12:21:14,,7,5
273361229489998,29637441020004,2013,54,3,67,1365,,2014-08-01 12:21:16,,7,5
273363737489998,29637499020004,2013,54,3,81,474,,2014-08-01 12:21:17,,7,5
273364133489998,29637512020004,2013,54,2,33,968,,2014-08-01 12:21:17,,7,5
273345820489998,29637092020004,2013,54,2,93,1268,3,2014-08-01 12:21:19,,7,5
273345893489998,29637093020004,2013,54,2,83,119,3,2014-08-01 12:21:20,,7,5
273347257489998,29637127020004,2013,54,3,47,1518,3,2014-08-01 12:21:21,,7,5
273347535489998,29637132020004,2013,54,4,29,2007,3,2014-08-01 12:21:22,,7,5
273349737489998,29637189020004,2013,54,2,27,1658,3,2014-08-01 12:21:23,,7,5
273350120489998,29637198020004,2013,54,2,1,2226,3,2014-08-01 12:21:25,,7,5
273362490489998,29637472020004,2013,54,3,67,991,,2014-08-01 12:21:28,,7,5
273364761489998,29637525020004,2013,54,2,101,1753,2,2014-08-01 12:21:29,,7,5
273365320489998,29637536020004,2013,54,2,7,1131,3,2014-08-01 12:21:30,,7,5
273366539489998,29637557020004,2013,54,2,83,214,3,2014-08-01 12:21:31,,7,5
273357976489998,29637368020004,2013,54,3,39,1660,3,2014-08-01 12:21:27,,7,5
273359154489998,29637397020004,2013,54,3,89,2159,,2014-08-01 12:21:06,,7,5
273364385489998,29637519020004,2013,54,2,41,1449,,2014-08-01 12:21:07,,7,5
273365189489998,29637533020004,2013,54,2,7,1587,3,2014-08-01 12:21:08,,7,5
273365481489998,29637539020004,2013,54,2,7,1147,,2014-08-01 12:21:08,,7,5
273367494489998,29637585020004,2013,54,2,37,222,,2014-08-01 12:21:09,,7,5
273348785489998,29637164020004,2013,54,2,75,2128,,2014-08-01 12:21:11,,7,5
273352855489998,29637260020004,2013,54,3,5,421,3,2014-08-01 12:21:12,,7,5
273354600489998,29637300020004,2013,54,3,47,1914,4,2014-08-01 12:21:13,,7,5
329738322489998,171920465020004,2014,54,4,11,797,3,2015-05-22 06:53:38,,8,1
329745285489998,171920656020004,2014,54,2,3,1703,3,2015-05-22 06:53:44,,8,1
329732197489998,171920236020004,2014,54,3,39,1137,3,2015-05-22 06:53:57,,8,1
329735700489998,171920385020004,2014,54,3,39,649,,2015-05-22 06:53:59,,8,1
329735837489998,171920392020004,2014,54,3,39,1133,3,2015-05-22 06:54:00,,8,1
329740879489998,171920538020004,2014,54,4,61,2189,2,2015-05-22 06:54:10,,8,1
329744206489998,171920636020004,2014,54,2,83,2332,3,2015-05-22 06:54:11,,8,1
329745103489998,171920653020004,2014,54,2,37,213,4,2015-05-22 06:54:12,,8,1
329739489489998,171920496020004,2014,54,3,55,2278,2,2015-05-22 06:54:19,,8,1
329743785489998,171920623020004,2014,54,2,7,1744,4,2015-05-22 06:54:21,,8,1
329745715489998,171920670020004,2014,54,2,31,598,,2015-05-22 06:54:22,,8,1
329733290489998,171920272020004,2014,54,2,75,1492,,2015-05-22 06:53:46,,8,1
329734367489998,171920327020004,2014,54,2,31,2183,3,2015-05-22 06:53:48,,8,1
329737641489998,171920444020004,2014,54,3,109,328,2,2015-05-22 06:54:01,,8,1
329742250489998,171920577020004,2014,54,2,1,1932,2,2015-05-22 06:54:03,,8,1
329731088489998,171920204020004,2014,54,2,77,1290,2,2015-05-22 06:54:04,,8,1
329731890489998,171920228020004,2014,54,3,59,257,,2015-05-22 06:54:05,,8,1
329733548489998,171920280020004,2014,54,3,25,1278,,2015-05-22 06:54:14,,8,1
329730927489998,171920202020004,2014,54,2,77,1498,3,2015-05-22 06:54:23,,8,1
329733810489998,171920293020004,2014,54,2,77,273,3,2015-05-22 06:54:25,,8,1
329737380489998,171920438020004,2014,54,3,45,534,3,2015-05-22 06:54:26,,8,1
329739184489998,171920489020004,2014,54,3,25,2197,3,2015-05-22 06:54:28,,8,1
329737460489998,171920439020004,2014,54,3,59,835,,2015-05-22 06:54:35,,8,1
329738570489998,171920472020004,2014,54,4,95,1969,4,2015-05-22 06:54:36,,8,1
329738793489998,171920479020004,2014,54,4,17,1054,3,2015-05-22 06:54:37,,8,1
329743578489998,171920619020004,2014,54,4,29,248,3,2015-05-22 06:54:38,,8,1
329732572489998,171920249020004,2014,54,3,39,2173,3,2015-05-22 06:54:40,,8,1
329732743489998,171920254020004,2014,54,3,81,914,3,2015-05-22 06:54:41,,8,1
329762906489998,171920373020004,2014,54,3,39,1369,3,2015-05-22 08:26:17,,8,1
329763061489998,171920666020004,2014,54,2,65,623,2,2015-05-22 08:26:19,,8,1
329737014489998,171920429020004,2014,54,3,5,2003,,2015-05-22 06:53:49,,8,1
329740268489998,171920520020004,2014,54,4,85,2833,4,2015-05-22 06:53:50,,8,1
329742617489998,171920587020004,2014,54,3,55,961,4,2015-05-22 06:53:52,,8,1
329743128489998,171920608020004,2014,54,2,75,2194,3,2015-05-22 06:53:54,,8,1
329744390489998,171920639020004,2014,54,3,25,1561,4,2015-05-22 06:53:55,,8,1
329737874489998,171920450020004,2014,54,3,47,437,3,2015-05-22 06:54:07,,8,1
329738058489998,171920455020004,2014,54,4,107,1633,,2015-05-22 06:54:08,,8,1
329731732489998,171920224020004,2014,54,3,5,1861,,2015-05-22 06:54:17,,8,1
329740043489998,171920515020004,2014,54,2,97,2114,3,2015-05-22 06:54:29,,8,1
329740447489998,171920523020004,2014,54,4,105,1773,1,2015-05-22 06:54:30,,8,1
329741344489998,171920555020004,2014,54,4,87,2094,,2015-05-22 06:54:30,,8,1
329744713489998,171920646020004,2014,54,2,83,1402,2,2015-05-22 06:54:31,,8,1
329730230489998,171920168020004,2014,54,2,101,2463,3,2015-05-22 06:54:33,,8,1
384463466489998,249982007489998,2015,54,2,91,1873,3,2016-04-07 14:29:12,,8,2
384464616489998,249982029489998,2015,54,3,67,862,2,2016-04-07 14:29:13,,8,2
273350511489998,29637210020004,2013,54,2,71,1630,2,2014-08-01 12:20:19,,7,5
273352664489998,29637258020004,2013,54,3,39,692,3,2014-08-01 12:20:22,,7,5
273353851489998,29637286020004,2013,54,4,43,794,4,2014-08-01 12:20:23,,7,5
384464767489998,249982031489998,2015,54,2,71,2100,3,2016-04-07 14:29:13,,8,2
384449712489998,171920255020004,2015,54,3,81,1027,,2016-04-07 14:29:14,,8,2
384458831489998,249981897489998,2015,54,4,35,1145,3,2016-04-07 14:28:18,,8,2
384461613489998,249981965489998,2015,54,3,89,2394,3,2016-04-07 14:28:21,,8,2
384461916489998,249981972489998,2015,54,4,53,532,,2016-04-07 14:28:22,,8,2
384463932489998,249982015489998,2015,54,2,33,830,,2016-04-07 14:28:23,,8,2
384452395489998,171920478020004,2015,54,4,17,2692,3,2016-04-07 14:28:27,,8,2
384460162489998,249981924489998,2015,54,3,59,1096,2,2016-04-07 14:28:30,,8,2
384449501489998,171920237020004,2015,54,3,67,2152,3,2016-04-07 14:28:32,,8,2
384451550489998,171920411020004,2015,54,4,99,1933,2,2016-04-07 14:28:33,,8,2
384453458489998,171920549020004,2015,54,2,7,1499,,2016-04-07 14:28:34,,8,2
384457536489998,249981865489998,2015,54,2,75,2161,2,2016-04-07 14:28:36,,8,2
384458401489998,249981887489998,2015,54,2,23,2149,,2016-04-07 14:28:37,,8,2
384459132489998,249981902489998,2015,54,3,5,139,3,2016-04-07 14:28:37,,8,2
384461482489998,249981963489998,2015,54,3,89,2113,,2016-04-07 14:28:38,,8,2
384464123489998,249982019489998,2015,54,2,41,2378,2,2016-04-07 14:28:39,,8,2
384449840489998,171920262020004,2015,54,4,103,3601,3,2016-04-07 14:28:41,,8,2
384450790489998,171920346020004,2015,54,2,83,1714,,2016-04-07 14:28:42,,8,2
384451323489998,171920387020004,2015,54,3,39,791,2,2016-04-07 14:28:42,,8,2
384456542489998,249981841489998,2015,54,2,83,15,,2016-04-07 14:28:43,,8,2
384458366489998,249981884489998,2015,54,2,71,1818,2,2016-04-07 14:28:44,,8,2
384459385489998,249981906489998,2015,54,3,59,1186,,2016-04-07 14:28:45,,8,2
384451873489998,171920441020004,2015,54,4,73,1164,,2016-04-07 14:28:51,,8,2
384456856489998,249981846489998,2015,54,4,43,235,3,2016-04-07 14:28:52,,8,2
384459516489998,249981909489998,2015,54,3,39,210,,2016-04-07 14:28:53,,8,2
384462651489998,249981989489998,2015,54,3,25,580,4,2016-04-07 14:28:54,,8,2
384465486489998,249982051489998,2015,54,4,79,1640,,2016-04-07 14:28:55,,8,2
384449749489998,171920261020004,2015,54,4,103,615,,2016-04-07 14:28:56,,8,2
384450400489998,171920312020004,2015,54,2,93,668,3,2016-04-07 14:28:57,,8,2
384451776489998,171920419020004,2015,54,4,103,380,,2016-04-07 14:28:58,,8,2
384452979489998,171920525020004,2015,54,4,105,514,,2016-04-07 14:28:59,,8,2
384454078489998,171920614020004,2015,54,2,75,2059,2,2016-04-07 14:28:59,,8,2
