CN,PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,COND_STATUS_CD,COND_NONSAMPLE_REASN_CD,RESERVCD,OWNCD,OWNGRPCD,ADFORCD,FORTYPCD,FLDTYPCD,MAPDEN,STDAGE,STDSZCD,FLDSZCD,SITECLCD,SICOND,SIBASE,SISP,STDORGCD,STDORGSP,PROP_BASIS,CONDPROP_UNADJ,MICRPROP_UNADJ,SUBPPROP_UNADJ,MACRPROP_UNADJ,SLOPE,ASPECT,PHYSCLCD,GSSTKCD,ALSTKCD,DSTRBCD1,DSTRBYR1,DSTRBCD2,DSTRBYR2,DSTRBCD3,DSTRBYR3,TRTCD1,TRTYR1,TRTCD2,TRTYR2,TRTCD3,TRTYR3,PRESNFCD,BALIVE,FLDAGE,ALSTK,GSSTK,FORTYPCDCALC,HABTYPCD1,HABTYPCD1_PUB_CD,HABTYPCD1_DESCR_PUB_CD,HABTYPCD2,HABTYPCD2_PUB_CD,HABTYPCD2_DESCR_PUB_CD,MIXEDCONFCD,VOL_LOC_GRP,SITECLCDEST,SITETREE_TREE,SITECL_METHOD,CARBON_DOWN_DEAD,CARBON_LITTER,CARBON_SOIL_ORG,CARBON_UNDERSTORY_AG,CARBON_UNDERSTORY_BG,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE,SOIL_ROOTING_DEPTH_PNW,GROUND_LAND_CLASS_PNW,PLANT_STOCKABILITY_FACTOR_PNW,STND_COND_CD_PNWRS,STND_STRUC_CD_PNWRS,STUMP_CD_PNWRS,FIRE_SRS,GRAZING_SRS,HARVEST_TYPE1_SRS,HARVEST_TYPE2_SRS,HARVEST_TYPE3_SRS,LAND_USE_SRS,OPERABILITY_SRS,STAND_STRUCTURE_SRS,NF_COND_STATUS_CD,NF_COND_NONSAMPLE_REASN_CD,CANOPY_CVR_SAMPLE_METHOD_CD,LIVE_CANOPY_CVR_PCT,LIVE_MISSING_CANOPY_CVR_PCT,NBR_LIVE_STEMS,OWNSUBCD,INDUSTRIALCD_FIADB,RESERVCD_5,ADMIN_WITHDRAWN_CD,CHAINING_CD,LAND_COVER_CLASS_CD_RET,AFFORESTATION_CD,PREV_AFFORESTATION_CD,DWM_FUELBED_TYPCD,NVCS_PRIMARY_CLASS,NVCS_LEVEL_1_CD,NVCS_LEVEL_2_CD,NVCS_LEVEL_3_CD,NVCS_LEVEL_4_CD,NVCS_LEVEL_5_CD,NVCS_LEVEL_6_CD,NVCS_LEVEL_7_CD,NVCS_LEVEL_8_CD,AGE_BASIS_CD_PNWRS,COND_STATUS_CHNG_CD_RMRS,CRCOVPCT_RMRS,DOMINANT_SPECIES1_PNWRS,DOMINANT_SPECIES2_PNWRS,DOMINANT_SPECIES3_PNWRS,DSTRBCD1_P2A,DSTRBCD2_P2A,DSTRBCD3_P2A,DSTRBYR1_P2A,DSTRBYR2_P2A,DSTRBYR3_P2A,FLDTYPCD_30,FOREST_COMMUNITY_PNWRS,LAND_USECD_RMRS,MAICF,PCTBARE_RMRS,QMD_RMRS,RANGETYPCD_RMRS,SDIMAX_RMRS,SDIPCT_RMRS,SDI_RMRS,STAND_STRUCTURE_ME_NERS,TREES_PRESENT_NCRS,TREES_PRESENT_NERS,TRTCD1_P2A,TRTCD2_P2A,TRTCD3_P2A,TRTOPCD,TRTYR1_P2A,TRTYR2_P2A,TRTYR3_P2A,LAND_COVER_CLASS_CD,SIEQN_REF_CD,SICOND_FVS,SIBASE_FVS,SISP_FVS,SIEQN_REF_CD_FVS,MQUADPROP_UNADJ,SOILPROP_UNADJ,FOREST_COND_STATUS_CHANGE_CD
1227689633290487,618642696126144,2020,54,2,75,596,1,1,,0,11,10,921,999,519,1,0,5,1,5,69,50,316,0,,SUBP,0.518165,0.5,0.518165,,13,350,22,5,5,10,9999,0,,0,,10,2019,40,2020,0,,,8.0883,1,6.7661,6.7661,999,,,,,,,,S24,6,1,1,0.490871,3.96237,60.126851,0.810948,0.090105,2022-07-28 15:59:58,2026-07-06 08:31:10,8,7,,,,,,,,,,,,,,,,,1,2,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,69,50,316,ACRU02,,,0
1227689635290487,618642696126144,2020,54,2,75,596,3,2,,,,,,,,,,,,,,,,,,SUBP,0.068003,0.119447,0.068003,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,S24,,,,,,,,,2022-07-28 15:59:58,2026-06-25 10:33:48,8,7,,,,,,,,,,,,,,,,,1,2,2,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,0
1227689634290487,618642696126144,2020,54,2,75,596,2,1,,0,11,10,921,505,519,1,79,1,3,5,69,50,316,0,,SUBP,0.413832,0.380553,0.413832,,17,290,22,2,2,10,9999,0,,0,,0,,0,,0,,,160.3885,79,75.5375,71.3048,505,,,,,,,,S24,6,1,1,10.609663,6.934284,61.562436,0.697299,0.077478,2022-07-28 15:59:58,2026-07-06 08:31:10,8,7,,,,,,,,,,,,,,,,,1,85,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,69,50,316,ACRU02,,,0
1227690209290487,618642707126144,2020,54,2,75,1110,1,1,,0,31,30,,503,503,1,83,1,3,4,80,50,833,0,,SUBP,1.0,1.0,1.0,,43,120,22,3,3,60,9999,10,9999,0,,0,,0,,0,,,128.7183,83,54.9776,49.573,503,,,,,,,,S24,6,2,2,8.987569,6.709518,62.287715,0.690626,0.076736,2022-07-28 15:59:58,2026-07-06 08:31:10,8,7,,,,,,,,,,,,,,,,,1,85,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0
1227690445290487,618642711126144,2020,54,3,25,868,1,1,,0,31,30,,502,502,1,79,1,3,5,66,50,832,0,,SUBP,1.0,1.0,1.0,,18,346,22,2,2,0,,0,,0,,0,,0,,0,,,143.7899,79,74.0533,73.0974,502,,,,,,,,S24,6,1,1,8.549015,4.898054,58.207873,0.692462,0.07694,2022-07-28 15:59:58,2026-07-06 08:31:10,8,7,,,,,,,,,,,,,,,,,1,90,90,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,64,50,832,QUPR01,,,0
1227691188290487,618642728126144,2020,54,2,75,2250,1,1,,0,11,10,921,123,801,1,89,1,3,4,55,50,97,0,,SUBP,0.781709,0.690202,0.781709,,2,0,21,4,3,0,,0,,0,,0,,0,,0,,,144.785,89,48.8148,29.1427,123,,,,,,,,S24,6,1,1,11.295461,6.671877,60.615349,0.549459,0.061051,2022-07-28 15:59:58,2026-07-06 08:31:10,8,7,,,,,,,,,,,,,,,,,1,80,80,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,118,50,97,PIRU03,,,0
1227691189290487,618642728126144,2020,54,2,75,2250,2,2,,,,,,,,,,,,,,,,,,SUBP,0.218291,0.309798,0.218291,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,S24,,,,,,,,,2022-07-28 15:59:58,2026-06-25 10:33:48,8,7,,,,,,,,,,,,,,,,,1,0,0,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,0
1227691325290487,618642734126144,2020,54,3,25,625,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2022-07-28 15:59:58,2026-06-25 10:33:48,8,7,,,,,,,,,,,,,,,,,1,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1227691445290487,618642738126144,2020,54,2,77,1128,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2022-07-28 15:59:58,2026-06-25 10:33:48,8,7,,,,,,,,,,,,,,,,,1,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1227691874290487,618642752126144,2020,54,2,97,1757,1,2,,,,,,,,,,,,,,,,,,SUBP,0.75,0.75,0.75,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,S24,,,,,,,,,2022-07-28 15:59:58,2026-06-25 10:33:48,8,7,,,,,,,,,,,,,,,,,1,0,0,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,0
1227691875290487,618642752126144,2020,54,2,97,1757,2,1,,0,46,40,,702,705,1,95,1,3,5,57,50,901,0,,SUBP,0.25,0.25,0.25,,34,63,22,1,1,0,,0,,0,,0,,0,,0,,,227.4068,95,120.0,120.0,702,,,,,,,,S24,6,1,2,13.598085,3.623638,55.238869,0.863996,0.096,2022-07-28 15:59:58,2026-07-06 08:31:10,8,7,,,,,,,,,,,,,,,,,1,75,75,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.3,1.B.3.Na,1.B.3.Na.M029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,50,50,901,ROPS01,,,0
1227691999290487,618642757126144,2020,54,2,41,614,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2022-07-28 15:59:58,2026-06-25 10:33:48,8,7,,,,,,,,,,,,,,,,,1,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1227692131290487,618642760126144,2020,54,2,101,2089,1,1,,0,46,40,,505,520,1,73,1,3,4,84,50,316,0,,SUBP,1.0,1.0,1.0,,15,300,23,3,3,10,9999,0,,0,,0,,0,,0,,,103.6167,73,46.3301,46.0888,505,,,,,,,,S24,6,1,1,7.654042,4.279382,56.853491,0.696541,0.077393,2022-07-28 15:59:58,2026-07-06 08:31:10,8,7,,,,,,,,,,,,,,,,,1,85,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,87,50,316,ACRU02,,,0
1227697229290487,618642891126144,2020,54,4,85,1693,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2022-07-28 15:59:59,2026-06-25 10:33:48,8,7,,,,,,,,,,,,,,,,,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1227697902290487,618642904126144,2020,54,3,39,1505,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2022-07-28 15:59:59,2026-06-25 10:33:48,8,7,,,,,,,,,,,,,,,,,1,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1227697980290487,618642906126144,2020,54,3,39,466,1,2,,,,,,,,,,,,,,,,,,SUBP,0.391606,0.383326,0.391606,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,S24,,,,,,,,,2022-07-28 15:59:59,2026-06-25 10:33:48,8,7,,,,,,,,,,,,,,,,,1,2,2,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,0
1281471575290487,722581218290487,2021,54,2,41,2529,3,1,,0,24,20,,809,809,1,82,2,2,4,77,50,833,0,,SUBP,0.25,0.25,0.25,,35,10,22,4,3,0,,0,,0,,0,,0,,0,,,76.5326,82,37.2849,29.449,809,,,,,,,,S24,6,2,1,3.801414,3.184602,55.797335,0.671908,0.074656,2023-01-18 06:38:45,2026-07-06 08:31:11,9,1,,,,,,,,,,,,,,,,,1,85,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0
1281472586290487,722581237290487,2021,54,2,101,2321,1,5,2,,,,,,,,,,,,,,,,,SUBP,0.75,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:45,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,1,85,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1281472587290487,722581237290487,2021,54,2,101,2321,2,1,,0,46,40,,805,520,1,90,1,3,4,88,50,621,0,,SUBP,0.25,0.25,0.25,,32,305,22,3,3,10,9999,0,,0,,0,,0,,0,,,98.004,90,50.7069,50.7069,805,,,,,,,,S24,6,1,1,7.861137,4.25732,59.219811,0.634496,0.0705,2023-01-18 06:38:45,2026-07-06 08:31:11,9,1,,,,,,,,,,,,,,,,,1,85,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,84,50,621,LITU09,,,0
1281472628290487,722581238290487,2021,54,2,7,1862,1,1,,0,46,40,,504,504,1,89,1,3,6,62,50,802,0,,SUBP,1.0,1.0,1.0,,50,203,22,2,2,0,,0,,0,,0,,0,,0,,,135.054,89,76.1553,75.8259,504,,,,,,,,S24,6,1,1,8.543973,2.760229,59.085134,0.692461,0.07694,2023-01-18 06:38:45,2026-07-06 08:31:11,9,1,,,,,,,,,,,,,,,,,1,85,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,56,50,802,QUAL02,,,0
1281472912290487,722581244290487,2021,54,3,25,1561,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:45,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,1,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1281473206290487,722581250290487,2021,54,2,83,1402,1,1,,0,11,10,921,801,802,1,30,2,2,6,,,,0,,SUBP,0.75,0.75,0.75,,23,128,22,4,3,0,,0,,0,,10,2020,0,,0,,,67.9569,30,43.5668,33.6426,801,,,,,,,,S24,6,,6,3.705501,6.35676,68.502838,0.681238,0.075693,2023-01-18 06:38:45,2026-07-06 08:31:11,9,1,,,,,,,,,,,,,,,,,1,80,90,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0
1281473207290487,722581250290487,2021,54,2,83,1402,2,5,3,,,,,,,,,,,,,,,,,SUBP,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:45,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,1,65,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1281473490290487,722581254290487,2021,54,2,75,84,1,1,,0,11,10,921,801,801,1,119,1,3,5,68,50,318,0,,SUBP,1.0,1.0,1.0,,7,146,22,2,2,22,9999,0,,0,,0,,0,,0,,,159.4242,119,84.525,84.0366,801,,,,,,,,S24,6,1,1,12.146849,6.929161,61.935924,0.771904,0.085767,2023-01-18 06:38:45,2026-07-06 08:31:11,9,1,,,,,,,,,,,,,,,,,1,85,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,64,50,318,ACSA53,,,0
1281474028290487,722581264290487,2021,54,2,27,138,1,1,,0,46,40,,502,520,1,53,1,2,6,,,,0,,SUBP,0.5,0.5,0.5,,13,342,22,3,3,60,9999,43,9999,0,,0,,0,,0,,,88.7957,53,53.2094,53.2094,502,,,,,,,,S24,6,,6,4.988283,5.005174,56.682142,0.712953,0.079217,2023-01-18 06:38:45,2026-07-06 08:31:11,9,1,,,,,,,,,,,,,,,,,1,75,75,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
1281474029290487,722581264290487,2021,54,2,27,138,2,2,,,,,,,,,,,,,,,,,,SUBP,0.464856,0.5,0.464856,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:45,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,1,20,20,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1
1281474030290487,722581264290487,2021,54,2,27,138,3,2,,,,,,,,,,,,,,,,,,SUBP,0.035144,0.0,0.035144,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:45,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1
1281474095290487,722581266290487,2021,54,2,27,1850,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:45,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,1,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1281474451290487,722581275290487,2021,54,2,101,653,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:45,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,1,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1281474457290487,722581277290487,2021,54,3,67,2283,1,1,,0,46,40,,511,511,1,79,1,3,4,88,50,621,0,,SUBP,0.75,0.75,0.75,,36,67,22,3,3,0,,0,,0,,0,,0,,0,,,138.7913,79,51.2483,47.2014,511,,,,,,,,S24,6,3,1,7.930236,3.724762,61.018716,0.695212,0.077246,2023-01-18 06:38:45,2026-07-06 08:31:11,9,1,,,,,,,,,,,,,,,,,1,85,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,85,50,621,LITU09,,,0
1281474458290487,722581277290487,2021,54,3,67,2283,2,1,,0,46,40,,702,513,1,27,2,1,4,88,50,621,0,,SUBP,0.25,0.25,0.25,,37,89,22,3,3,0,,0,,0,,0,,0,,0,,,87.5045,27,48.0279,41.0422,702,,,,,,,,S24,6,3,1,4.108317,2.817294,56.372851,0.677099,0.075233,2023-01-18 06:38:45,2026-07-06 08:31:11,9,1,,,,,,,,,,,,,,,,,1,85,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,85,50,621,LITU09,,,0
1281475638290487,722581410290487,2021,54,2,93,5716,1,1,,1,11,10,921,809,809,1,40,1,3,4,47,50,97,0,,SUBP,1.0,1.0,1.0,,14,25,12,5,4,0,,0,,0,,0,,0,,0,,,70.7001,40,33.5495,6.6397,809,,,,,,,,S24,6,1,2,2.774626,6.632068,66.582809,0.693331,0.077037,2023-01-18 06:38:45,2026-07-06 08:31:12,9,1,,,,,,,,,,,,,,,,,1,50,50,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,99,50,97,PIRU03,,,0
1281475670290487,722581411290487,2021,54,2,71,5098,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:45,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,1,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1281476181290487,722581421290487,2021,54,3,25,6705,1,1,,0,11,10,921,503,515,1,137,2,3,5,75,50,832,0,,SUBP,1.0,1.0,1.0,,61,348,22,3,3,0,,0,,0,,0,,0,,0,,,65.9243,137,41.9706,36.7399,503,,,,,,,,S24,6,1,2,3.838439,3.634594,59.524222,0.722267,0.080252,2023-01-18 06:38:45,2026-07-06 08:31:12,9,1,,,,,,,,,,,,,,,,,1,90,90,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,51,50,832,QUPR01,,,0
1281476693290487,722581432290487,2021,54,2,83,8098,1,1,,0,11,10,921,801,801,1,110,1,3,5,70,50,318,0,,SUBP,1.0,1.0,1.0,,60,77,22,3,3,22,9999,10,9999,0,,0,,0,,0,,,138.5855,110,52.0235,50.7969,801,,,,,,,,S24,6,1,2,11.189409,8.716416,68.746119,0.711036,0.079004,2023-01-18 06:38:46,2026-07-06 08:31:12,9,1,,,,,,,,,,,,,,,,,1,95,95,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,69,50,318,ACSA53,,,0
1281476843290487,722581435290487,2021,54,2,75,7809,1,1,,0,11,10,921,801,801,1,101,1,3,6,61,50,316,0,,SUBP,1.0,1.0,1.0,,30,285,22,2,2,0,,0,,0,,0,,0,,0,,,158.2216,101,63.0234,60.6426,801,,,,,,,,S24,6,2,1,9.376697,8.323386,63.535885,0.625738,0.069526,2023-01-18 06:38:46,2026-07-06 08:31:12,9,1,,,,,,,,,,,,,,,,,1,85,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,48,50,316,ACRU02,,,0
1281477097290487,722580913290487,2021,54,4,35,821,1,2,,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:46,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,11,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
1281464192290487,722581003290487,2021,54,2,57,1243,1,1,,0,46,40,,801,520,1,78,1,3,5,65,50,318,0,,SUBP,0.812596,0.75,0.812596,,52,138,22,4,4,60,9999,43,9999,0,,0,,0,,0,,,51.954,78,31.6727,22.2348,801,,,,,,,,S24,6,1,2,2.994429,4.667557,50.659181,0.684723,0.07608,2023-01-18 06:38:46,2026-07-06 08:31:12,9,1,,,,,,,,,,,,,,,,,1,75,75,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,64,50,318,ACSA53,,,0
1281464193290487,722581003290487,2021,54,2,57,1243,2,2,,,,,,,,,,,,,,,,,,SUBP,0.187404,0.25,0.187404,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:46,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,1,40,40,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0
1281461961290487,722580941290487,2021,54,2,83,65,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:34,2026-06-25 10:33:47,9,1,,,,,,,,,,,,,,,,,1,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1281475821290487,722581416290487,2021,54,2,75,8770,1,1,,0,11,10,921,123,123,1,69,2,3,4,47,50,97,0,,SUBP,1.0,1.0,1.0,,14,348,22,2,2,0,,0,,0,,0,,0,,0,,,194.5769,69,94.4693,87.3041,123,,,,,,,,S24,6,1,2,10.070744,7.477148,66.917738,0.485957,0.053995,2023-01-18 06:38:36,2026-07-06 08:31:12,9,1,,,,,,,,,,,,,,,,,1,90,90,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,44,50,97,PIRU03,,,0
1281460982290487,722580917290487,2021,54,2,7,1448,1,5,2,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:46,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,1,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
1281461015290487,722580918290487,2021,54,3,89,198,1,2,,,,,,,,,,,,,,,,,,SUBP,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,S24,,,,,,,,,2023-01-18 06:38:46,2026-06-25 10:33:49,9,1,,,,,,,,,,,,,,,,,1,4,4,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,0
1281461016290487,722580918290487,2021,54,3,89,198,2,1,,0,46,40,,520,503,1,96,1,3,5,79,50,802,0,,SUBP,0.5,0.5,0.5,,45,114,22,4,3,10,9999,0,,0,,0,,0,,0,,,75.0011,96,45.2981,27.8321,520,,,,,,,,S24,6,1,1,3.929192,3.317924,47.960757,0.721399,0.080155,2023-01-18 06:38:46,2026-07-06 08:31:12,9,1,,,,,,,,,,,,,,,,,1,85,85,,,,,,0,,0,0,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,67,50,802,QUAL02,,,0
