CN,PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,COND_STATUS_CD,COND_NONSAMPLE_REASN_CD,RESERVCD,OWNCD,OWNGRPCD,ADFORCD,FORTYPCD,FLDTYPCD,MAPDEN,STDAGE,STDSZCD,FLDSZCD,SITECLCD,SICOND,SIBASE,SISP,STDORGCD,STDORGSP,PROP_BASIS,CONDPROP_UNADJ,MICRPROP_UNADJ,SUBPPROP_UNADJ,MACRPROP_UNADJ,SLOPE,ASPECT,PHYSCLCD,GSSTKCD,ALSTKCD,DSTRBCD1,DSTRBYR1,DSTRBCD2,DSTRBYR2,DSTRBCD3,DSTRBYR3,TRTCD1,TRTYR1,TRTCD2,TRTYR2,TRTCD3,TRTYR3,PRESNFCD,BALIVE,FLDAGE,ALSTK,GSSTK,FORTYPCDCALC,HABTYPCD1,HABTYPCD1_PUB_CD,HABTYPCD1_DESCR_PUB_CD,HABTYPCD2,HABTYPCD2_PUB_CD,HABTYPCD2_DESCR_PUB_CD,MIXEDCONFCD,VOL_LOC_GRP,SITECLCDEST,SITETREE_TREE,SITECL_METHOD,CARBON_DOWN_DEAD,CARBON_LITTER,CARBON_SOIL_ORG,CARBON_UNDERSTORY_AG,CARBON_UNDERSTORY_BG,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE,SOIL_ROOTING_DEPTH_PNW,GROUND_LAND_CLASS_PNW,PLANT_STOCKABILITY_FACTOR_PNW,STND_COND_CD_PNWRS,STND_STRUC_CD_PNWRS,STUMP_CD_PNWRS,FIRE_SRS,GRAZING_SRS,HARVEST_TYPE1_SRS,HARVEST_TYPE2_SRS,HARVEST_TYPE3_SRS,LAND_USE_SRS,OPERABILITY_SRS,STAND_STRUCTURE_SRS,NF_COND_STATUS_CD,NF_COND_NONSAMPLE_REASN_CD,CANOPY_CVR_SAMPLE_METHOD_CD,LIVE_CANOPY_CVR_PCT,LIVE_MISSING_CANOPY_CVR_PCT,NBR_LIVE_STEMS,OWNSUBCD,INDUSTRIALCD_FIADB,RESERVCD_5,ADMIN_WITHDRAWN_CD,CHAINING_CD,LAND_COVER_CLASS_CD_RET,AFFORESTATION_CD,PREV_AFFORESTATION_CD,DWM_FUELBED_TYPCD,NVCS_PRIMARY_CLASS,NVCS_LEVEL_1_CD,NVCS_LEVEL_2_CD,NVCS_LEVEL_3_CD,NVCS_LEVEL_4_CD,NVCS_LEVEL_5_CD,NVCS_LEVEL_6_CD,NVCS_LEVEL_7_CD,NVCS_LEVEL_8_CD,AGE_BASIS_CD_PNWRS,COND_STATUS_CHNG_CD_RMRS,CRCOVPCT_RMRS,DOMINANT_SPECIES1_PNWRS,DOMINANT_SPECIES2_PNWRS,DOMINANT_SPECIES3_PNWRS,DSTRBCD1_P2A,DSTRBCD2_P2A,DSTRBCD3_P2A,DSTRBYR1_P2A,DSTRBYR2_P2A,DSTRBYR3_P2A,FLDTYPCD_30,FOREST_COMMUNITY_PNWRS,LAND_USECD_RMRS,MAICF,PCTBARE_RMRS,QMD_RMRS,RANGETYPCD_RMRS,SDIMAX_RMRS,SDIPCT_RMRS,SDI_RMRS,STAND_STRUCTURE_ME_NERS,TREES_PRESENT_NCRS,TREES_PRESENT_NERS,TRTCD1_P2A,TRTCD2_P2A,TRTCD3_P2A,TRTOPCD,TRTYR1_P2A,TRTYR2_P2A,TRTYR3_P2A,LAND_COVER_CLASS_CD,SIEQN_REF_CD,SICOND_FVS,SIBASE_FVS,SISP_FVS,SIEQN_REF_CD_FVS,MQUADPROP_UNADJ,SOILPROP_UNADJ,FOREST_COND_STATUS_CHANGE_CD
66743200010538,66743198010538,2005,54,2,71,319,1,2,,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-03-07 13:11:41,2026-06-24 12:48:36,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66743482010538,66743480010538,2005,54,2,71,1288,1,1,,0,46,40,,801,809,1,44,2,2,5,72,50,316,0,,SUBP,1.0,1.0,1.0,,21,326,22,2,2,10,9999,0,,0,,0,,0,,0,,,148.759,44,84.3094,82.7988,801,,,,,,,,S24,6,1,1,9.088522,6.324928,57.203943,0.628169,0.069797,2007-03-07 13:11:45,2026-07-06 08:27:02,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,809,,,,,,,,,,,,,,,,,,,,,,72,50,316,ACRU02,,,
66774703010538,66774700010538,2005,54,2,71,293,1,1,,0,46,40,,502,502,1,102,1,3,6,60,50,832,0,,SUBP,1.0,1.0,1.0,,17,338,22,2,2,0,,0,,0,,0,,0,,0,,,127.8496,102,78.0162,77.728,502,,,,,,,,S24,6,1,2,7.289161,4.728431,57.908177,0.698271,0.077586,2007-03-07 13:28:31,2026-07-06 08:27:02,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,502,,,,,,,,,,,,,,,,,,,,,,51,50,832,QUPR01,,,
66745006010538,66745002010538,2005,54,2,75,2017,1,1,,0,11,10,921,962,520,1,90,1,3,5,73,50,371,0,,SUBP,1.0,1.0,1.0,,46,155,22,2,2,10,9999,0,,0,,0,,0,,0,,,148.6929,90,80.7265,80.7265,962,,,,,,,,S24,6,1,1,8.514774,7.6547,67.114884,0.630519,0.070058,2007-03-07 13:12:16,2026-07-06 08:27:02,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,68,50,371,BEAL03,,,
66744670010538,66744668010538,2005,54,2,75,886,1,2,,,,,,,,,,,,,,,,,,SUBP,0.75,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-03-07 13:12:07,2026-06-24 12:48:38,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66744672010538,66744668010538,2005,54,2,75,886,2,1,,0,46,40,,103,504,1,99,2,3,6,59,50,802,0,,SUBP,0.25,0.25,0.25,,28,245,22,2,2,0,,0,,0,,0,,0,,0,,,98.4745,99,64.9021,64.9021,103,,,,,,,,S24,6,1,2,2.221409,6.224364,59.540254,0.648946,0.072105,2007-03-07 13:12:07,2026-07-06 08:27:02,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,504,,,,,,,,,,,,,,,,,,,,,,50,50,802,QUAL02,,,
66775102010538,66775099010538,2005,54,2,77,863,1,1,,0,46,40,,505,505,1,67,1,3,4,76,50,833,0,,SUBP,1.0,1.0,1.0,,25,255,22,3,3,51,2005,0,,0,,0,,0,,0,,,92.6452,67,54.5345,54.3789,505,,,,,,,,S24,6,1,2,5.529024,5.554091,60.314605,0.708675,0.078742,2007-03-07 13:28:36,2026-07-06 08:27:02,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66748170010538,66748168010538,2005,54,3,81,1604,1,2,,,,,,,,,,,,,,,,,,SUBP,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-03-07 13:13:49,2026-06-24 12:48:37,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66748172010538,66748168010538,2005,54,3,81,1604,2,2,,,,,,,,,,,,,,,,,,SUBP,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-03-07 13:13:49,2026-06-24 12:48:37,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66748174010538,66748168010538,2005,54,3,81,1604,3,2,,,,,,,,,,,,,,,,,,SUBP,0.25,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-03-07 13:13:49,2026-06-24 12:48:37,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66771969010538,66771966010538,2005,54,2,57,860,1,1,,0,46,40,,515,515,1,86,1,3,6,,,,0,,SUBP,1.0,1.0,1.0,,30,333,22,2,2,80,2003,0,,0,,0,,0,,0,,,129.7753,86,72.7529,68.6287,515,,,,,,,,S24,6,,6,6.437515,5.464171,46.283151,0.702881,0.078098,2007-03-07 13:27:31,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66765664010538,66765661010538,2005,54,3,19,1795,1,1,,0,46,40,,506,105,1,72,1,3,4,64,50,261,0,,SUBP,1.0,1.0,1.0,,20,232,22,2,2,0,,0,,0,,0,,0,,0,,,149.3641,72,67.0798,62.5036,506,,,,,,,,S24,6,1,2,8.688707,3.274875,55.404581,0.6919,0.076878,2007-03-07 13:24:48,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,55,50,261,TSCA01,,,
66766012010538,66766009010538,2005,54,3,19,1634,1,1,,0,46,40,,506,511,1,55,2,2,5,68,50,802,0,,SUBP,0.616978,0.75,0.616978,,26,104,22,4,3,0,,0,,0,,0,,0,,0,,,77.4937,55,35.0417,33.6579,506,,,,,,,,S24,6,1,2,2.970226,3.019623,63.025457,0.732961,0.08144,2007-03-07 13:24:59,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,511,,,,,,,,,,,,,,,,,,,,,,58,50,802,QUAL02,,,
66766014010538,66766009010538,2005,54,3,19,1634,2,2,,,,,,,,,,,,,,,,,,SUBP,0.383022,0.25,0.383022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-03-07 13:24:59,2026-06-24 12:48:38,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66749480010538,66749478010538,2005,54,2,1,1093,1,1,,0,46,40,,516,511,1,14,3,1,3,114,50,621,0,,SUBP,1.0,1.0,1.0,,28,96,22,3,3,51,2005,0,,0,,0,,0,,0,,,29.902,14,54.7311,41.2075,516,,,,,,,,S24,6,1,2,2.676537,3.617943,55.080495,0.788646,0.087627,2007-03-07 13:14:34,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M013,,,,,,,,,,,,,,,,511,,,,,,,,,,,,,,,,,,,,,,118,50,621,LITU09,,,
66749731010538,66749729010538,2005,54,2,1,3541,1,2,,,,,,,,,,,,,,,,,,SUBP,0.75,0.75,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-03-07 13:14:38,2026-06-24 12:48:37,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66749733010538,66749729010538,2005,54,2,1,3541,2,1,,0,46,40,,519,809,1,49,2,2,6,,,,0,,SUBP,0.25,0.25,0.25,,10,298,22,3,2,0,,0,,0,,0,,0,,0,,,128.5434,49,68.9912,42.4972,519,,,,,,,,S24,6,,6,4.876417,3.802304,57.933031,0.71406,0.07934,2007-03-07 13:14:38,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M016,,,,,,,,,,,,,,,,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66766401010538,66766398010538,2005,54,3,19,1727,1,1,,0,46,40,,805,805,1,51,2,2,5,60,50,318,0,,SUBP,1.0,1.0,1.0,,45,96,23,4,4,0,,0,,0,,0,,0,,0,,,50.1214,51,31.7717,26.4131,805,,,,,,,,S24,6,1,2,1.945992,2.705332,62.366692,0.710865,0.078985,2007-03-07 13:25:14,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,805,,,,,,,,,,,,,,,,,,,,,,60,50,318,ACSA53,,,
66756277010538,66756273010538,2005,54,3,25,2489,1,1,,0,11,10,921,405,163,1,79,1,3,4,68,50,132,0,,SUBP,1.0,1.0,1.0,,32,242,22,2,2,0,,0,,0,,0,,0,,0,,,111.6698,79,69.1755,63.8843,405,,,,,,,,S24,6,1,2,4.829895,4.71569,55.806311,0.847257,0.09414,2007-03-07 13:17:43,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,69,50,132,PIVI03,,,
66755780010538,66755778010538,2005,54,3,25,132,1,1,,0,46,40,,506,503,1,71,1,3,5,67,50,802,0,,SUBP,0.75,0.75,0.75,,11,339,22,2,2,0,,0,,0,,0,,0,,0,,,109.2178,71,67.0891,64.0351,506,,,,,,,,S24,6,1,2,5.783832,4.01378,47.893487,0.706942,0.078549,2007-03-07 13:17:33,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,503,,,,,,,,,,,,,,,,,,,,,,62,50,802,QUAL02,,,
66755782010538,66755778010538,2005,54,3,25,132,2,1,,0,46,40,,502,515,1,96,1,3,4,77,50,837,0,,SUBP,0.25,0.25,0.25,,25,331,22,2,2,0,,0,,0,,0,,0,,0,,,169.9783,96,93.5947,92.9117,502,,,,,,,,S24,6,2,2,8.970724,4.010308,47.893487,0.690677,0.076742,2007-03-07 13:17:33,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,515,,,,,,,,,,,,,,,,,,,,,,71,50,837,QUVE01,,,
66768845010538,66768840010538,2005,54,4,35,1732,2,1,,0,46,40,,405,503,1,74,1,3,6,,,,0,,SUBP,0.442465,0.5,0.442465,,5,170,22,3,2,51,2003,46,2002,0,,0,,0,,0,,,212.9429,74,72.3312,40.5564,405,,,,,,,,S24,6,,6,14.307107,3.559232,42.219536,1.051678,0.116853,2007-03-07 13:26:04,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66768847010538,66768840010538,2005,54,4,35,1732,3,2,,,,,,,,,,,,,,,,,,SUBP,0.057535,0.0,0.057535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-03-07 13:26:04,2026-06-24 12:48:38,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66758258010538,66758256010538,2005,54,4,35,2337,1,1,,0,46,40,,503,507,1,31,3,2,5,73,50,901,0,,SUBP,1.0,1.0,1.0,,44,94,22,3,3,0,,0,,0,,0,,0,,0,,,33.682,31,45.0543,39.4695,503,,,,,,,,S24,6,1,2,1.539158,2.208959,40.765239,0.772964,0.085885,2007-03-07 13:18:19,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M016,,,,,,,,,,,,,,,,507,,,,,,,,,,,,,,,,,,,,,,73,50,901,ROPS01,,,
66769031010538,66769028010538,2005,54,3,39,655,1,1,,0,46,40,,503,503,1,78,1,3,6,62,50,802,0,,SUBP,1.0,1.0,1.0,,13,124,22,4,3,0,,0,,0,,10,2001,0,,0,,,59.0679,78,36.9206,31.0521,503,,,,,,,,S24,6,1,2,3.562115,3.09349,44.313774,0.725222,0.08058,2007-03-07 13:26:08,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,503,,,,,,,,,,,,,,,,,,,,,,52,50,802,QUAL02,,,
66735251010538,66735249010538,2005,54,3,39,2800,1,1,,0,46,40,,504,503,1,72,1,3,6,60,50,802,0,,SUBP,0.842633,0.796813,0.842633,,29,162,22,3,3,0,,0,,0,,0,,0,,0,,,95.7167,72,54.4974,54.136,504,,,,,,,,S24,6,1,1,5.631257,2.855902,40.761798,0.707933,0.078659,2007-03-07 13:07:39,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,503,,,,,,,,,,,,,,,,,,,,,,55,50,802,QUAL02,,,
66735253010538,66735249010538,2005,54,3,39,2800,2,2,,,,,,,,,,,,,,,,,,SUBP,0.157367,0.203187,0.157367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-03-07 13:07:39,2026-06-24 12:48:37,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66738659010538,66738657010538,2005,54,4,49,2062,1,2,,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-03-07 13:09:31,2026-06-24 12:48:35,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66750292010538,66750290010538,2005,54,3,5,148,1,1,,0,46,40,,503,503,1,10,3,1,5,68,50,837,0,,SUBP,0.75,0.75,0.75,,75,231,22,2,2,0,,0,,0,,0,,0,,0,,,16.7752,10,89.2602,84.1086,503,,,,,,,,S24,6,1,2,3.227569,1.886813,56.19859,0.803293,0.089255,2007-03-07 13:14:59,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,503,,,,,,,,,,,,,,,,,,,,,,56,50,837,QUVE01,,,
66750294010538,66750290010538,2005,54,3,5,148,2,1,,0,46,40,,503,503,1,124,1,3,6,,,,0,,SUBP,0.25,0.25,0.25,,79,290,22,5,4,0,,0,,0,,0,,0,,0,,,50.087,124,32.8868,3.1489,503,,,,,,,,S24,6,,6,2.356036,3.131452,56.19859,0.741088,0.082343,2007-03-07 13:14:59,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66770772010538,66770769010538,2005,54,4,51,644,1,1,,0,46,40,,503,520,1,52,1,3,5,68,50,833,0,,SUBP,0.951125,0.834272,0.951125,,50,150,22,2,2,60,9999,0,,0,,0,,0,,0,,,132.7059,52,84.7936,80.1679,503,,,,,,,,S24,6,1,1,6.215099,3.547323,42.683422,0.704664,0.078296,2007-03-07 13:26:56,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66770774010538,66770769010538,2005,54,4,51,644,2,2,,,,,,,,,,,,,,,,,,SUBP,0.048875,0.165728,0.048875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-03-07 13:26:56,2026-06-24 12:48:38,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66771603010538,66771600010538,2005,54,3,55,2171,1,1,,0,46,40,,503,520,1,66,1,2,4,77,50,833,0,,SUBP,1.0,1.0,1.0,,28,15,22,3,3,46,9999,0,,0,,0,,0,,0,,,100.3264,66,58.3759,56.9783,503,,,,,,,,S24,6,1,2,4.839273,3.959358,43.214448,0.713709,0.079301,2007-03-07 13:27:20,2026-07-06 08:27:01,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66748176010538,66748168010538,2005,54,3,81,1604,4,1,,0,46,40,,516,805,1,56,2,3,5,74,50,833,0,,SUBP,0.25,0.25,0.25,,85,87,22,3,3,0,,0,,0,,0,,0,,0,,,108.7481,56,44.7037,44.6822,516,,,,,,,,S24,6,1,2,5.703498,3.230495,52.412737,0.70775,0.078639,2007-03-07 13:13:49,2026-07-06 08:27:02,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66776246010538,66776241010538,2005,54,2,83,15,1,1,,0,11,10,921,515,502,1,93,1,3,5,65,50,802,0,,SUBP,1.0,1.0,1.0,,27,280,22,2,2,0,,0,,0,,0,,0,,0,,,154.4387,93,92.3313,91.8403,515,,,,,,,,S24,6,1,2,9.603372,6.690456,64.0792,0.688203,0.076467,2007-03-07 13:29:09,2026-07-06 08:27:02,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,502,,,,,,,,,,,,,,,,,,,,,,55,50,802,QUAL02,,,
66760131010538,66760127010538,2005,54,2,83,854,1,1,,0,11,10,921,801,809,1,36,2,2,5,43,50,97,0,,SUBP,1.0,1.0,1.0,,16,200,22,4,3,0,,0,,0,,0,,0,,0,,,107.9017,36,57.6663,32.0534,801,,,,,,,,S24,6,1,2,3.800671,7.453551,66.177934,0.676447,0.075161,2007-03-07 13:19:07,2026-07-06 08:27:02,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M014,,,,,,,,,,,,,,,,809,,,,,,,,,,,,,,,,,,,,,,66,50,97,PIRU03,,,
66748904010538,66748902010538,2005,54,2,83,627,1,1,,0,46,40,,515,519,1,72,1,3,5,76,50,832,0,,SUBP,1.0,1.0,1.0,,56,295,22,2,2,0,,0,,0,,0,,0,,0,,,155.1883,72,88.9517,84.8842,515,,,,,,,,S24,6,1,2,9.070673,6.886998,65.704766,0.69033,0.076703,2007-03-07 13:14:16,2026-07-06 08:27:02,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M502,,,,,,,,,,,,,,,,519,,,,,,,,,,,,,,,,,,,,,,70,50,832,QUPR01,,,
66749282010538,66749280010538,2005,54,2,83,1282,1,1,,0,46,40,,506,801,1,47,1,2,4,83,50,371,0,,SUBP,1.0,1.0,1.0,,73,264,22,2,2,0,,0,,0,,10,2005,0,,0,,,120.1159,47,79.842,78.0794,506,,,,,,,,S24,6,1,1,6.848976,7.424442,57.453734,0.701257,0.077917,2007-03-07 13:14:28,2026-07-06 08:27:02,6,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,801,,,,,,,,,,,,,,,,,,,,,,86,50,371,BEAL03,,,
75109285010538,75109283010538,2006,54,3,89,2029,1,1,,0,46,40,,513,513,1,5,3,1,6,,,,0,,SUBP,1.0,1.0,1.0,,0,0,22,4,4,0,,0,,0,,0,,0,,0,,,0.0,5,30.0,30.0,513,,,,,,,,S24,6,,6,4.106134,3.449977,53.774573,0.825743,0.091749,2007-09-11 11:13:33,2026-07-06 08:27:07,6,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,-1,-1.-1,-1.-1.-1,-1.-1.-1.-1,-1.-1.-1.-1.-1,,,,,,,,,,,,,,,,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75110522010538,75110520010538,2006,54,4,95,1462,1,1,,0,46,40,,503,805,1,61,1,3,5,69,50,318,0,,SUBP,1.0,1.0,1.0,,55,17,22,3,3,0,,0,,0,,0,,0,,0,,,49.9022,61,40.7064,39.6768,503,,,,,,,,S24,6,1,2,2.851055,2.790655,43.325894,0.734224,0.08158,2007-09-11 11:14:11,2026-07-06 08:27:07,6,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,NATURAL,1,1.B,1.B.2,1.B.2.Na,1.B.2.Na.M883,,,,,,,,,,,,,,,,805,,,,,,,,,,,,,,,,,,,,,,67,50,318,ACSA53,,,
75112575010538,75112573010538,2006,54,4,99,2080,1,2,,,,,,,,,,,,,,,,,,SUBP,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-09-11 11:15:46,2026-06-24 12:48:38,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75112796010538,75112794010538,2006,54,4,99,505,1,2,,,,,,,,,,,,,,,,,,SUBP,0.222307,0.25,0.222307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S24,,,,,,,,,2007-09-11 11:15:57,2026-06-24 12:48:38,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
