CN,PLT_CN,STATECD,UNITCD,COUNTYCD,PLOT,INVYR,SUBP,CONDID,GROWTH_HABIT_CD,LAYER,COVER_PCT,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE
273380008489998,29637245020004,54,3,109,1679.0,2013,2.0,2,FB,4,0,2014-08-01 12:20:55,,7,5
273380009489998,29637245020004,54,3,109,1679.0,2013,2.0,2,FB,5,20,2014-08-01 12:20:55,,7,5
273380015489998,29637245020004,54,3,109,1679.0,2013,2.0,2,FN,1,0,2014-08-01 12:20:55,,7,5
273380016489998,29637245020004,54,3,109,1679.0,2013,2.0,2,FN,2,0,2014-08-01 12:20:55,,7,5
273380017489998,29637245020004,54,3,109,1679.0,2013,2.0,2,FN,3,0,2014-08-01 12:20:55,,7,5
273380018489998,29637245020004,54,3,109,1679.0,2013,2.0,2,FN,4,0,2014-08-01 12:20:55,,7,5
273380019489998,29637245020004,54,3,109,1679.0,2013,2.0,2,FN,5,0,2014-08-01 12:20:55,,7,5
273380010489998,29637245020004,54,3,109,1679.0,2013,2.0,2,GR,1,12,2014-08-01 12:20:55,,7,5
273380011489998,29637245020004,54,3,109,1679.0,2013,2.0,2,GR,2,2,2014-08-01 12:20:55,,7,5
273380012489998,29637245020004,54,3,109,1679.0,2013,2.0,2,GR,3,0,2014-08-01 12:20:55,,7,5
273380013489998,29637245020004,54,3,109,1679.0,2013,2.0,2,GR,4,0,2014-08-01 12:20:55,,7,5
273380014489998,29637245020004,54,3,109,1679.0,2013,2.0,2,GR,5,12,2014-08-01 12:20:55,,7,5
273379995489998,29637245020004,54,3,109,1679.0,2013,2.0,2,NT,1,1,2014-08-01 12:20:55,,7,5
273379996489998,29637245020004,54,3,109,1679.0,2013,2.0,2,NT,2,2,2014-08-01 12:20:55,,7,5
273379997489998,29637245020004,54,3,109,1679.0,2013,2.0,2,NT,3,2,2014-08-01 12:20:55,,7,5
273379998489998,29637245020004,54,3,109,1679.0,2013,2.0,2,NT,4,0,2014-08-01 12:20:55,,7,5
273379999489998,29637245020004,54,3,109,1679.0,2013,2.0,2,NT,5,3,2014-08-01 12:20:55,,7,5
273380000489998,29637245020004,54,3,109,1679.0,2013,2.0,2,SH,1,30,2014-08-01 12:20:55,,7,5
273380001489998,29637245020004,54,3,109,1679.0,2013,2.0,2,SH,2,55,2014-08-01 12:20:55,,7,5
273380002489998,29637245020004,54,3,109,1679.0,2013,2.0,2,SH,3,12,2014-08-01 12:20:55,,7,5
273380003489998,29637245020004,54,3,109,1679.0,2013,2.0,2,SH,4,0,2014-08-01 12:20:55,,7,5
273380004489998,29637245020004,54,3,109,1679.0,2013,2.0,2,SH,5,78,2014-08-01 12:20:55,,7,5
273379990489998,29637245020004,54,3,109,1679.0,2013,2.0,2,TT,1,1,2014-08-01 12:20:55,,7,5
273379991489998,29637245020004,54,3,109,1679.0,2013,2.0,2,TT,2,5,2014-08-01 12:20:55,,7,5
273379992489998,29637245020004,54,3,109,1679.0,2013,2.0,2,TT,3,5,2014-08-01 12:20:55,,7,5
273379993489998,29637245020004,54,3,109,1679.0,2013,2.0,2,TT,4,20,2014-08-01 12:20:55,,7,5
273379994489998,29637245020004,54,3,109,1679.0,2013,2.0,2,TT,5,25,2014-08-01 12:20:55,,7,5
273380035489998,29637245020004,54,3,109,1679.0,2013,4.0,2,FB,1,2,2014-08-01 12:20:55,,7,5
273380036489998,29637245020004,54,3,109,1679.0,2013,4.0,2,FB,2,1,2014-08-01 12:20:55,,7,5
273380037489998,29637245020004,54,3,109,1679.0,2013,4.0,2,FB,3,0,2014-08-01 12:20:55,,7,5
273380038489998,29637245020004,54,3,109,1679.0,2013,4.0,2,FB,4,0,2014-08-01 12:20:55,,7,5
273380039489998,29637245020004,54,3,109,1679.0,2013,4.0,2,FB,5,2,2014-08-01 12:20:55,,7,5
273380045489998,29637245020004,54,3,109,1679.0,2013,4.0,2,FN,1,1,2014-08-01 12:20:55,,7,5
273380046489998,29637245020004,54,3,109,1679.0,2013,4.0,2,FN,2,1,2014-08-01 12:20:55,,7,5
273380047489998,29637245020004,54,3,109,1679.0,2013,4.0,2,FN,3,0,2014-08-01 12:20:55,,7,5
273380048489998,29637245020004,54,3,109,1679.0,2013,4.0,2,FN,4,0,2014-08-01 12:20:55,,7,5
273380049489998,29637245020004,54,3,109,1679.0,2013,4.0,2,FN,5,1,2014-08-01 12:20:55,,7,5
273380040489998,29637245020004,54,3,109,1679.0,2013,4.0,2,GR,1,2,2014-08-01 12:20:55,,7,5
273380041489998,29637245020004,54,3,109,1679.0,2013,4.0,2,GR,2,1,2014-08-01 12:20:55,,7,5
273380042489998,29637245020004,54,3,109,1679.0,2013,4.0,2,GR,3,0,2014-08-01 12:20:55,,7,5
273380043489998,29637245020004,54,3,109,1679.0,2013,4.0,2,GR,4,0,2014-08-01 12:20:55,,7,5
273380044489998,29637245020004,54,3,109,1679.0,2013,4.0,2,GR,5,2,2014-08-01 12:20:55,,7,5
273380025489998,29637245020004,54,3,109,1679.0,2013,4.0,2,NT,1,1,2014-08-01 12:20:55,,7,5
273380026489998,29637245020004,54,3,109,1679.0,2013,4.0,2,NT,2,4,2014-08-01 12:20:55,,7,5
273380027489998,29637245020004,54,3,109,1679.0,2013,4.0,2,NT,3,4,2014-08-01 12:20:55,,7,5
273380028489998,29637245020004,54,3,109,1679.0,2013,4.0,2,NT,4,0,2014-08-01 12:20:55,,7,5
273380029489998,29637245020004,54,3,109,1679.0,2013,4.0,2,NT,5,4,2014-08-01 12:20:55,,7,5
273380030489998,29637245020004,54,3,109,1679.0,2013,4.0,2,SH,1,12,2014-08-01 12:20:55,,7,5
273380031489998,29637245020004,54,3,109,1679.0,2013,4.0,2,SH,2,60,2014-08-01 12:20:55,,7,5
273380032489998,29637245020004,54,3,109,1679.0,2013,4.0,2,SH,3,22,2014-08-01 12:20:55,,7,5
273380033489998,29637245020004,54,3,109,1679.0,2013,4.0,2,SH,4,1,2014-08-01 12:20:55,,7,5
273380034489998,29637245020004,54,3,109,1679.0,2013,4.0,2,SH,5,65,2014-08-01 12:20:55,,7,5
273380020489998,29637245020004,54,3,109,1679.0,2013,4.0,2,TT,1,1,2014-08-01 12:20:55,,7,5
273380021489998,29637245020004,54,3,109,1679.0,2013,4.0,2,TT,2,6,2014-08-01 12:20:55,,7,5
273380022489998,29637245020004,54,3,109,1679.0,2013,4.0,2,TT,3,78,2014-08-01 12:20:55,,7,5
273380023489998,29637245020004,54,3,109,1679.0,2013,4.0,2,TT,4,55,2014-08-01 12:20:55,,7,5
273380024489998,29637245020004,54,3,109,1679.0,2013,4.0,2,TT,5,94,2014-08-01 12:20:55,,7,5
329753164489998,171920577020004,54,2,1,1932.0,2014,1.0,1,FB,1,10,2015-05-22 06:54:02,,8,1
329753165489998,171920577020004,54,2,1,1932.0,2014,1.0,1,FB,2,5,2015-05-22 06:54:02,,8,1
329753166489998,171920577020004,54,2,1,1932.0,2014,1.0,1,FB,3,0,2015-05-22 06:54:02,,8,1
329753167489998,171920577020004,54,2,1,1932.0,2014,1.0,1,FB,4,0,2015-05-22 06:54:02,,8,1
329753168489998,171920577020004,54,2,1,1932.0,2014,1.0,1,FB,5,10,2015-05-22 06:54:02,,8,1
329753174489998,171920577020004,54,2,1,1932.0,2014,1.0,1,FN,1,0,2015-05-22 06:54:03,,8,1
329753175489998,171920577020004,54,2,1,1932.0,2014,1.0,1,FN,2,0,2015-05-22 06:54:03,,8,1
329753176489998,171920577020004,54,2,1,1932.0,2014,1.0,1,FN,3,0,2015-05-22 06:54:03,,8,1
329753177489998,171920577020004,54,2,1,1932.0,2014,1.0,1,FN,4,0,2015-05-22 06:54:03,,8,1
329753178489998,171920577020004,54,2,1,1932.0,2014,1.0,1,FN,5,0,2015-05-22 06:54:03,,8,1
329753169489998,171920577020004,54,2,1,1932.0,2014,1.0,1,GR,1,2,2015-05-22 06:54:02,,8,1
329753170489998,171920577020004,54,2,1,1932.0,2014,1.0,1,GR,2,1,2015-05-22 06:54:02,,8,1
329753171489998,171920577020004,54,2,1,1932.0,2014,1.0,1,GR,3,0,2015-05-22 06:54:03,,8,1
329753172489998,171920577020004,54,2,1,1932.0,2014,1.0,1,GR,4,0,2015-05-22 06:54:03,,8,1
329753173489998,171920577020004,54,2,1,1932.0,2014,1.0,1,GR,5,2,2015-05-22 06:54:03,,8,1
329753154489998,171920577020004,54,2,1,1932.0,2014,1.0,1,NT,1,0,2015-05-22 06:54:02,,8,1
329753155489998,171920577020004,54,2,1,1932.0,2014,1.0,1,NT,2,0,2015-05-22 06:54:02,,8,1
329753156489998,171920577020004,54,2,1,1932.0,2014,1.0,1,NT,3,0,2015-05-22 06:54:02,,8,1
329753157489998,171920577020004,54,2,1,1932.0,2014,1.0,1,NT,4,0,2015-05-22 06:54:02,,8,1
329753158489998,171920577020004,54,2,1,1932.0,2014,1.0,1,NT,5,0,2015-05-22 06:54:02,,8,1
329753159489998,171920577020004,54,2,1,1932.0,2014,1.0,1,SH,1,97,2015-05-22 06:54:02,,8,1
329753160489998,171920577020004,54,2,1,1932.0,2014,1.0,1,SH,2,97,2015-05-22 06:54:02,,8,1
329753161489998,171920577020004,54,2,1,1932.0,2014,1.0,1,SH,3,50,2015-05-22 06:54:02,,8,1
329753162489998,171920577020004,54,2,1,1932.0,2014,1.0,1,SH,4,0,2015-05-22 06:54:02,,8,1
329753163489998,171920577020004,54,2,1,1932.0,2014,1.0,1,SH,5,97,2015-05-22 06:54:02,,8,1
329753149489998,171920577020004,54,2,1,1932.0,2014,1.0,1,TT,1,1,2015-05-22 06:54:02,,8,1
329753150489998,171920577020004,54,2,1,1932.0,2014,1.0,1,TT,2,1,2015-05-22 06:54:02,,8,1
329753151489998,171920577020004,54,2,1,1932.0,2014,1.0,1,TT,3,2,2015-05-22 06:54:02,,8,1
329753152489998,171920577020004,54,2,1,1932.0,2014,1.0,1,TT,4,2,2015-05-22 06:54:02,,8,1
329753153489998,171920577020004,54,2,1,1932.0,2014,1.0,1,TT,5,2,2015-05-22 06:54:02,,8,1
329753194489998,171920577020004,54,2,1,1932.0,2014,2.0,1,FB,1,45,2015-05-22 06:54:03,,8,1
329753195489998,171920577020004,54,2,1,1932.0,2014,2.0,1,FB,2,8,2015-05-22 06:54:03,,8,1
329753196489998,171920577020004,54,2,1,1932.0,2014,2.0,1,FB,3,0,2015-05-22 06:54:03,,8,1
329753197489998,171920577020004,54,2,1,1932.0,2014,2.0,1,FB,4,0,2015-05-22 06:54:03,,8,1
329753198489998,171920577020004,54,2,1,1932.0,2014,2.0,1,FB,5,45,2015-05-22 06:54:03,,8,1
329753204489998,171920577020004,54,2,1,1932.0,2014,2.0,1,FN,1,2,2015-05-22 06:54:03,,8,1
329753205489998,171920577020004,54,2,1,1932.0,2014,2.0,1,FN,2,0,2015-05-22 06:54:03,,8,1
329753206489998,171920577020004,54,2,1,1932.0,2014,2.0,1,FN,3,0,2015-05-22 06:54:03,,8,1
329753207489998,171920577020004,54,2,1,1932.0,2014,2.0,1,FN,4,0,2015-05-22 06:54:03,,8,1
329753208489998,171920577020004,54,2,1,1932.0,2014,2.0,1,FN,5,2,2015-05-22 06:54:03,,8,1
329753199489998,171920577020004,54,2,1,1932.0,2014,2.0,1,GR,1,5,2015-05-22 06:54:03,,8,1
329753200489998,171920577020004,54,2,1,1932.0,2014,2.0,1,GR,2,0,2015-05-22 06:54:03,,8,1
329753201489998,171920577020004,54,2,1,1932.0,2014,2.0,1,GR,3,0,2015-05-22 06:54:03,,8,1
329753202489998,171920577020004,54,2,1,1932.0,2014,2.0,1,GR,4,0,2015-05-22 06:54:03,,8,1
329753203489998,171920577020004,54,2,1,1932.0,2014,2.0,1,GR,5,5,2015-05-22 06:54:03,,8,1
329753184489998,171920577020004,54,2,1,1932.0,2014,2.0,1,NT,1,0,2015-05-22 06:54:03,,8,1
329753185489998,171920577020004,54,2,1,1932.0,2014,2.0,1,NT,2,0,2015-05-22 06:54:03,,8,1
329753186489998,171920577020004,54,2,1,1932.0,2014,2.0,1,NT,3,0,2015-05-22 06:54:03,,8,1
329753187489998,171920577020004,54,2,1,1932.0,2014,2.0,1,NT,4,0,2015-05-22 06:54:03,,8,1
329753188489998,171920577020004,54,2,1,1932.0,2014,2.0,1,NT,5,0,2015-05-22 06:54:03,,8,1
329753189489998,171920577020004,54,2,1,1932.0,2014,2.0,1,SH,1,75,2015-05-22 06:54:03,,8,1
329753190489998,171920577020004,54,2,1,1932.0,2014,2.0,1,SH,2,90,2015-05-22 06:54:03,,8,1
329753191489998,171920577020004,54,2,1,1932.0,2014,2.0,1,SH,3,12,2015-05-22 06:54:03,,8,1
329753192489998,171920577020004,54,2,1,1932.0,2014,2.0,1,SH,4,5,2015-05-22 06:54:03,,8,1
329753193489998,171920577020004,54,2,1,1932.0,2014,2.0,1,SH,5,90,2015-05-22 06:54:03,,8,1
329753179489998,171920577020004,54,2,1,1932.0,2014,2.0,1,TT,1,15,2015-05-22 06:54:03,,8,1
329753180489998,171920577020004,54,2,1,1932.0,2014,2.0,1,TT,2,10,2015-05-22 06:54:03,,8,1
329753181489998,171920577020004,54,2,1,1932.0,2014,2.0,1,TT,3,20,2015-05-22 06:54:03,,8,1
329753182489998,171920577020004,54,2,1,1932.0,2014,2.0,1,TT,4,10,2015-05-22 06:54:03,,8,1
329753183489998,171920577020004,54,2,1,1932.0,2014,2.0,1,TT,5,30,2015-05-22 06:54:03,,8,1
329753224489998,171920577020004,54,2,1,1932.0,2014,4.0,1,FB,1,90,2015-05-22 06:54:03,,8,1
329753225489998,171920577020004,54,2,1,1932.0,2014,4.0,1,FB,2,90,2015-05-22 06:54:03,,8,1
329753226489998,171920577020004,54,2,1,1932.0,2014,4.0,1,FB,3,1,2015-05-22 06:54:03,,8,1
329753227489998,171920577020004,54,2,1,1932.0,2014,4.0,1,FB,4,0,2015-05-22 06:54:03,,8,1
329753228489998,171920577020004,54,2,1,1932.0,2014,4.0,1,FB,5,90,2015-05-22 06:54:03,,8,1
329753234489998,171920577020004,54,2,1,1932.0,2014,4.0,1,FN,1,0,2015-05-22 06:54:03,,8,1
329753235489998,171920577020004,54,2,1,1932.0,2014,4.0,1,FN,2,0,2015-05-22 06:54:03,,8,1
329753236489998,171920577020004,54,2,1,1932.0,2014,4.0,1,FN,3,0,2015-05-22 06:54:03,,8,1
329753237489998,171920577020004,54,2,1,1932.0,2014,4.0,1,FN,4,0,2015-05-22 06:54:03,,8,1
329753238489998,171920577020004,54,2,1,1932.0,2014,4.0,1,FN,5,0,2015-05-22 06:54:03,,8,1
329753229489998,171920577020004,54,2,1,1932.0,2014,4.0,1,GR,1,85,2015-05-22 06:54:03,,8,1
329753230489998,171920577020004,54,2,1,1932.0,2014,4.0,1,GR,2,50,2015-05-22 06:54:03,,8,1
329753231489998,171920577020004,54,2,1,1932.0,2014,4.0,1,GR,3,0,2015-05-22 06:54:03,,8,1
329753232489998,171920577020004,54,2,1,1932.0,2014,4.0,1,GR,4,0,2015-05-22 06:54:03,,8,1
329753233489998,171920577020004,54,2,1,1932.0,2014,4.0,1,GR,5,85,2015-05-22 06:54:03,,8,1
329753214489998,171920577020004,54,2,1,1932.0,2014,4.0,1,NT,1,0,2015-05-22 06:54:03,,8,1
329753215489998,171920577020004,54,2,1,1932.0,2014,4.0,1,NT,2,0,2015-05-22 06:54:03,,8,1
329753216489998,171920577020004,54,2,1,1932.0,2014,4.0,1,NT,3,0,2015-05-22 06:54:03,,8,1
329753217489998,171920577020004,54,2,1,1932.0,2014,4.0,1,NT,4,0,2015-05-22 06:54:03,,8,1
329753218489998,171920577020004,54,2,1,1932.0,2014,4.0,1,NT,5,0,2015-05-22 06:54:03,,8,1
329753219489998,171920577020004,54,2,1,1932.0,2014,4.0,1,SH,1,60,2015-05-22 06:54:03,,8,1
329753220489998,171920577020004,54,2,1,1932.0,2014,4.0,1,SH,2,60,2015-05-22 06:54:03,,8,1
329753221489998,171920577020004,54,2,1,1932.0,2014,4.0,1,SH,3,25,2015-05-22 06:54:03,,8,1
329753222489998,171920577020004,54,2,1,1932.0,2014,4.0,1,SH,4,30,2015-05-22 06:54:03,,8,1
329753223489998,171920577020004,54,2,1,1932.0,2014,4.0,1,SH,5,65,2015-05-22 06:54:03,,8,1
329753209489998,171920577020004,54,2,1,1932.0,2014,4.0,1,TT,1,1,2015-05-22 06:54:03,,8,1
329753210489998,171920577020004,54,2,1,1932.0,2014,4.0,1,TT,2,1,2015-05-22 06:54:03,,8,1
329753211489998,171920577020004,54,2,1,1932.0,2014,4.0,1,TT,3,5,2015-05-22 06:54:03,,8,1
329753212489998,171920577020004,54,2,1,1932.0,2014,4.0,1,TT,4,65,2015-05-22 06:54:03,,8,1
329753213489998,171920577020004,54,2,1,1932.0,2014,4.0,1,TT,5,65,2015-05-22 06:54:03,,8,1
329749132489998,171920656020004,54,2,3,1703.0,2014,1.0,1,FB,1,1,2015-05-22 06:53:44,,8,1
329749133489998,171920656020004,54,2,3,1703.0,2014,1.0,1,FB,2,0,2015-05-22 06:53:44,,8,1
329749134489998,171920656020004,54,2,3,1703.0,2014,1.0,1,FB,3,0,2015-05-22 06:53:44,,8,1
329749135489998,171920656020004,54,2,3,1703.0,2014,1.0,1,FB,4,0,2015-05-22 06:53:44,,8,1
329749136489998,171920656020004,54,2,3,1703.0,2014,1.0,1,FB,5,1,2015-05-22 06:53:44,,8,1
329749142489998,171920656020004,54,2,3,1703.0,2014,1.0,1,FN,1,0,2015-05-22 06:53:44,,8,1
329749143489998,171920656020004,54,2,3,1703.0,2014,1.0,1,FN,2,0,2015-05-22 06:53:44,,8,1
329749144489998,171920656020004,54,2,3,1703.0,2014,1.0,1,FN,3,0,2015-05-22 06:53:44,,8,1
329749145489998,171920656020004,54,2,3,1703.0,2014,1.0,1,FN,4,0,2015-05-22 06:53:44,,8,1
329749146489998,171920656020004,54,2,3,1703.0,2014,1.0,1,FN,5,0,2015-05-22 06:53:44,,8,1
329749137489998,171920656020004,54,2,3,1703.0,2014,1.0,1,GR,1,1,2015-05-22 06:53:44,,8,1
329749138489998,171920656020004,54,2,3,1703.0,2014,1.0,1,GR,2,0,2015-05-22 06:53:44,,8,1
329749139489998,171920656020004,54,2,3,1703.0,2014,1.0,1,GR,3,0,2015-05-22 06:53:44,,8,1
329749140489998,171920656020004,54,2,3,1703.0,2014,1.0,1,GR,4,0,2015-05-22 06:53:44,,8,1
329749141489998,171920656020004,54,2,3,1703.0,2014,1.0,1,GR,5,1,2015-05-22 06:53:44,,8,1
329749122489998,171920656020004,54,2,3,1703.0,2014,1.0,1,NT,1,0,2015-05-22 06:53:44,,8,1
329749123489998,171920656020004,54,2,3,1703.0,2014,1.0,1,NT,2,0,2015-05-22 06:53:44,,8,1
329749124489998,171920656020004,54,2,3,1703.0,2014,1.0,1,NT,3,0,2015-05-22 06:53:44,,8,1
329749125489998,171920656020004,54,2,3,1703.0,2014,1.0,1,NT,4,0,2015-05-22 06:53:44,,8,1
329749126489998,171920656020004,54,2,3,1703.0,2014,1.0,1,NT,5,0,2015-05-22 06:53:44,,8,1
329749127489998,171920656020004,54,2,3,1703.0,2014,1.0,1,SH,1,2,2015-05-22 06:53:44,,8,1
329749128489998,171920656020004,54,2,3,1703.0,2014,1.0,1,SH,2,2,2015-05-22 06:53:44,,8,1
329749129489998,171920656020004,54,2,3,1703.0,2014,1.0,1,SH,3,2,2015-05-22 06:53:44,,8,1
329749130489998,171920656020004,54,2,3,1703.0,2014,1.0,1,SH,4,2,2015-05-22 06:53:44,,8,1
329749131489998,171920656020004,54,2,3,1703.0,2014,1.0,1,SH,5,2,2015-05-22 06:53:44,,8,1
329749117489998,171920656020004,54,2,3,1703.0,2014,1.0,1,TT,1,1,2015-05-22 06:53:44,,8,1
329749118489998,171920656020004,54,2,3,1703.0,2014,1.0,1,TT,2,4,2015-05-22 06:53:44,,8,1
329749119489998,171920656020004,54,2,3,1703.0,2014,1.0,1,TT,3,60,2015-05-22 06:53:44,,8,1
329749120489998,171920656020004,54,2,3,1703.0,2014,1.0,1,TT,4,85,2015-05-22 06:53:44,,8,1
329749121489998,171920656020004,54,2,3,1703.0,2014,1.0,1,TT,5,85,2015-05-22 06:53:44,,8,1
329749162489998,171920656020004,54,2,3,1703.0,2014,2.0,1,FB,1,1,2015-05-22 06:53:44,,8,1
329749163489998,171920656020004,54,2,3,1703.0,2014,2.0,1,FB,2,0,2015-05-22 06:53:44,,8,1
329749164489998,171920656020004,54,2,3,1703.0,2014,2.0,1,FB,3,0,2015-05-22 06:53:44,,8,1
329749165489998,171920656020004,54,2,3,1703.0,2014,2.0,1,FB,4,0,2015-05-22 06:53:44,,8,1
329749166489998,171920656020004,54,2,3,1703.0,2014,2.0,1,FB,5,1,2015-05-22 06:53:44,,8,1
329749172489998,171920656020004,54,2,3,1703.0,2014,2.0,1,FN,1,0,2015-05-22 06:53:44,,8,1
329749173489998,171920656020004,54,2,3,1703.0,2014,2.0,1,FN,2,0,2015-05-22 06:53:44,,8,1
329749174489998,171920656020004,54,2,3,1703.0,2014,2.0,1,FN,3,0,2015-05-22 06:53:44,,8,1
329749175489998,171920656020004,54,2,3,1703.0,2014,2.0,1,FN,4,0,2015-05-22 06:53:44,,8,1
329749176489998,171920656020004,54,2,3,1703.0,2014,2.0,1,FN,5,0,2015-05-22 06:53:44,,8,1
329749167489998,171920656020004,54,2,3,1703.0,2014,2.0,1,GR,1,1,2015-05-22 06:53:44,,8,1
329749168489998,171920656020004,54,2,3,1703.0,2014,2.0,1,GR,2,0,2015-05-22 06:53:44,,8,1
329749169489998,171920656020004,54,2,3,1703.0,2014,2.0,1,GR,3,0,2015-05-22 06:53:44,,8,1
329749170489998,171920656020004,54,2,3,1703.0,2014,2.0,1,GR,4,0,2015-05-22 06:53:44,,8,1
329749171489998,171920656020004,54,2,3,1703.0,2014,2.0,1,GR,5,1,2015-05-22 06:53:44,,8,1
329749152489998,171920656020004,54,2,3,1703.0,2014,2.0,1,NT,1,0,2015-05-22 06:53:44,,8,1
329749153489998,171920656020004,54,2,3,1703.0,2014,2.0,1,NT,2,0,2015-05-22 06:53:44,,8,1
329749154489998,171920656020004,54,2,3,1703.0,2014,2.0,1,NT,3,0,2015-05-22 06:53:44,,8,1
329749155489998,171920656020004,54,2,3,1703.0,2014,2.0,1,NT,4,0,2015-05-22 06:53:44,,8,1
329749156489998,171920656020004,54,2,3,1703.0,2014,2.0,1,NT,5,0,2015-05-22 06:53:44,,8,1
329749157489998,171920656020004,54,2,3,1703.0,2014,2.0,1,SH,1,2,2015-05-22 06:53:44,,8,1
329749158489998,171920656020004,54,2,3,1703.0,2014,2.0,1,SH,2,1,2015-05-22 06:53:44,,8,1
329749159489998,171920656020004,54,2,3,1703.0,2014,2.0,1,SH,3,2,2015-05-22 06:53:44,,8,1
329749160489998,171920656020004,54,2,3,1703.0,2014,2.0,1,SH,4,2,2015-05-22 06:53:44,,8,1
329749161489998,171920656020004,54,2,3,1703.0,2014,2.0,1,SH,5,2,2015-05-22 06:53:44,,8,1
329749147489998,171920656020004,54,2,3,1703.0,2014,2.0,1,TT,1,2,2015-05-22 06:53:44,,8,1
329749148489998,171920656020004,54,2,3,1703.0,2014,2.0,1,TT,2,7,2015-05-22 06:53:44,,8,1
329749149489998,171920656020004,54,2,3,1703.0,2014,2.0,1,TT,3,60,2015-05-22 06:53:44,,8,1
329749150489998,171920656020004,54,2,3,1703.0,2014,2.0,1,TT,4,83,2015-05-22 06:53:44,,8,1
329749151489998,171920656020004,54,2,3,1703.0,2014,2.0,1,TT,5,83,2015-05-22 06:53:44,,8,1
329749192489998,171920656020004,54,2,3,1703.0,2014,3.0,1,FB,1,1,2015-05-22 06:53:44,,8,1
329749193489998,171920656020004,54,2,3,1703.0,2014,3.0,1,FB,2,0,2015-05-22 06:53:44,,8,1
329749194489998,171920656020004,54,2,3,1703.0,2014,3.0,1,FB,3,0,2015-05-22 06:53:44,,8,1
329749195489998,171920656020004,54,2,3,1703.0,2014,3.0,1,FB,4,0,2015-05-22 06:53:44,,8,1
329749196489998,171920656020004,54,2,3,1703.0,2014,3.0,1,FB,5,1,2015-05-22 06:53:44,,8,1
329749202489998,171920656020004,54,2,3,1703.0,2014,3.0,1,FN,1,0,2015-05-22 06:53:44,,8,1
329749203489998,171920656020004,54,2,3,1703.0,2014,3.0,1,FN,2,0,2015-05-22 06:53:44,,8,1
329749204489998,171920656020004,54,2,3,1703.0,2014,3.0,1,FN,3,0,2015-05-22 06:53:44,,8,1
329749205489998,171920656020004,54,2,3,1703.0,2014,3.0,1,FN,4,0,2015-05-22 06:53:44,,8,1
329749206489998,171920656020004,54,2,3,1703.0,2014,3.0,1,FN,5,0,2015-05-22 06:53:44,,8,1
329749197489998,171920656020004,54,2,3,1703.0,2014,3.0,1,GR,1,1,2015-05-22 06:53:44,,8,1
329749198489998,171920656020004,54,2,3,1703.0,2014,3.0,1,GR,2,0,2015-05-22 06:53:44,,8,1
329749199489998,171920656020004,54,2,3,1703.0,2014,3.0,1,GR,3,0,2015-05-22 06:53:44,,8,1
329749200489998,171920656020004,54,2,3,1703.0,2014,3.0,1,GR,4,0,2015-05-22 06:53:44,,8,1
329749201489998,171920656020004,54,2,3,1703.0,2014,3.0,1,GR,5,1,2015-05-22 06:53:44,,8,1
329749182489998,171920656020004,54,2,3,1703.0,2014,3.0,1,NT,1,0,2015-05-22 06:53:44,,8,1
329749183489998,171920656020004,54,2,3,1703.0,2014,3.0,1,NT,2,0,2015-05-22 06:53:44,,8,1
329749184489998,171920656020004,54,2,3,1703.0,2014,3.0,1,NT,3,0,2015-05-22 06:53:44,,8,1
329749185489998,171920656020004,54,2,3,1703.0,2014,3.0,1,NT,4,0,2015-05-22 06:53:44,,8,1
329749186489998,171920656020004,54,2,3,1703.0,2014,3.0,1,NT,5,0,2015-05-22 06:53:44,,8,1
329749187489998,171920656020004,54,2,3,1703.0,2014,3.0,1,SH,1,2,2015-05-22 06:53:44,,8,1
329749188489998,171920656020004,54,2,3,1703.0,2014,3.0,1,SH,2,1,2015-05-22 06:53:44,,8,1
329749189489998,171920656020004,54,2,3,1703.0,2014,3.0,1,SH,3,0,2015-05-22 06:53:44,,8,1
329749190489998,171920656020004,54,2,3,1703.0,2014,3.0,1,SH,4,0,2015-05-22 06:53:44,,8,1
329749191489998,171920656020004,54,2,3,1703.0,2014,3.0,1,SH,5,2,2015-05-22 06:53:44,,8,1
329749177489998,171920656020004,54,2,3,1703.0,2014,3.0,1,TT,1,2,2015-05-22 06:53:44,,8,1
329749178489998,171920656020004,54,2,3,1703.0,2014,3.0,1,TT,2,10,2015-05-22 06:53:44,,8,1
329749179489998,171920656020004,54,2,3,1703.0,2014,3.0,1,TT,3,50,2015-05-22 06:53:44,,8,1
329749180489998,171920656020004,54,2,3,1703.0,2014,3.0,1,TT,4,85,2015-05-22 06:53:44,,8,1
329749181489998,171920656020004,54,2,3,1703.0,2014,3.0,1,TT,5,85,2015-05-22 06:53:44,,8,1
329749222489998,171920656020004,54,2,3,1703.0,2014,4.0,1,FB,1,25,2015-05-22 06:53:44,,8,1
329749223489998,171920656020004,54,2,3,1703.0,2014,4.0,1,FB,2,4,2015-05-22 06:53:44,,8,1
329749224489998,171920656020004,54,2,3,1703.0,2014,4.0,1,FB,3,0,2015-05-22 06:53:44,,8,1
329749225489998,171920656020004,54,2,3,1703.0,2014,4.0,1,FB,4,0,2015-05-22 06:53:44,,8,1
329749226489998,171920656020004,54,2,3,1703.0,2014,4.0,1,FB,5,25,2015-05-22 06:53:44,,8,1
329749232489998,171920656020004,54,2,3,1703.0,2014,4.0,1,FN,1,0,2015-05-22 06:53:44,,8,1
