CN,PLT_CN,STATECD,UNITCD,COUNTYCD,PLOT,INVYR,SUBP,CONDID,GROWTH_HABIT_CD,LAYER,COVER_PCT,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE
212746064020004,247065440010661,54,2,7,1681.0,2012,3.0,1,FN,1,1,2013-07-22 09:23:30,,7,4
212746065020004,247065440010661,54,2,7,1681.0,2012,3.0,1,FN,2,0,2013-07-22 09:23:30,,7,4
212746066020004,247065440010661,54,2,7,1681.0,2012,3.0,1,FN,3,0,2013-07-22 09:23:30,,7,4
212746067020004,247065440010661,54,2,7,1681.0,2012,3.0,1,FN,4,0,2013-07-22 09:23:30,,7,4
212746068020004,247065440010661,54,2,7,1681.0,2012,3.0,1,FN,5,1,2013-07-22 09:23:30,,7,4
212746059020004,247065440010661,54,2,7,1681.0,2012,3.0,1,GR,1,78,2013-07-22 09:23:30,,7,4
212746060020004,247065440010661,54,2,7,1681.0,2012,3.0,1,GR,2,0,2013-07-22 09:23:30,,7,4
212746061020004,247065440010661,54,2,7,1681.0,2012,3.0,1,GR,3,0,2013-07-22 09:23:30,,7,4
212746062020004,247065440010661,54,2,7,1681.0,2012,3.0,1,GR,4,0,2013-07-22 09:23:30,,7,4
212746063020004,247065440010661,54,2,7,1681.0,2012,3.0,1,GR,5,78,2013-07-22 09:23:30,,7,4
212746044020004,247065440010661,54,2,7,1681.0,2012,3.0,1,NT,1,0,2013-07-22 09:23:30,,7,4
212746045020004,247065440010661,54,2,7,1681.0,2012,3.0,1,NT,2,0,2013-07-22 09:23:30,,7,4
212746046020004,247065440010661,54,2,7,1681.0,2012,3.0,1,NT,3,0,2013-07-22 09:23:30,,7,4
212746047020004,247065440010661,54,2,7,1681.0,2012,3.0,1,NT,4,0,2013-07-22 09:23:30,,7,4
212746048020004,247065440010661,54,2,7,1681.0,2012,3.0,1,NT,5,0,2013-07-22 09:23:30,,7,4
212746049020004,247065440010661,54,2,7,1681.0,2012,3.0,1,SH,1,16,2013-07-22 09:23:30,,7,4
212746050020004,247065440010661,54,2,7,1681.0,2012,3.0,1,SH,2,14,2013-07-22 09:23:30,,7,4
212746051020004,247065440010661,54,2,7,1681.0,2012,3.0,1,SH,3,0,2013-07-22 09:23:30,,7,4
212746052020004,247065440010661,54,2,7,1681.0,2012,3.0,1,SH,4,0,2013-07-22 09:23:30,,7,4
212746053020004,247065440010661,54,2,7,1681.0,2012,3.0,1,SH,5,17,2013-07-22 09:23:30,,7,4
212746039020004,247065440010661,54,2,7,1681.0,2012,3.0,1,TT,1,2,2013-07-22 09:23:30,,7,4
212746040020004,247065440010661,54,2,7,1681.0,2012,3.0,1,TT,2,2,2013-07-22 09:23:30,,7,4
212746041020004,247065440010661,54,2,7,1681.0,2012,3.0,1,TT,3,4,2013-07-22 09:23:30,,7,4
212746042020004,247065440010661,54,2,7,1681.0,2012,3.0,1,TT,4,25,2013-07-22 09:23:30,,7,4
212746043020004,247065440010661,54,2,7,1681.0,2012,3.0,1,TT,5,27,2013-07-22 09:23:30,,7,4
212746084020004,247065440010661,54,2,7,1681.0,2012,4.0,1,FB,1,8,2013-07-22 09:23:30,,7,4
212746085020004,247065440010661,54,2,7,1681.0,2012,4.0,1,FB,2,0,2013-07-22 09:23:30,,7,4
212746086020004,247065440010661,54,2,7,1681.0,2012,4.0,1,FB,3,0,2013-07-22 09:23:30,,7,4
212746087020004,247065440010661,54,2,7,1681.0,2012,4.0,1,FB,4,0,2013-07-22 09:23:30,,7,4
212746088020004,247065440010661,54,2,7,1681.0,2012,4.0,1,FB,5,8,2013-07-22 09:23:30,,7,4
212746094020004,247065440010661,54,2,7,1681.0,2012,4.0,1,FN,1,1,2013-07-22 09:23:30,,7,4
212746095020004,247065440010661,54,2,7,1681.0,2012,4.0,1,FN,2,0,2013-07-22 09:23:30,,7,4
212746096020004,247065440010661,54,2,7,1681.0,2012,4.0,1,FN,3,0,2013-07-22 09:23:30,,7,4
212746097020004,247065440010661,54,2,7,1681.0,2012,4.0,1,FN,4,0,2013-07-22 09:23:30,,7,4
212746098020004,247065440010661,54,2,7,1681.0,2012,4.0,1,FN,5,1,2013-07-22 09:23:30,,7,4
212746089020004,247065440010661,54,2,7,1681.0,2012,4.0,1,GR,1,30,2013-07-22 09:23:30,,7,4
212746090020004,247065440010661,54,2,7,1681.0,2012,4.0,1,GR,2,0,2013-07-22 09:23:30,,7,4
212746091020004,247065440010661,54,2,7,1681.0,2012,4.0,1,GR,3,0,2013-07-22 09:23:30,,7,4
212746092020004,247065440010661,54,2,7,1681.0,2012,4.0,1,GR,4,0,2013-07-22 09:23:30,,7,4
212746093020004,247065440010661,54,2,7,1681.0,2012,4.0,1,GR,5,30,2013-07-22 09:23:30,,7,4
212746074020004,247065440010661,54,2,7,1681.0,2012,4.0,1,NT,1,0,2013-07-22 09:23:30,,7,4
212746075020004,247065440010661,54,2,7,1681.0,2012,4.0,1,NT,2,0,2013-07-22 09:23:30,,7,4
212746076020004,247065440010661,54,2,7,1681.0,2012,4.0,1,NT,3,0,2013-07-22 09:23:30,,7,4
212746077020004,247065440010661,54,2,7,1681.0,2012,4.0,1,NT,4,0,2013-07-22 09:23:30,,7,4
212746078020004,247065440010661,54,2,7,1681.0,2012,4.0,1,NT,5,0,2013-07-22 09:23:30,,7,4
212746079020004,247065440010661,54,2,7,1681.0,2012,4.0,1,SH,1,1,2013-07-22 09:23:30,,7,4
212746080020004,247065440010661,54,2,7,1681.0,2012,4.0,1,SH,2,0,2013-07-22 09:23:30,,7,4
212746081020004,247065440010661,54,2,7,1681.0,2012,4.0,1,SH,3,0,2013-07-22 09:23:30,,7,4
212746082020004,247065440010661,54,2,7,1681.0,2012,4.0,1,SH,4,0,2013-07-22 09:23:30,,7,4
212746083020004,247065440010661,54,2,7,1681.0,2012,4.0,1,SH,5,1,2013-07-22 09:23:30,,7,4
212746069020004,247065440010661,54,2,7,1681.0,2012,4.0,1,TT,1,3,2013-07-22 09:23:30,,7,4
212746070020004,247065440010661,54,2,7,1681.0,2012,4.0,1,TT,2,2,2013-07-22 09:23:30,,7,4
212746071020004,247065440010661,54,2,7,1681.0,2012,4.0,1,TT,3,13,2013-07-22 09:23:30,,7,4
212746072020004,247065440010661,54,2,7,1681.0,2012,4.0,1,TT,4,90,2013-07-22 09:23:30,,7,4
212746073020004,247065440010661,54,2,7,1681.0,2012,4.0,1,TT,5,93,2013-07-22 09:23:30,,7,4
212744297020004,247065513010661,54,2,7,2373.0,2012,1.0,1,FB,1,50,2013-07-22 09:23:08,,7,4
212744298020004,247065513010661,54,2,7,2373.0,2012,1.0,1,FB,2,22,2013-07-22 09:23:08,,7,4
212744299020004,247065513010661,54,2,7,2373.0,2012,1.0,1,FB,3,1,2013-07-22 09:23:08,,7,4
212744300020004,247065513010661,54,2,7,2373.0,2012,1.0,1,FB,4,0,2013-07-22 09:23:08,,7,4
212744301020004,247065513010661,54,2,7,2373.0,2012,1.0,1,FB,5,50,2013-07-22 09:23:08,,7,4
212744307020004,247065513010661,54,2,7,2373.0,2012,1.0,1,FN,1,0,2013-07-22 09:23:08,,7,4
212744308020004,247065513010661,54,2,7,2373.0,2012,1.0,1,FN,2,0,2013-07-22 09:23:08,,7,4
212744309020004,247065513010661,54,2,7,2373.0,2012,1.0,1,FN,3,0,2013-07-22 09:23:08,,7,4
212744310020004,247065513010661,54,2,7,2373.0,2012,1.0,1,FN,4,0,2013-07-22 09:23:08,,7,4
212744311020004,247065513010661,54,2,7,2373.0,2012,1.0,1,FN,5,0,2013-07-22 09:23:08,,7,4
212744302020004,247065513010661,54,2,7,2373.0,2012,1.0,1,GR,1,55,2013-07-22 09:23:08,,7,4
212744303020004,247065513010661,54,2,7,2373.0,2012,1.0,1,GR,2,2,2013-07-22 09:23:08,,7,4
212744304020004,247065513010661,54,2,7,2373.0,2012,1.0,1,GR,3,0,2013-07-22 09:23:08,,7,4
212744305020004,247065513010661,54,2,7,2373.0,2012,1.0,1,GR,4,0,2013-07-22 09:23:08,,7,4
212744306020004,247065513010661,54,2,7,2373.0,2012,1.0,1,GR,5,55,2013-07-22 09:23:08,,7,4
212744287020004,247065513010661,54,2,7,2373.0,2012,1.0,1,NT,1,0,2013-07-22 09:23:08,,7,4
212744288020004,247065513010661,54,2,7,2373.0,2012,1.0,1,NT,2,0,2013-07-22 09:23:08,,7,4
212744289020004,247065513010661,54,2,7,2373.0,2012,1.0,1,NT,3,0,2013-07-22 09:23:08,,7,4
212744290020004,247065513010661,54,2,7,2373.0,2012,1.0,1,NT,4,0,2013-07-22 09:23:08,,7,4
212744291020004,247065513010661,54,2,7,2373.0,2012,1.0,1,NT,5,0,2013-07-22 09:23:08,,7,4
212744292020004,247065513010661,54,2,7,2373.0,2012,1.0,1,SH,1,7,2013-07-22 09:23:08,,7,4
212744293020004,247065513010661,54,2,7,2373.0,2012,1.0,1,SH,2,1,2013-07-22 09:23:08,,7,4
212744294020004,247065513010661,54,2,7,2373.0,2012,1.0,1,SH,3,0,2013-07-22 09:23:08,,7,4
212744295020004,247065513010661,54,2,7,2373.0,2012,1.0,1,SH,4,0,2013-07-22 09:23:08,,7,4
212744296020004,247065513010661,54,2,7,2373.0,2012,1.0,1,SH,5,7,2013-07-22 09:23:08,,7,4
212744282020004,247065513010661,54,2,7,2373.0,2012,1.0,1,TT,1,0,2013-07-22 09:23:08,,7,4
212744283020004,247065513010661,54,2,7,2373.0,2012,1.0,1,TT,2,1,2013-07-22 09:23:08,,7,4
212744284020004,247065513010661,54,2,7,2373.0,2012,1.0,1,TT,3,3,2013-07-22 09:23:08,,7,4
212744285020004,247065513010661,54,2,7,2373.0,2012,1.0,1,TT,4,30,2013-07-22 09:23:08,,7,4
212744286020004,247065513010661,54,2,7,2373.0,2012,1.0,1,TT,5,30,2013-07-22 09:23:08,,7,4
212745678020004,247065357010661,54,4,13,1984.0,2012,1.0,1,FB,1,14,2013-07-22 09:23:28,,7,4
212745679020004,247065357010661,54,4,13,1984.0,2012,1.0,1,FB,2,0,2013-07-22 09:23:28,,7,4
212745680020004,247065357010661,54,4,13,1984.0,2012,1.0,1,FB,3,0,2013-07-22 09:23:28,,7,4
212745681020004,247065357010661,54,4,13,1984.0,2012,1.0,1,FB,4,0,2013-07-22 09:23:28,,7,4
212745682020004,247065357010661,54,4,13,1984.0,2012,1.0,1,FB,5,14,2013-07-22 09:23:28,,7,4
212745688020004,247065357010661,54,4,13,1984.0,2012,1.0,1,FN,1,2,2013-07-22 09:23:28,,7,4
212745689020004,247065357010661,54,4,13,1984.0,2012,1.0,1,FN,2,0,2013-07-22 09:23:28,,7,4
212745690020004,247065357010661,54,4,13,1984.0,2012,1.0,1,FN,3,0,2013-07-22 09:23:28,,7,4
212745691020004,247065357010661,54,4,13,1984.0,2012,1.0,1,FN,4,0,2013-07-22 09:23:28,,7,4
212745692020004,247065357010661,54,4,13,1984.0,2012,1.0,1,FN,5,2,2013-07-22 09:23:28,,7,4
212745683020004,247065357010661,54,4,13,1984.0,2012,1.0,1,GR,1,20,2013-07-22 09:23:28,,7,4
212745684020004,247065357010661,54,4,13,1984.0,2012,1.0,1,GR,2,0,2013-07-22 09:23:28,,7,4
212745685020004,247065357010661,54,4,13,1984.0,2012,1.0,1,GR,3,0,2013-07-22 09:23:28,,7,4
212745686020004,247065357010661,54,4,13,1984.0,2012,1.0,1,GR,4,0,2013-07-22 09:23:28,,7,4
212745687020004,247065357010661,54,4,13,1984.0,2012,1.0,1,GR,5,20,2013-07-22 09:23:28,,7,4
212745668020004,247065357010661,54,4,13,1984.0,2012,1.0,1,NT,1,0,2013-07-22 09:23:27,,7,4
212745669020004,247065357010661,54,4,13,1984.0,2012,1.0,1,NT,2,0,2013-07-22 09:23:27,,7,4
212745670020004,247065357010661,54,4,13,1984.0,2012,1.0,1,NT,3,0,2013-07-22 09:23:27,,7,4
212745671020004,247065357010661,54,4,13,1984.0,2012,1.0,1,NT,4,0,2013-07-22 09:23:27,,7,4
212745672020004,247065357010661,54,4,13,1984.0,2012,1.0,1,NT,5,0,2013-07-22 09:23:27,,7,4
212745673020004,247065357010661,54,4,13,1984.0,2012,1.0,1,SH,1,17,2013-07-22 09:23:27,,7,4
212745674020004,247065357010661,54,4,13,1984.0,2012,1.0,1,SH,2,3,2013-07-22 09:23:27,,7,4
212745675020004,247065357010661,54,4,13,1984.0,2012,1.0,1,SH,3,1,2013-07-22 09:23:27,,7,4
212745676020004,247065357010661,54,4,13,1984.0,2012,1.0,1,SH,4,1,2013-07-22 09:23:27,,7,4
212745677020004,247065357010661,54,4,13,1984.0,2012,1.0,1,SH,5,18,2013-07-22 09:23:28,,7,4
212745663020004,247065357010661,54,4,13,1984.0,2012,1.0,1,TT,1,12,2013-07-22 09:23:27,,7,4
212745664020004,247065357010661,54,4,13,1984.0,2012,1.0,1,TT,2,50,2013-07-22 09:23:27,,7,4
212745665020004,247065357010661,54,4,13,1984.0,2012,1.0,1,TT,3,97,2013-07-22 09:23:27,,7,4
212745666020004,247065357010661,54,4,13,1984.0,2012,1.0,1,TT,4,50,2013-07-22 09:23:27,,7,4
212745667020004,247065357010661,54,4,13,1984.0,2012,1.0,1,TT,5,99,2013-07-22 09:23:27,,7,4
212745708020004,247065357010661,54,4,13,1984.0,2012,2.0,1,FB,1,7,2013-07-22 09:23:28,,7,4
212745709020004,247065357010661,54,4,13,1984.0,2012,2.0,1,FB,2,1,2013-07-22 09:23:28,,7,4
212745710020004,247065357010661,54,4,13,1984.0,2012,2.0,1,FB,3,0,2013-07-22 09:23:28,,7,4
212745711020004,247065357010661,54,4,13,1984.0,2012,2.0,1,FB,4,0,2013-07-22 09:23:28,,7,4
212745712020004,247065357010661,54,4,13,1984.0,2012,2.0,1,FB,5,7,2013-07-22 09:23:28,,7,4
212745718020004,247065357010661,54,4,13,1984.0,2012,2.0,1,FN,1,3,2013-07-22 09:23:28,,7,4
212745719020004,247065357010661,54,4,13,1984.0,2012,2.0,1,FN,2,1,2013-07-22 09:23:28,,7,4
212745720020004,247065357010661,54,4,13,1984.0,2012,2.0,1,FN,3,0,2013-07-22 09:23:28,,7,4
212745721020004,247065357010661,54,4,13,1984.0,2012,2.0,1,FN,4,0,2013-07-22 09:23:28,,7,4
212745722020004,247065357010661,54,4,13,1984.0,2012,2.0,1,FN,5,3,2013-07-22 09:23:28,,7,4
212745713020004,247065357010661,54,4,13,1984.0,2012,2.0,1,GR,1,10,2013-07-22 09:23:28,,7,4
212745714020004,247065357010661,54,4,13,1984.0,2012,2.0,1,GR,2,0,2013-07-22 09:23:28,,7,4
212745715020004,247065357010661,54,4,13,1984.0,2012,2.0,1,GR,3,0,2013-07-22 09:23:28,,7,4
212745716020004,247065357010661,54,4,13,1984.0,2012,2.0,1,GR,4,0,2013-07-22 09:23:28,,7,4
212745717020004,247065357010661,54,4,13,1984.0,2012,2.0,1,GR,5,10,2013-07-22 09:23:28,,7,4
212745698020004,247065357010661,54,4,13,1984.0,2012,2.0,1,NT,1,0,2013-07-22 09:23:28,,7,4
212745699020004,247065357010661,54,4,13,1984.0,2012,2.0,1,NT,2,0,2013-07-22 09:23:28,,7,4
212745700020004,247065357010661,54,4,13,1984.0,2012,2.0,1,NT,3,0,2013-07-22 09:23:28,,7,4
212745701020004,247065357010661,54,4,13,1984.0,2012,2.0,1,NT,4,0,2013-07-22 09:23:28,,7,4
212745702020004,247065357010661,54,4,13,1984.0,2012,2.0,1,NT,5,0,2013-07-22 09:23:28,,7,4
212745703020004,247065357010661,54,4,13,1984.0,2012,2.0,1,SH,1,12,2013-07-22 09:23:28,,7,4
212745704020004,247065357010661,54,4,13,1984.0,2012,2.0,1,SH,2,10,2013-07-22 09:23:28,,7,4
212745705020004,247065357010661,54,4,13,1984.0,2012,2.0,1,SH,3,2,2013-07-22 09:23:28,,7,4
212745706020004,247065357010661,54,4,13,1984.0,2012,2.0,1,SH,4,0,2013-07-22 09:23:28,,7,4
212745707020004,247065357010661,54,4,13,1984.0,2012,2.0,1,SH,5,13,2013-07-22 09:23:28,,7,4
212745693020004,247065357010661,54,4,13,1984.0,2012,2.0,1,TT,1,48,2013-07-22 09:23:28,,7,4
212745694020004,247065357010661,54,4,13,1984.0,2012,2.0,1,TT,2,38,2013-07-22 09:23:28,,7,4
212745695020004,247065357010661,54,4,13,1984.0,2012,2.0,1,TT,3,27,2013-07-22 09:23:28,,7,4
212745696020004,247065357010661,54,4,13,1984.0,2012,2.0,1,TT,4,96,2013-07-22 09:23:28,,7,4
212745697020004,247065357010661,54,4,13,1984.0,2012,2.0,1,TT,5,98,2013-07-22 09:23:28,,7,4
212745738020004,247065357010661,54,4,13,1984.0,2012,3.0,1,FB,1,6,2013-07-22 09:23:28,,7,4
212745739020004,247065357010661,54,4,13,1984.0,2012,3.0,1,FB,2,0,2013-07-22 09:23:28,,7,4
212745740020004,247065357010661,54,4,13,1984.0,2012,3.0,1,FB,3,0,2013-07-22 09:23:28,,7,4
212745741020004,247065357010661,54,4,13,1984.0,2012,3.0,1,FB,4,0,2013-07-22 09:23:28,,7,4
212745742020004,247065357010661,54,4,13,1984.0,2012,3.0,1,FB,5,6,2013-07-22 09:23:28,,7,4
212745748020004,247065357010661,54,4,13,1984.0,2012,3.0,1,FN,1,2,2013-07-22 09:23:28,,7,4
212745749020004,247065357010661,54,4,13,1984.0,2012,3.0,1,FN,2,0,2013-07-22 09:23:28,,7,4
212745750020004,247065357010661,54,4,13,1984.0,2012,3.0,1,FN,3,0,2013-07-22 09:23:28,,7,4
212745751020004,247065357010661,54,4,13,1984.0,2012,3.0,1,FN,4,0,2013-07-22 09:23:28,,7,4
212745752020004,247065357010661,54,4,13,1984.0,2012,3.0,1,FN,5,2,2013-07-22 09:23:28,,7,4
212745743020004,247065357010661,54,4,13,1984.0,2012,3.0,1,GR,1,17,2013-07-22 09:23:28,,7,4
212745744020004,247065357010661,54,4,13,1984.0,2012,3.0,1,GR,2,1,2013-07-22 09:23:28,,7,4
212745745020004,247065357010661,54,4,13,1984.0,2012,3.0,1,GR,3,0,2013-07-22 09:23:28,,7,4
212745746020004,247065357010661,54,4,13,1984.0,2012,3.0,1,GR,4,0,2013-07-22 09:23:28,,7,4
212745747020004,247065357010661,54,4,13,1984.0,2012,3.0,1,GR,5,17,2013-07-22 09:23:28,,7,4
212745728020004,247065357010661,54,4,13,1984.0,2012,3.0,1,NT,1,0,2013-07-22 09:23:28,,7,4
212745729020004,247065357010661,54,4,13,1984.0,2012,3.0,1,NT,2,0,2013-07-22 09:23:28,,7,4
212745730020004,247065357010661,54,4,13,1984.0,2012,3.0,1,NT,3,0,2013-07-22 09:23:28,,7,4
212745731020004,247065357010661,54,4,13,1984.0,2012,3.0,1,NT,4,0,2013-07-22 09:23:28,,7,4
212745732020004,247065357010661,54,4,13,1984.0,2012,3.0,1,NT,5,0,2013-07-22 09:23:28,,7,4
212745733020004,247065357010661,54,4,13,1984.0,2012,3.0,1,SH,1,3,2013-07-22 09:23:28,,7,4
212745734020004,247065357010661,54,4,13,1984.0,2012,3.0,1,SH,2,0,2013-07-22 09:23:28,,7,4
212745735020004,247065357010661,54,4,13,1984.0,2012,3.0,1,SH,3,0,2013-07-22 09:23:28,,7,4
212745736020004,247065357010661,54,4,13,1984.0,2012,3.0,1,SH,4,0,2013-07-22 09:23:28,,7,4
212745737020004,247065357010661,54,4,13,1984.0,2012,3.0,1,SH,5,3,2013-07-22 09:23:28,,7,4
212745723020004,247065357010661,54,4,13,1984.0,2012,3.0,1,TT,1,23,2013-07-22 09:23:28,,7,4
212745724020004,247065357010661,54,4,13,1984.0,2012,3.0,1,TT,2,20,2013-07-22 09:23:28,,7,4
212745725020004,247065357010661,54,4,13,1984.0,2012,3.0,1,TT,3,21,2013-07-22 09:23:28,,7,4
212745726020004,247065357010661,54,4,13,1984.0,2012,3.0,1,TT,4,90,2013-07-22 09:23:28,,7,4
212745727020004,247065357010661,54,4,13,1984.0,2012,3.0,1,TT,5,96,2013-07-22 09:23:28,,7,4
212745768020004,247065357010661,54,4,13,1984.0,2012,4.0,1,FB,1,38,2013-07-22 09:23:28,,7,4
